"","Contract","Plot ID","Zone","Easting","Northing","Coordinate source","FDI_count_bin","PLI_count_bin","Spruce_count_bin","Species_1"
"289",NA,1645,10,476494,5795613,"Field UTM",0,1,0,"PLI"
"290",NA,1647,10,480846,5795967,"Field UTM",0,1,0,"PLI"
"291",NA,1648,10,482305,5796407,"Field UTM",0,1,0,"PLI"
"292",NA,1649,10,485146,5796000,"Field UTM",0,1,0,"PLI"
"293",NA,1651,10,487310,5796192,"Field UTM",0,1,0,"PLI"
"294",NA,1653,10,408285.311,5800517.917,"Field lat/long",0,1,0,"PLI"
"295",NA,1657,10,468544,5798078,"Field UTM",0,1,1,"PLI"
"296",NA,1658,10,469285,5797954,"Field UTM",0,1,0,"PLI"
"297",NA,1662,10,475289,5797529,"Field UTM",0,1,0,"PLI"
"298",NA,1663,10,476543,5797632,"Field UTM",0,1,0,"PLI"
"299",NA,1665,10,481255,5797917,"Field UTM",0,1,0,"PLI"
"300",NA,1666,10,482355,5797411,"Field UTM",0,1,1,"Spruce"
"301",NA,1672,10,463682,5798682,"Field UTM",0,1,0,"PLI"
"302",NA,1674,10,466675,5798955,"Field UTM",0,1,0,"Spruce"
"303",NA,1675,10,467191,5798932,"Field UTM",0,1,0,"PLI"
"304",NA,1678,10,475596,5798611,"Field UTM",0,1,0,"PLI"
"305",NA,1679,10,481387,5798433,"Field UTM",0,0,1,"Spruce"
"306",NA,1685,10,487391,5798188,"Field UTM",0,1,0,"PLI"
"307",NA,1686,10,488403,5798143,"Field UTM",0,1,0,"PLI"
"308",NA,1701,10,479381,5799528,"Field UTM",0,0,0,"PLI"
"309",NA,1702,10,482429,5799396,"Field UTM",0,1,0,"PLI"
"310",NA,1705,10,486429,5799225,"Field UTM",0,1,0,"Spruce"
"311",NA,1706,10,487438,5799189,"Field UTM",0,1,0,"Spruce"
"312",NA,1707,10,488436,5799141,"Field UTM",0,1,0,"PLI"
"313",NA,1708,10,489438,5799096,"Field UTM",0,1,0,"PLI"
"314",NA,1723,10,479473,5800523,"Field UTM",0,1,0,"PLI"
"315",NA,1724,10,480155,5800850,"Field UTM",0,0,0,"PLI"
"316",NA,1738,10,415463.8485,5804217.431,"Field lat/long",0,1,0,"PLI"
"317",NA,1739,10,416457.7119,5804170.424,"Field lat/long",0,1,0,"PLI"
"318",NA,1754,10,476629,5801247,"Field UTM",0,1,0,"PLI"
"319",NA,1757,10,480512,5801476,"Field UTM",0,1,0,"PLI"
"320",NA,1759,10,482198,5801523,"Field UTM",0,1,0,"PLI"
"321",NA,1760,10,485516,5801258,"Field UTM",0,1,1,"PLI"
"322",NA,1761,10,489519,5801100,"Field UTM",0,1,0,"PLI"
"323",NA,1770,10,414504.0952,5805247.557,"Field lat/long",0,1,0,"PLI"
"324",NA,1771,10,415503.2857,5805205.822,"Field lat/long",0,1,0,"PLI"
"325",NA,1772,10,417503.0805,5805124.051,"Field lat/long",0,1,0,"PLI"
"326",NA,1789,10,476793,5802667,"Field UTM",0,1,0,""
"327",NA,1791,10,478551,5802553,"Field UTM",0,1,0,"PLI"
"328",NA,1792,10,485559,5802261,"Field UTM",0,1,0,"PLI"
"329",NA,1793,10,486559,5802216,"Field UTM",0,1,0,"PLI"
