Card,Regen,ID,DisplayName,TreeNumber,Species,Status,StandingOrLeaning,DBH,Height,BrokenTop,BarkBurn_Percent,BurnLength,Notes
1628,Regen,-5.50038E+11,Overstory:  - ,,,,,,,,,,
1628,Regen,2.01167E+11,Overstory: 1 - PLI,1,PLI,L,S,5.6,3.1,N,0,0,
1628,Regen,-2.27727E+11,Overstory:  - ,,,,,,,,,,
1628,Regen,-5.9019E+11,Overstory:  - ,,,,,,,,,,
1982,Regen,1.22265E+11,Overstory: 1 - PLI,1,PLI,D,S,8.6,13.6,N,60,0.5,
1982,Regen,9.41147E+11,Overstory: 2 - PLI,2,PLI,D,S,6.5,8.9,N,40,0.3,
1982,Regen,4.95589E+11,Overstory: 3 - PLI,3,PLI,D,S,11.1,13.4,N,25,0.5,
1982,Regen,6.00832E+11,Overstory: 4 - PLI,4,PLI,D,S,19.7,16.8,N,30,1.5,
1982,Regen,3.18689E+11,Overstory: 5 - PLI,5,PLI,D,S,13,16.6,N,50,1,
1982,Regen,-1.35535E+11,Overstory:  - ,,,,,,,,,,
1982,Regen,2.35753E+11,Overstory: 1 - PLI,1,PLI,D,S,15.7,16,N,50,1.5,
1982,Regen,6.78352E+11,Overstory: 2 - PLI,2,PLI,D,S,15.1,15.4,N,50,1.6,
1982,Regen,7.44815E+11,Overstory: 3 - PLI,3,PLI,D,L,10.1,13.7,N,50,1.3,
1982,Regen,6.31383E+11,Overstory: 1 - PLI,1,PLI,D,L,7.3,7.9,N,75,1,
1982,Regen,-5.62187E+11,Overstory:  - ,,,,,,,,,,
1982,Regen,1.70151E+11,Overstory: 1 - PLI,1,PLI,D,S,7.1,9.2,N,25,0.3,
1982,Regen,4.9285E+11,Overstory: 2 - PLI,2,PLI,D,S,15.8,15.5,N,50,1.5,
1982,Regen,8.63016E+11,Overstory: 3 - PLI,3,PLI,D,S,13.5,15.4,N,50,1.6,
1982,Regen,8.44126E+11,Overstory: 4 - PLI,4,PLI,D,S,15.5,13.9,N,75,1.7,
1657,Regen,-3.73571E+11,Overstory:  - ,,,,,,,,,,
1657,Regen,-1.52949E+11,Overstory:  - ,,,,,,,,,,
1657,Regen,-2.75065E+11,Overstory:  - ,,,,,,,,,,
1657,Regen,-7.72094E+11,Overstory:  - ,,,,,,,,,,
1657,Regen,-9.51805E+11,Overstory:  - ,,,,,,,,,,
1657,Regen,-9.12582E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-3.63903E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-4.86026E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-8.21392E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-3.52363E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-3.81604E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-9.85623E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-7.19411E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-3.28227E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-5.99E+11,Overstory:  - ,,,,,,,,,,
1438,Regen,-2.06678E+11,Overstory:  - ,,,,,,,,,,
2042,Regen,-8.89761E+11,Overstory:  - ,,,,,,,,,,
1658,Regen,-1.86015E+11,Overstory:  - ,,,,,,,,,,
1658,Regen,-3.08413E+11,Overstory:  - ,,,,,,,,,,
1658,Regen,2.06139E+11,Overstory: 1 - PLI,1,PLI,L,S,6.5,3.6,N,0,0,
1658,Regen,8.42859E+11,Overstory: 2 - PLI,2,PLI,L,S,4.6,3.6,N,0,0,No sample trees
1658,Regen,-5.64118E+11,Overstory:  - ,,,,,,,,,,
2041,Regen,-5.51884E+11,Overstory:  - ,,,,,,,,,,
2041,Regen,-2.49992E+11,Overstory:  - ,,,,,,,,,,
2041,Regen,1.88232E+11,Overstory: 4 - ,4,,,,6.2,4.6,Y,100,4.6,
2041,Regen,-4.0421E+11,Overstory:  - ,,,,,,,,,,
2041,Regen,2.33139E+11,Overstory: 1 - PLI,1,PLI,D,S,13.1,13.7,N,100,13.7,
2041,Regen,7.84133E+11,Overstory: 2 - PLI,2,PLI,D,S,4.3,4.2,N,100,4.2,
2041,Regen,2.69436E+11,Overstory: 3 - PLI,3,PLI,D,S,10.8,6.3,Y,100,6.3,
2041,Regen,-9.94309E+11,Overstory:  - ,,,,,,,,,,
1791,Regen,-9.93114E+11,Overstory:  - ,,,,,,,,,,
1791,Regen,-1.43481E+11,Overstory:  - ,,,,,,,,,,
1791,Regen,-2.92673E+11,Overstory:  - ,,,,,,,,,,
1791,Regen,-9.43948E+11,Overstory:  - ,,,,,,,,,,
1540,Regen,-7.41597E+11,Overstory:  - ,,,,,,,,,,
1540,Regen,-2.32031E+11,Overstory:  - ,,,,,,,,,,
1540,Regen,-7.07812E+11,Overstory:  - ,,,,,,,,,,
1540,Regen,-9.97169E+11,Overstory:  - ,,,,,,,,,,
1596,Regen,6.78491E+11,Overstory: 1 - PLI,1,PLI,L,S,6.1,4.4,N,0,0,
1596,Regen,-5.43375E+11,Overstory:  - ,,,,,,,,,,
1596,Regen,6.87777E+11,Overstory: 2 - PLI,2,PLI,L,S,6.5,4.9,N,0,0,
1596,Regen,-6.79417E+11,Overstory:  - ,,,,,,,,,,
1644,Regen,-8.55783E+11,Overstory:  - ,,,,,,,,,,
1644,Regen,-2.87632E+11,Overstory:  - ,,,,,,,,,,
1644,Regen,-9.24789E+11,Overstory:  - ,,,,,,,,,,
1644,Regen,-6.31103E+11,Overstory:  - ,,,,,,,,,,
1739,Regen,-5.07979E+11,Overstory:  - ,,,,,,,,,,
1739,Regen,-3.09477E+11,Overstory:  - ,,,,,,,,,,
1739,Regen,-3.97825E+11,Overstory:  - ,,,,,,,,,,
1739,Regen,-4.52161E+11,Overstory:  - ,,,,,,,,,,
1739,Regen,-9.21866E+11,Overstory:  - ,,,,,,,,,,
1739,Regen,-1.95816E+11,Overstory:  - ,,,,,,,,,,
1678,Regen,-7.97055E+11,Overstory:  - ,,,,,,,,,,
1678,Regen,6.76196E+11,Overstory: 5 - PLI,5,PLI,D,S,8.8,5.2,N,30,0.1,
1678,Regen,4.24475E+11,Overstory: 1 - ,1,,,,15.5,12.2,,,,
1678,Regen,3.62213E+11,Overstory: 2 - PLI,2,PLI,D,S,14.7,9,N,,,
1678,Regen,5.02932E+11,Overstory: 3 - PLI,3,PLI,D,S,14.9,10.1,N,,,
1615,Regen,-7.3754E+11,Overstory:  - ,,,,,,,,,,
1615,Regen,-3.0049E+11,Overstory:  - ,,,,,,,,,,
1615,Regen,-2.95388E+11,Overstory:  - ,,,,,,,,,,
1615,Regen,-3.75684E+11,Overstory:  - ,,,,,,,,,,
1807,Regen,-9.83851E+11,Overstory:  - ,,,,,,,,,,
2626,Regen,-3.52267E+11,Overstory:  - ,,,,,,,,,,
2626,Regen,-4.93048E+11,Overstory:  - ,,,,,,,,,,
2626,Regen,-1.93974E+11,Overstory:  - ,,,,,,,,,,
2626,Regen,-6.06193E+11,Overstory:  - ,,,,,,,,,,
1481,Regen,-4.31655E+11,Overstory:  - ,,,,,,,,,,
1481,Regen,-1.07972E+11,Overstory:  - ,,,,,,,,,,
1481,Regen,-1.87203E+11,Overstory:  - ,,,,,,,,,,
1481,Regen,-7.66597E+11,Overstory:  - ,,,,,,,,,,
1825,Regen,-9.53009E+11,Overstory:  - ,,,,,,,,,,
1825,Regen,-3.22794E+11,Overstory:  - ,,,,,,,,,,
1825,Regen,-7.05471E+11,Overstory:  - ,,,,,,,,,,
1825,Regen,-3.83037E+11,Overstory:  - ,,,,,,,,,,
1825,Regen,-1.24709E+11,Overstory:  - ,,,,,,,,,,
2212,Regen,-7.75577E+11,Overstory:  - ,,,,,,,,,,
2212,Regen,1.01181E+11,Overstory: 1 - PLI,1,PLI,D,S,7.9,7.9,N,100,7.9,
2212,Regen,-7.1591E+11,Overstory:  - ,,,,,,,,,,
2212,Regen,-7.04176E+11,Overstory:  - ,,,,,,,,,,
1606,Regen,-4.60649E+11,Overstory:  - ,,,,,,,,,,
1606,Regen,-7.63427E+11,Overstory:  - ,,,,,,,,,,
1606,Regen,-3.12695E+11,Overstory:  - ,,,,,,,,,,
1606,Regen,-4.40521E+11,Overstory:  - ,,,,,,,,,,
1589,Regen,-2.82876E+11,Overstory:  - ,,,,,,,,,,
1589,Regen,2.90482E+11,Overstory: 2 - PLI,2,PLI,L,S,5.1,3,N,0,0,
1589,Regen,-5.30388E+11,Overstory:  - ,,,,,,,,,,
1589,Regen,8.54562E+11,Overstory: 1 - PLI,1,PLI,L,S,4.5,3,N,0,0,
1625,Regen,-9.81428E+11,Overstory:  - ,,,,,,,,,,
1625,Regen,-4.74967E+11,Overstory:  - ,,,,,,,,,,
1625,Regen,-3.79165E+11,Overstory:  - ,,,,,,,,,,
1625,Regen,-9.93399E+11,Overstory:  - ,,,,,,,,,,
1840,Regen,-5.89473E+11,Overstory:  - ,,,,,,,,,,
1805,Regen,-8.3503E+11,Overstory:  - ,,,,,,,,,,
1805,Regen,6.76414E+11,Overstory: 1 - PLI,1,PLI,D,S,18.2,11.9,N,100,2.2,
1805,Regen,4.75623E+11,Overstory: 1 - PLI,1,PLI,D,S,11.3,9.2,N,100,2.3,
1805,Regen,-4.49338E+11,Overstory:  - ,,,,,,,,,,
1916,Regen,6.8074E+11,Overstory: 1 - PLI,1,PLI,L,S,8,5.8,N,0,0,
1916,Regen,-5.63442E+11,Overstory:  - ,,,,,,,,,,
1916,Regen,-6.21457E+11,Overstory:  - ,,,,,,,,,,
1916,Regen,-5.14883E+11,Overstory:  - ,,,,,,,,,,
1579,Regen,-8.90896E+11,Overstory:  - ,,,,,,,,,,
1579,Regen,-1.04916E+11,Overstory:  - ,,,,,,,,,,
1579,Regen,-5.4224E+11,Overstory:  - ,,,,,,,,,,
1579,Regen,-5.56939E+11,Overstory:  - ,,,,,,,,,,
1579,Regen,-2.46753E+11,Overstory:  - ,,,,,,,,,,
1579,Regen,-3.57822E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-6.68401E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-8.2652E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-1.07703E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-2.24923E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-5.56757E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-3.05293E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-3.27689E+11,Overstory:  - ,,,,,,,,,,
1450,Regen,-1.28874E+11,Overstory:  - ,,,,,,,,,,
1485,Regen,-6.71138E+11,Overstory:  - ,,,,,,,,,,
1485,Regen,3.1785E+11,Overstory: 1 - PLI,1,PLI,L,S,5.1,3.4,N,0,0,
1485,Regen,-3.89562E+11,Overstory:  - ,,,,,,,,,,
1485,Regen,-4.72486E+11,Overstory:  - ,,,,,,,,,,
1485,Regen,-9.88589E+11,Overstory:  - ,,,,,,,,,,
1485,Regen,4.30344E+11,Overstory: 1 - PLI,1,PLI,D,L,4.3,3.2,N,100,3.2,
1485,Regen,8.95885E+11,Overstory: 2 - PLI,2,PLI,D,L,5.7,4.5,N,100,5.7,
1844,Regen,-5.33987E+11,Overstory:  - ,,,,,,,,,,
1844,Regen,-8.0485E+11,Overstory:  - ,,,,,,,,,,
1844,Regen,4.50664E+11,Overstory: 1 - PLI,1,PLI,D,S,13.2,10.4,N,100,10.4,
1844,Regen,3.83102E+11,Overstory: 1 - PLI,1,PLI,D,S,4.2,4.3,N,100,4.3,
1759,Regen,-8.7444E+11,Overstory:  - ,,,,,,,,,,
1759,Regen,-1.3679E+11,Overstory:  - ,,,,,,,,,,
1759,Regen,-6.06544E+11,Overstory:  - ,,,,,,,,,,
1759,Regen,-2.22344E+11,Overstory:  - ,,,,,,,,,,
1759,Regen,-7.71268E+11,Overstory:  - ,,,,,,,,,,
1630,Regen,-7.66002E+11,Overstory:  - ,,,,,,,,,,
1630,Regen,-9.66396E+11,Overstory:  - ,,,,,,,,,,
1630,Regen,-2.54803E+11,Overstory:  - ,,,,,,,,,,
1630,Regen,-8.20628E+11,Overstory:  - ,,,,,,,,,,
2107,Regen,3.77671E+11,Overstory: 21 - PLI,21,PLI,D,S,5.3,7.1,N,100,7.1,
2107,Regen,9.12661E+11,Overstory: 22 - PLI,22,PLI,D,S,4.2,6.3,N,100,6.3,
2107,Regen,8.51765E+11,Overstory: 1 - PLI,1,PLI,D,S,4.6,6.8,N,100,6.8,
2107,Regen,9.50063E+11,Overstory: 2 - PLI,2,PLI,D,S,8,10.2,N,100,10.2,
2107,Regen,2.34569E+11,Overstory: 3 - PLI,3,PLI,D,S,8,11.3,N,100,11.3,
2107,Regen,8.04312E+11,Overstory: 4 - PLI,4,PLI,D,S,5.7,10.7,N,100,10.7,
2107,Regen,6.82056E+11,Overstory: 5 - PLI,5,PLI,D,S,8.7,10.7,N,100,10.7,
2107,Regen,2.48158E+11,Overstory: 6 - PLI,6,PLI,D,S,10.4,12,N,100,12,
2107,Regen,7.15813E+11,Overstory: 7 - PLI,7,PLI,D,S,4.6,3.7,Y,100,3.7,
2107,Regen,2.81727E+11,Overstory: 8 - PLI,8,PLI,D,S,10.4,12.1,N,100,12.1,
2107,Regen,8.14752E+11,Overstory: 9 - PLI,9,PLI,D,S,7.2,8.7,N,100,8.7,
2107,Regen,3.52495E+11,Overstory: 15 - PLI,15,PLI,D,S,8,10,Y,100,10,
2107,Regen,5.4408E+11,Overstory: 16 - PLI,16,PLI,D,S,11.1,12,N,100,12,
2107,Regen,3.61677E+11,Overstory: 17 - PLI,17,PLI,D,S,5,5.7,N,100,5.7,
2107,Regen,9.63405E+11,Overstory: 18 - PLI,18,PLI,D,S,7.2,9.5,N,100,9.5,
2107,Regen,6.05321E+11,Overstory: 19 - PLI,19,PLI,D,S,11,12.4,N,100,12.4,
2107,Regen,7.94282E+11,Overstory: 20 - PLI,20,PLI,D,S,8.1,12.9,N,100,12.9,
2107,Regen,-4.05845E+11,Overstory:  - ,,,,,,,,,,
2107,Regen,5.42246E+11,Overstory: 10 - PLI,10,PLI,D,S,11.5,15.8,N,100,15.8,
2107,Regen,7.11577E+11,Overstory: 11 - PLI,11,PLI,D,S,11.5,15.6,N,100,15.6,
2107,Regen,3.39557E+11,Overstory: 12 - PLI,12,PLI,D,S,6.6,7.1,N,100,7.1,
2107,Regen,4.41485E+11,Overstory: 13 - PLI,13,PLI,D,L,5.5,11.6,N,100,11.6,
2107,Regen,2.08885E+11,Overstory: 14 - PLI,14,PLI,D,S,4.4,7.8,N,100,7.8,
1663,Regen,8.43894E+11,Overstory: 5 - PLI,5,PLI,D,S,7,4.2,Y,10,0.5,
1663,Regen,6.25757E+11,Overstory: 1 - PLI,1,PLI,L,S,5.1,4.4,,,,
1663,Regen,8.47043E+11,Overstory: 2 - PLI,2,PLI,L,S,10.3,5.3,N,0,0,
1663,Regen,3.7043E+11,Overstory: 3 - PLI,3,PLI,L,S,8.1,5.4,N,0,0,
1663,Regen,1.90389E+11,Overstory: 4 - PLI,4,PLI,L,S,9,5.1,N,0,0,
1663,Regen,8.35562E+11,Overstory: 6 - PLI,6,PLI,D,S,6.2,11,N,25,1,
1663,Regen,2.5098E+11,Overstory: 7 - PLI,7,PLI,D,S,8.3,5.2,N,30,1,
1663,Regen,1.17954E+11,Overstory: 8 - PLI,8,PLI,D,S,6.5,4.2,N,25,1,
1663,Regen,4.082E+11,Overstory: 9 - PLI,9,PLI,L,S,6.9,4,N,0,0,
1511,Regen,2.65224E+11,Overstory: 1 - PLI,1,PLI,D,S,5.1,3.4,N,100,3.4,
1511,Regen,-8.57742E+11,Overstory:  - ,,,,,,,,,,
1511,Regen,-3.70574E+11,Overstory:  - ,,,,,,,,,,
1511,Regen,-8.80101E+11,Overstory:  - ,,,,,,,,,,
1772,Regen,-8.21682E+11,Overstory:  - ,,,,,,,,,,
1772,Regen,5.33809E+11,Overstory: 1 - PLI,1,PLI,D,S,12.5,1.4,N,100,14.1,
1772,Regen,7.91473E+11,Overstory: 2 - PLI,2,PLI,D,S,7.8,7.8,N,100,7.8,
1772,Regen,-8.04258E+11,Overstory:  - ,,,,,,,,,,
1772,Regen,-7.77846E+11,Overstory:  - ,,,,,,,,,,
1772,Regen,5.38946E+11,Overstory: 1 - PLI,1,PLI,D,S,4.8,3.9,N,100,3.9,
1772,Regen,9.9105E+11,Overstory: 2 - PLI,2,PLI,D,S,4.9,5,N,100,5,
1772,Regen,3.11773E+11,Overstory: 3 - PLI,3,PLI,D,S,20.5,12.5,N,100,12.5,
1584,Regen,-3.01701E+11,Overstory:  - ,,,,,,,,,,
1584,Regen,-2.2943E+11,Overstory:  - ,,,,,,,,,,
1584,Regen,-8.23226E+11,Overstory:  - ,,,,,,,,,,
1584,Regen,-4.83887E+11,Overstory:  - ,,,,,,,,,,
1738,Regen,-6.59459E+11,Overstory:  - ,,,,,,,,,,
1738,Regen,-2.11152E+11,Overstory:  - ,,,,,,,,,,
1738,Regen,-4.91716E+11,Overstory:  - ,,,,,,,,,,
1738,Regen,-4.87968E+11,Overstory:  - ,,,,,,,,,,
1581,Regen,-4.26779E+11,Overstory:  - ,,,,,,,,,,
1581,Regen,-8.79794E+11,Overstory:  - ,,,,,,,,,,
1581,Regen,-3.48465E+11,Overstory:  - ,,,,,,,,,,
1581,Regen,-3.03532E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-2.71455E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-7.10243E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-5.32246E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-7.51156E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-8.04062E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-2.49946E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-8.09092E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-8.94497E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-8.75032E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-9.28802E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-2.59785E+11,Overstory:  - ,,,,,,,,,,
1627,Regen,-3.53849E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-7.92995E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-7.92725E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-3.49988E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-4.34601E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-5.01067E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-3.39838E+11,Overstory:  - ,,,,,,,,,,
1461,Regen,-5.74184E+11,Overstory:  - ,,,,,,,,,,
1591,Regen,-3.11979E+11,Overstory:  - ,,,,,,,,,,
1591,Regen,-4.96888E+11,Overstory:  - ,,,,,,,,,,
1591,Regen,-3.86961E+11,Overstory:  - ,,,,,,,,,,
1591,Regen,-8.62607E+11,Overstory:  - ,,,,,,,,,,
1554,Regen,-7.05539E+11,Overstory:  - ,,,,,,,,,,
1554,Regen,-6.13294E+11,Overstory:  - ,,,,,,,,,,
1554,Regen,-8.5921E+11,Overstory:  - ,,,,,,,,,,
1554,Regen,-5.03583E+11,Overstory:  - ,,,,,,,,,,
1522,Regen,-5.39414E+11,Overstory:  - ,,,,,,,,,,
1522,Regen,1.64035E+11,Overstory: 1 - PLI,1,PLI,L,S,14.7,12.8,N,1,0.1,"Scars throughout , 1 crook"
1522,Regen,-1.72252E+11,Overstory:  - ,,,,,,,,,,
1522,Regen,-6.74528E+11,Overstory:  - ,,,,,,,,,,
1612,Regen,-9.37726E+11,Overstory:  - ,,,,,,,,,,
1612,Regen,-7.35829E+11,Overstory:  - ,,,,,,,,,,
1612,Regen,-4.47385E+11,Overstory:  - ,,,,,,,,,,
1612,Regen,-3.49451E+11,Overstory:  - ,,,,,,,,,,
1612,Regen,-2.16769E+11,Overstory:  - ,,,,,,,,,,
1503,Regen,3.99606E+11,Overstory: 1 - PLI,1,PLI,D,S,4.2,3.7,N,100,3.7,
1503,Regen,-9.10737E+11,Overstory:  - ,,,,,,,,,,
1503,Regen,1.01668E+11,Overstory: 1 - PLI,1,PLI,D,S,4.8,5,N,100,5,
1503,Regen,8.36652E+11,Overstory: 2 - PLI,2,PLI,D,S,9.6,3.2,Y,100,3.2,
1503,Regen,-6.56068E+11,Overstory:  - ,,,,,,,,,,
1503,Regen,-3.66646E+11,Overstory:  - ,,,,,,,,,,
1503,Regen,-9.04133E+11,Overstory:  - ,,,,,,,,,,
1503,Regen,-6.87371E+11,Overstory:  - ,,,,,,,,,,
1479,Regen,-1.0856E+11,Overstory:  - ,,,,,,,,,,
1479,Regen,-9.64179E+11,Overstory:  - ,,,,,,,,,,
1479,Regen,-7.33012E+11,Overstory:  - ,,,,,,,,,,
1479,Regen,-5.47531E+11,Overstory:  - ,,,,,,,,,,
1701,Regen,-5.22822E+11,Overstory:  - ,,,,,,,,,,
2205,Regen,-7.61205E+11,Overstory:  - ,,,,,,,,,,
2205,Regen,2.44891E+11,Overstory: 1 - PLI,1,PLI,D,S,24,16.3,N,100,16.3,
2205,Regen,3.22645E+11,Overstory: 2 - PLI,2,PLI,L,S,10,8.8,N,0,0,
2205,Regen,-3.26078E+11,Overstory:  - ,,,,,,,,,,
2205,Regen,-8.27445E+11,Overstory:  - ,,,,,,,,,,
2205,Regen,-3.08665E+11,Overstory:  - ,,,,,,,,,,
2205,Regen,-8.8846E+11,Overstory:  - ,,,,,,,,,,
1649,Regen,-4.96554E+11,Overstory:  - ,,,,,,,,,,
1649,Regen,-9.6382E+11,Overstory:  - ,,,,,,,,,,
1649,Regen,-8.63472E+11,Overstory:  - ,,,,,,,,,,
1649,Regen,-1.3983E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,-5.59495E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,5.92632E+11,Overstory: 1 - PLI,1,PLI,L,S,4.4,3.4,N,0,0,
1594,Regen,3.96116E+11,Overstory: 2 - PLI,2,PLI,L,S,5.2,4.9,N,0,0,
1594,Regen,4.86259E+11,Overstory: 3 - PLI,3,PLI,L,S,4.6,4.9,N,0,0,
1594,Regen,-9.54515E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,-6.45934E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,-5.80363E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,-4.91404E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,-8.9602E+11,Overstory:  - ,,,,,,,,,,
1594,Regen,-8.29984E+11,Overstory:  - ,,,,,,,,,,
2159,Regen,-4.52845E+11,Overstory:  - ,,,,,,,,,,
2159,Regen,8.92864E+11,Overstory: 1 - ,1,,,,9.6,12.8,N,100,12.8,
2159,Regen,5.70902E+11,Overstory: 2 - PLI,2,PLI,D,S,6.3,12.4,N,100,12.4,
2159,Regen,3.8222E+11,Overstory: 3 - PLI,3,PLI,D,S,9.7,14.3,N,100,14.3,
2159,Regen,-6.22456E+11,Overstory:  - ,,,,,,,,,,
2159,Regen,-4.74948E+11,Overstory:  - ,,,,,,,,,,
1647,Regen,-2.88238E+11,Overstory:  - ,,,,,,,,,,
1647,Regen,-9.77913E+11,Overstory:  - ,,,,,,,,,,
1647,Regen,-4.39632E+11,Overstory:  - ,,,,,,,,,,
1647,Regen,-6.35902E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,8.11588E+11,Overstory: 1 - AT,1,AT,L,S,5,5.9,N,0,0,
1531,Regen,-5.59169E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,-5.55222E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,-2.28192E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,-8.39326E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,-9.03495E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,-4.88477E+11,Overstory:  - ,,,,,,,,,,
1531,Regen,-2.98239E+11,Overstory:  - ,,,,,,,,,,
1624,Regen,-1.03957E+11,Overstory:  - ,,,,,,,,,,
1624,Regen,-1.61999E+11,Overstory:  - ,,,,,,,,,,
1624,Regen,-2.42157E+11,Overstory:  - ,,,,,,,,,,
1624,Regen,-4.32739E+11,Overstory:  - ,,,,,,,,,,
1514,Regen,5.35223E+11,Overstory: 1 - PLI,1,PLI,D,S,19.6,18.7,N,100,18.7,
1514,Regen,-5.74779E+11,Overstory:  - ,,,,,,,,,,
1514,Regen,-4.0504E+11,Overstory:  - ,,,,,,,,,,
1514,Regen,-7.76596E+11,Overstory:  - ,,,,,,,,,,
1514,Regen,-3.89368E+11,Overstory:  - ,,,,,,,,,,
2208,Regen,-4.88477E+11,Overstory:  - ,,,,,,,,,,
1502,Regen,-5.81254E+11,Overstory:  - ,,,,,,,,,,
1502,Regen,6.12976E+11,Overstory: 1 - FDI,1,FDI,D,S,34.1,20.9,N,100,20.9,
1502,Regen,-8.54218E+11,Overstory:  - ,,,,,,,,,,
1502,Regen,-4.50926E+11,Overstory:  - ,,,,,,,,,,
1502,Regen,-2.6852E+11,Overstory:  - ,,,,,,,,,,
1609,Regen,-2.23469E+11,Overstory:  - ,,,,,,,,,,
1609,Regen,-4.99478E+11,Overstory:  - ,,,,,,,,,,
1609,Regen,-8.96463E+11,Overstory:  - ,,,,,,,,,,
1609,Regen,3.12919E+11,Overstory: 4 - PLI,4,PLI,L,S,5.1,3.2,N,0,0,
1609,Regen,-4.9467E+11,Overstory:  - ,,,,,,,,,,
1609,Regen,1.71068E+11,Overstory: 1 - PLI,1,PLI,L,S,4.3,3.1,N,0,0,
1609,Regen,6.14522E+11,Overstory: 2 - PLI,2,PLI,L,S,4.2,3.3,N,0,0,
1609,Regen,3.34186E+11,Overstory: 3 - PLI,3,PLI,L,S,4.5,2.6,N,0,0,
1558,Regen,-8.41143E+11,Overstory:  - ,,,,,,,,,,
1558,Regen,-6.55819E+11,Overstory:  - ,,,,,,,,,,
1558,Regen,-3.62106E+11,Overstory:  - ,,,,,,,,,,
1558,Regen,-3.08089E+11,Overstory:  - ,,,,,,,,,,
1504,Regen,-4.5253E+11,Overstory:  - ,,,,,,,,,,
1504,Regen,-4.92143E+11,Overstory:  - ,,,,,,,,,,
1504,Regen,-5.26202E+11,Overstory:  - ,,,,,,,,,,
1504,Regen,-4.25287E+11,Overstory:  - ,,,,,,,,,,
1504,Regen,-8.95006E+11,Overstory:  - ,,,,,,,,,,
1527,Regen,-5.99822E+11,Overstory:  - ,,,,,,,,,,
1527,Regen,-9.20901E+11,Overstory:  - ,,,,,,,,,,
1527,Regen,-1.09282E+11,Overstory:  - ,,,,,,,,,,
1527,Regen,-6.04101E+11,Overstory:  - ,,,,,,,,,,
1535,Regen,-3.5389E+11,Overstory:  - ,,,,,,,,,,
1535,Regen,-6.04632E+11,Overstory:  - ,,,,,,,,,,
1535,Regen,-8.47954E+11,Overstory:  - ,,,,,,,,,,
1535,Regen,-9.06921E+11,Overstory:  - ,,,,,,,,,,
2336,Regen,-1.01291E+11,Overstory:  - ,,,,,,,,,,
1619,Regen,-1.3314E+11,Overstory:  - ,,,,,,,,,,
1619,Regen,-2.85362E+11,Overstory:  - ,,,,,,,,,,
1619,Regen,-3.98974E+11,Overstory:  - ,,,,,,,,,,
1619,Regen,-5.19173E+11,Overstory:  - ,,,,,,,,,,
1619,Regen,-9.66593E+11,Overstory:  - ,,,,,,,,,,
1559,Regen,-5.62109E+11,Overstory:  - ,,,,,,,,,,
1559,Regen,-3.84075E+11,Overstory:  - ,,,,,,,,,,
1559,Regen,-5.73989E+11,Overstory:  - ,,,,,,,,,,
1559,Regen,-5.46923E+11,Overstory:  - ,,,,,,,,,,
1675,Regen,-3.61379E+11,Overstory:  - ,,,,,,,,,,
