Card,ID,Display Name,Quandrant,Species,x0,x10,x30,x130,Notes,x
1022,4.35122E+11,Regen: SW - AT,SW,AT,,,10,7,,
1024,6.26272E+11,Regen: NE - FDI,NE,FDI,,1,,,,
1024,4.4158E+11,Regen: NW - FDI,NW,FDI,2,,,,,
1024,1.12675E+11,Regen: SE - FDI,SE,FDI,,1,,,,
1024,1.67144E+11,Regen: SW - FDI,SW,FDI,1,,,,,
1045,9.07894E+11,Regen: NE - FDI,NE,FDI,160,57,1,,,
1045,1.82148E+11,Regen: NW - FDI,NW,FDI,153,78,,,,
1045,6.1352E+11,Regen: SE - FDI,SE,FDI,58,34,,,,
1045,6.04965E+11,Regen: SW - FDI,SW,FDI,92,6,,,,
1049,3.91726E+11,Regen: NE - AT,NE,AT,,,6,1,,
1049,2.83224E+11,Regen: NE - FDI,NE,FDI,,5,,,,
1049,3.72777E+11,Regen: NE - PLI,NE,PLI,,,3,1,,
1049,9.60282E+11,Regen: NW - AT,NW,AT,,,12,5,,
1049,4.01061E+11,Regen: NW - FDI,NW,FDI,2,,,,,
1049,7.73494E+11,Regen: NW - PLI,NW,PLI,,1,2,,,
1049,6.75538E+11,Regen: SE - AT,SE,AT,,,1,10,,
1049,1.65925E+11,Regen: SE - FDI,SE,FDI,,2,,,,
1049,1.82777E+11,Regen: SE - PLI,SE,PLI,,1,1,,,
1049,2.34335E+11,Regen: SW - AT,SW,AT,,,3,4,,
1049,1.09975E+11,Regen: SW - PLI,SW,PLI,,,4,,,
1050,2.54409E+11,Regen: NE - AT,NE,AT,,,7,12,,
1050,8.85766E+11,Regen: NE - PLI,NE,PLI,,1,12,,,
1050,1.72572E+11,Regen: NW - AT,NW,AT,,,7,5,,
1050,6.01393E+11,Regen: NW - PLI,NW,PLI,,,15,,,
1050,1.88872E+11,Regen: SE - AT,SE,AT,,,11,9,,
1050,8.60337E+11,Regen: SE - PLI,SE,PLI,,2,6,,,
1050,1.85396E+11,Regen: SW - AT,SW,AT,,,5,2,,
1050,6.20699E+11,Regen: SW - PLI,SW,PLI,,,10,,,
1052,1.99872E+11,Regen: NE - PLI,NE,PLI,,19,22,,,
1052,1.14475E+11,Regen: NW - PLI,NW,PLI,,3,17,,,
1052,8.69853E+11,Regen: NW - SX,NW,SX,1,,,,,
1052,4.58129E+11,Regen: SE - PLI,SE,PLI,3,22,11,,,
1052,3.46592E+11,Regen: SW - AT,SW,AT,,,4,1,,
1052,5.78837E+11,Regen: SW - PLI,SW,PLI,,10,9,,,
1052,6.98326E+11,Regen: SW - SX,SW,SX,,1,,,,
1053,1.74428E+11,Regen: NE - FDI,NE,FDI,10,6,1,,,
1053,3.54853E+11,Regen: NE - PLI,NE,PLI,2,,,,,
1053,3.74001E+11,Regen: NW - AT,NW,AT,,,1,,,
1053,9.25549E+11,Regen: NW - FDI,NW,FDI,35,20,,,,
1053,5.07294E+11,Regen: NW - PLI,NW,PLI,,5,1,,,
1053,7.86018E+11,Regen: SE - AT,SE,AT,,,1,1,,
1053,5.03613E+11,Regen: SE - FDI,SE,FDI,34,8,,,,
1053,4.30698E+11,Regen: SE - PLI,SE,PLI,,,1,1,,
1053,9.57885E+11,Regen: SW - FDI,SW,FDI,36,48,,,,
1068,1.26937E+11,Regen: NE - PLI,NE,PLI,,,1,,,
1068,2.14911E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1068,3.56531E+11,Regen: SE - FDI,SE,FDI,,1,,,,
1068,2.72776E+11,Regen: SW - PLI,SW,PLI,,1,,,,
1069,7.66122E+11,Regen: NE - AT,NE,AT,,,1,1,,
1069,7.6357E+11,Regen: NE - PLI,NE,PLI,,,2,,,
1069,9.01624E+11,Regen: NW - PLI,NW,PLI,,,2,1,,
1069,2.66362E+11,Regen: SE - AT,SE,AT,1,2,4,,,
1069,8.45996E+11,Regen: SE - PLI,SE,PLI,,1,,1,,
1069,6.68497E+11,Regen: SW - AT,SW,AT,2,,5,1,,
1075,3.0942E+11,Regen: NE - ,NE,,,,,,No Regen or overstorey in NE quadrant,
1075,2.86187E+11,Regen: NW - ,NW,,,,,,No Regen in quadrant,
1075,3.99459E+11,Regen: SE - ,SE,,,,,,No Regen in quadrant,
1075,9.14956E+11,Regen: SW - FDI,SW,FDI,2,2,,,,
1080,7.36297E+11,Regen: NE - AT,NE,AT,,,,38,,
1080,9.06973E+11,Regen: NW - AT,NW,AT,,,5,36,,
1080,3.69313E+11,Regen: SE - AT,SE,AT,,,16,21,Overstory 2 and 3  - Strongly believe are Sx. Possibly Pl. See photo,
1080,6.88925E+11,Regen: SE - SX,SE,SX,,1,,,,
1080,4.66039E+11,Regen: SW - AT,SW,AT,,,18,34,,
1099,2.69591E+11,Regen: NE - FDI,NE,FDI,58,17,3,,,
1099,8.57871E+11,Regen: NW - AT,NW,AT,,,1,,,
1099,7.85097E+11,Regen: NW - FDI,NW,FDI,18,3,,,,
1099,4.49946E+11,Regen: SE - FDI,SE,FDI,41,6,2,,,
1099,8.73205E+11,Regen: SW - FDI,SW,FDI,51,30,10,,,
1108,7.09807E+11,Regen: NE - ,NE,,,,,,no trees,
1108,9.54586E+11,Regen: NW - FDI,NW,FDI,9,4,,,NA,
1108,6.98732E+11,Regen: SE - FDI,SE,FDI,423,,,,NA,
1108,8.98275E+11,Regen: SW - FDI,SW,FDI,107,,,,,
1109,5.16126E+11,Regen: NE - ,NE,,,,,,No trees,
1109,5.98735E+11,Regen: NW - ,NW,,,,,,no trees,
1109,6.32589E+11,Regen: SE - ,SE,,,,,,No trees,
1109,2.80114E+11,Regen: SW - ,SW,,,,,,no trees,
1110,8.80989E+11,Regen: NE - FDI,NE,FDI,29,81,1,,,
1110,3.06604E+11,Regen: NW - FDI,NW,FDI,22,23,,,,
1110,8.56477E+11,Regen: SE - FDI,SE,FDI,31,30,,,,
1110,1.12703E+11,Regen: SW - FDI,SW,FDI,5,8,,,,
1111,1.61046E+11,Regen:  - ,,,,,,,,
1111,1.16644E+11,Regen: NE - PLI,NE,PLI,,,9,,Pl seedlings look great,
1111,3.35182E+11,Regen: NW - PLI,NW,PLI,,1,4,,Pl seedlings look great,
1111,8.68231E+11,Regen: NW - PLI,NW,PLI,,,1,,Pl seedlings look healthy,
1111,8.16778E+11,Regen: SE - PLI,SE,PLI,,3,9,,Pl seedlings look great,
1111,8.2735E+11,Regen: NE - FDI,NE,FDI,34,,,,,
1111,9.20548E+11,Regen: NW - FDI,NW,FDI,14,,,,,
1111,9.06288E+11,Regen: SE - FDI,SE,FDI,4,,1,,,
1111,8.49485E+11,Regen: SW - FDI,SW,FDI,7,,,,,
1113,5.84939E+11,Regen: NE - PLI,NE,PLI,,,5,,,
1113,6.65893E+11,Regen: NW - PLI,NW,PLI,,,5,,,
1113,2.29995E+11,Regen: SE - AT,SE,AT,,,3,,,
1113,3.8675E+11,Regen: SE - PLI,SE,PLI,,,1,,,
1113,7.68198E+11,Regen: SW - AT,SW,AT,,,,1,,
1113,6.93306E+11,Regen: SW - PLI,SW,PLI,,1,3,,,
1114,3.61012E+11,Regen: NE - AT,NE,AT,,,19,,,
1114,5.92899E+11,Regen: NW - AT,NW,AT,,,17,,,
1114,7.37745E+11,Regen: SE - AT,SE,AT,,,9,,,
1114,7.28662E+11,Regen: SE - PLI,SE,PLI,,,1,,,
1114,7.43396E+11,Regen: SW - AT,SW,AT,,,9,,,
1115,6.78418E+11,Regen: NE - PLI,NE,PLI,,2,3,,,
1115,1.70018E+11,Regen: NW - PLI,NW,PLI,,1,,,,
1115,6.67008E+11,Regen: SE - PLI,SE,PLI,,3,7,,,
1115,4.12135E+11,Regen: SW - PLI,SW,PLI,,6,4,,,
1139,2.34127E+11,Regen: NE - AT,NE,AT,,,2,,,
1139,9.73727E+11,Regen: NE - FDI,NE,FDI,37,,,,,
1139,8.82034E+11,Regen: NW - AT,NW,AT,,,1,,,
1139,8.13911E+11,Regen: NW - FDI,NW,FDI,28,,,1,,
1139,2.30267E+11,Regen: SE - AT,SE,AT,,,1,,,
1139,2.94259E+11,Regen: SE - FDI,SE,FDI,116,,1,,,
1139,2.47848E+11,Regen: SW - FDI,SW,FDI,172,5,6,,,
1139,9.2315E+11,Regen: SW - PLI,SW,PLI,,,3,2,,
1142,9.33022E+11,Regen: NE - FDI,NE,FDI,8,3,,,,
1142,4.91589E+11,Regen: NW - FDI,NW,FDI,12,8,,,,
1142,9.75047E+11,Regen: SE - FDI,SE,FDI,45,10,,,,
1142,3.40912E+11,Regen: SW - FDI,SW,FDI,49,37,,,,
1144,2.02423E+11,Regen: NE - PLI,NE,PLI,1,9,3,,,
1144,6.64312E+11,Regen: NW - PLI,NW,PLI,1,4,7,,,
1144,2.09289E+11,Regen: SE - PLI,SE,PLI,,2,4,,,
1144,6.09294E+11,Regen: SW - FDI,SW,FDI,1,,,,,
1144,7.21755E+11,Regen: SW - PLI,SW,PLI,,12,11,,,
1145,4.99695E+11,Regen: NE - AT,NE,AT,,,4,,,
1145,5.58981E+11,Regen: NE - PLI,NE,PLI,,,2,,,
1145,1.23106E+11,Regen: NW - AT,NW,AT,,,5,,,
1145,3.68423E+11,Regen: NW - PLI,NW,PLI,,,3,,,
1145,8.18372E+11,Regen: SE - AT,SE,AT,,,4,,,
1145,3.46722E+11,Regen: SE - PLI,SE,PLI,,,3,,,
1145,5.95468E+11,Regen: SW - AT,SW,AT,,,2,,,
1145,4.95743E+11,Regen: SW - PLI,SW,PLI,1,,6,,,
1148,7.91757E+11,Regen: NE - AT,NE,AT,,,1,2,,
1148,2.60435E+11,Regen: NE - PLI,NE,PLI,,2,7,,,
1148,8.23622E+11,Regen: NW - AT,NW,AT,,,5,,,
1148,8.46572E+11,Regen: NW - PLI,NW,PLI,,2,7,,,
1148,4.79006E+11,Regen: SE - AT,SE,AT,,,5,4,,
1148,1.47537E+11,Regen: SE - PLI,SE,PLI,,,5,,,
1148,1.88021E+11,Regen: SW - AT,SW,AT,,,1,1,,
1148,8.24338E+11,Regen: SW - PLI,SW,PLI,,2,2,,,
1153,9.82672E+11,Regen: NE - PLI,NE,PLI,,,3,6,,
1153,3.57642E+11,Regen: NW - PLI,NW,PLI,,,1,5,,
1153,1.66233E+11,Regen: SE - PLI,SE,PLI,,,4,6,,
1153,7.05014E+11,Regen: SW - PLI,SW,PLI,,,3,3,,
1160,2.00937E+11,Regen: NE - PLI,NE,PLI,1,6,241,5,"11 years average. Trees are stunted, missing lower needles, short needles and some chlorotic. Small diameters for their age class.",
1160,4.77416E+11,Regen: NW - PLI,NW,PLI,0,6,250,0,"Average age 9 years. Trees are stunted, missing lower needles, short needles and some chlorotic. Small diameters for their age class. Poor soils, low nutrients and water.",
1160,2.81983E+11,Regen: SE - PLI,SE,PLI,0,13,370,0,"Average age 9 years. Trees are stunted, missing lower needles, short needles and some chlorotic. Small diameters for their age class.",
1160,9.22533E+11,Regen: SW - PLI,SW,PLI,0,4,267,0,"Average age 9 years. Trees are stunted, missing lower needles, short needles and some chlorotic. Small diameters for their age class.",
1180,9.52811E+11,Regen: NE - AT,NE,AT,,,8,2,,
1180,4.34653E+11,Regen: NE - FDI,NE,FDI,4,18,,,,
1180,3.26754E+11,Regen: NE - PLI,NE,PLI,,2,1,,,
1180,1.6388E+11,Regen: NW - AT,NW,AT,,,12,7,,
1180,7.70122E+11,Regen: NW - FDI,NW,FDI,2,21,,,,
1180,1.23129E+11,Regen: NW - PLI,NW,PLI,,,2,,,
1180,4.68828E+11,Regen: SE - AT,SE,AT,,,5,6,,
1180,5.81269E+11,Regen: SE - FDI,SE,FDI,3,17,,,,
1180,9.07556E+11,Regen: SE - PLI,SE,PLI,,1,4,,,
1180,5.64795E+11,Regen: SW - AT,SW,AT,,1,10,6,,
1180,1.76451E+11,Regen: SW - FDI,SW,FDI,6,17,,,,
1180,6.97006E+11,Regen: SW - PLI,SW,PLI,,1,11,,,
1182,2.86178E+11,Regen: NE - AT,NE,AT,1,4,6,,,
1182,2.5232E+11,Regen: NE - PLI,NE,PLI,2,11,17,,,
1182,4.25602E+11,Regen: NW - AT,NW,AT,,2,17,2,,
1182,8.14733E+11,Regen: NW - FDI,NW,FDI,11,1,,,,
1182,4.56512E+11,Regen: NW - PLI,NW,PLI,2,15,17,,,
1182,9.10279E+11,Regen: SE - AT,SE,AT,,,11,,,
1182,4.09786E+11,Regen: SE - PLI,SE,PLI,1,10,2,,,
1182,6.98909E+11,Regen: SW - AT,SW,AT,,,21,,,
1182,8.09262E+11,Regen: SW - FDI,SW,FDI,5,5,,,,
1182,6.81686E+11,Regen: SW - PLI,SW,PLI,1,4,22,,,
1185,2.37589E+11,Regen: NE - AT,NE,AT,,,6,1,,
1185,9.08137E+11,Regen: NE - PLI,NE,PLI,4,20,4,,,
1185,3.14267E+11,Regen: NW - AT,NW,AT,,,,1,,
1185,5.73808E+11,Regen: NW - PLI,NW,PLI,6,1,5,,,
1185,8.40239E+11,Regen: SE - AT,SE,AT,1,2,1,3,,
1185,9.47162E+11,Regen: SE - PLI,SE,PLI,5,8,5,1,,
1185,8.93534E+11,Regen: SW - PLI,SW,PLI,3,30,23,1,,
1186,9.358E+11,Regen: NE - AT,NE,AT,,12,,,,
1186,1.71512E+11,Regen: NW - AT,NW,AT,4,7,2,3,,
1186,2.73596E+11,Regen: NW - PLI,NW,PLI,,1,,,,
1186,7.36213E+11,Regen: SE - AT,SE,AT,1,9,,,,
1186,3.75481E+11,Regen: SW - AT,SW,AT,,1,8,,,
1192,5.31845E+11,Regen: NE - PLI,NE,PLI,,,,1,,
1192,1.64589E+11,Regen: NW - ,NW,,,,,,,
1192,5.88256E+11,Regen: SE - ,SE,,,,,,,
1192,9.39252E+11,Regen: SW - ,SW,,,,,,,
1200,1.55821E+11,Regen: NE - PLI,NE,PLI,1,7,57,4,Age 12 class 2,
1200,8.7816E+11,Regen: NW - PLI,NW,PLI,1,5,27,1,Age 10,
1200,7.04346E+11,Regen: SE - PLI,SE,PLI,2,8,27,2,Age 8-9,
1200,2.02218E+11,Regen: SW - PLI,SW,PLI,1,24,39,0,Age 10,
1207,1.51415E+11,Regen: NE - AT,NE,AT,,,4,2,,
1207,1.24528E+11,Regen: NE - FDI,NE,FDI,,1,,,,
1207,3.52972E+11,Regen: NE - PLI,NE,PLI,2,,,,,
1207,7.86676E+11,Regen: NW - AT,NW,AT,,,2,5,,
1207,1.74149E+11,Regen: NW - FDI,NW,FDI,1,,,,,
1207,5.6086E+11,Regen: SE - AT,SE,AT,,,10,7,,
1207,9.65441E+11,Regen: SE - FDI,SE,FDI,6,,,,,
1207,5.14392E+11,Regen: SW - AT,SW,AT,,,9,14,,
1207,2.76144E+11,Regen: SW - PLI,SW,PLI,,,,1,,
1209,5.70519E+11,Regen: NE - AT,NE,AT,,,10,18,,
1209,2.81957E+11,Regen: NW - ,NW,,,,,,,
1209,4.11091E+11,Regen: SE - AT,SE,AT,,,19,9,,
1209,1.69076E+11,Regen: SE - PLI,SE,PLI,,,1,1,,
1209,6.19238E+11,Regen: SW - AT,SW,AT,,,7,4,,
1214,6.35399E+11,Regen: NE - AT,NE,AT,,,3,2,,
1214,7.23457E+11,Regen: NE - FDI,NE,FDI,118,93,5,,,
1214,3.79812E+11,Regen: NE - PLI,NE,PLI,,1,,,,
1214,6.77248E+11,Regen: NW - AT,NW,AT,,,1,5,,
1214,8.10197E+11,Regen: NW - FDI,NW,FDI,24,96,12,,,
1214,3.62444E+11,Regen: NW - PLI,NW,PLI,,1,2,,,
1214,8.46796E+11,Regen: SE - AT,SE,AT,,,1,,,
1214,6.30571E+11,Regen: SE - FDI,SE,FDI,120,37,,,,
1214,4.99004E+11,Regen: SE - PLI,SE,PLI,1,,,,,
1214,4.22913E+11,Regen: SW - AT,SW,AT,,,1,1,,
1214,5.27406E+11,Regen: SW - FDI,SW,FDI,46,73,,1,,
1214,5.76276E+11,Regen: SW - PLI,SW,PLI,,4,2,1,,
1219,8.52297E+11,Regen: NE - FDI,NE,FDI,249,23,,,,
1219,1.63895E+11,Regen: NW - FDI,NW,FDI,174,11,,,,
1219,9.98048E+11,Regen: SE - FDI,SE,FDI,466,221,,,,
1219,2.64203E+11,Regen: SW - AT,SW,AT,,,4,,,
1219,4.1158E+11,Regen: SW - FDI,SW,FDI,906,53,,,,
1220,1.31572E+11,Regen: NE - FDI,NE,FDI,2,,,1,,
1220,9.57519E+11,Regen: NW - FDI,NW,FDI,6,1,,,,
1220,3.37911E+11,Regen: SE - FDI,SE,FDI,22,,,,,
1220,2.18718E+11,Regen: SW - ,SW,,,,,,,
1221,3.02231E+11,Regen: NE - AT,NE,AT,,1,7,16,,
1221,8.01169E+11,Regen: NE - PLI,NE,PLI,,2,,,,
1221,6.66265E+11,Regen: NW - AT,NW,AT,,,19,30,,
1221,1.35029E+11,Regen: NW - PLI,NW,PLI,1,5,1,,,
1221,5.93015E+11,Regen: SE - AT,SE,AT,,1,15,2,,
1221,5.51879E+11,Regen: SE - PLI,SE,PLI,1,4,11,,,
1221,6.92655E+11,Regen: SW - AT,SW,AT,,4,23,3,,
1221,9.74001E+11,Regen: SW - FDI,SW,FDI,,1,,,,
1221,3.51124E+11,Regen: SW - PLI,SW,PLI,,4,4,,,
1222,8.34691E+11,Regen: NE - FDI,NE,FDI,10,10,,,,
1222,9.93066E+11,Regen: NW - FDI,NW,FDI,45,2,,,,
1222,7.59165E+11,Regen: SE - FDI,SE,FDI,6,,,,,
1222,2.8839E+11,Regen: SE - PLI,SE,PLI,2,,,,,
1222,8.85864E+11,Regen: SW - FDI,SW,FDI,16,1,1,,,
1222,7.33838E+11,Regen: SW - PLI,SW,PLI,1,1,,,,
1225,6.96319E+11,Regen: NE - FDI,NE,FDI,3,,,,,
1225,7.43403E+11,Regen: NW - FDI,NW,FDI,8,7,,,,
1225,4.33213E+11,Regen: NW - PLI,NW,PLI,,1,,1,,
1225,5.37696E+11,Regen: SE - FDI,SE,FDI,5,3,,,,
1225,8.38883E+11,Regen: SE - PLI,SE,PLI,4,12,,,,
1225,7.71955E+11,Regen: SW - FDI,SW,FDI,10,1,,,,
1225,6.79957E+11,Regen: SW - PLI,SW,PLI,2,1,,,,
1235,5.47956E+11,Regen: NE - FDI,NE,FDI,1,0,0,0,,
1235,9.2622E+11,Regen: NE - PLI,NE,PLI,12,19,3,1,Healthy,
1235,7.57585E+11,Regen: NW - PLI,NW,PLI,18,16,13,0,Age 5 approx,
1235,1.56887E+11,Regen: SE - PLI,SE,PLI,3,1,1,2,,
1235,3.00736E+11,Regen: SW - PLI,SW,PLI,6,8,2,3,,
1247,6.94047E+11,Regen: NE - AT,NE,AT,,,3,1,,
1247,5.22317E+11,Regen: NE - FDI,NE,FDI,43,10,2,,,
1247,7.04206E+11,Regen: NE - PLI,NE,PLI,,,,9,,
1247,2.07893E+11,Regen: NW - AT,NW,AT,,,,1,,
1247,9.78274E+11,Regen: NW - FDI,NW,FDI,11,4,4,1,,
1247,9.32361E+11,Regen: NW - PLI,NW,PLI,,,,5,,
1247,6.57369E+11,Regen: SE - AT,SE,AT,,,3,,,
1247,1.0632E+11,Regen: SE - FDI,SE,FDI,12,12,5,,,
1247,3.01756E+11,Regen: SE - PLI,SE,PLI,,,6,4,,
1247,5.72658E+11,Regen: SW - AT,SW,AT,,,1,,,
1247,6.92471E+11,Regen: SW - FDI,SW,FDI,10,16,6,,,
1247,7.05262E+11,Regen: SW - PLI,SW,PLI,,,1,6,,
1253,7.99754E+11,Regen: NE - FDI,NE,FDI,4,63,8,,,
1253,3.69576E+11,Regen: NW - FDI,NW,FDI,15,12,,,,
1253,5.61727E+11,Regen: SE - FDI,SE,FDI,12,60,,,,
1253,5.68973E+11,Regen: SW - FDI,SW,FDI,88,48,,,,
1257,4.41106E+11,Regen: NE - FDI,NE,FDI,1,,,,,
1257,4.06621E+11,Regen: NW - FDI,NW,FDI,4,,,,,
1257,3.56757E+11,Regen: SE - FDI,SE,FDI,160,6,,,,
1257,1.22328E+11,Regen: SW - FDI,SW,FDI,118,13,,,,
1258,7.37601E+11,Regen: NE - FDI,NE,FDI,1,4,,,,
1258,5.14571E+11,Regen: NW - FDI,NW,FDI,,1,,,,
1258,4.10975E+11,Regen: SE - FDI,SE,FDI,11,7,,,,
1258,5.1874E+11,Regen: SW - FDI,SW,FDI,4,13,,,,
1259,6.74585E+11,Regen: NE - AT,NE,AT,,,3,1,,
1259,6.89248E+11,Regen: NE - FDI,NE,FDI,3,5,,,,
1259,2.48962E+11,Regen: NE - PLI,NE,PLI,,4,1,,,
1259,6.30217E+11,Regen: NW - AT,NW,AT,,,10,3,,
1259,8.6817E+11,Regen: NW - FDI,NW,FDI,2,,1,1,,
1259,7.72117E+11,Regen: NW - PLI,NW,PLI,,2,1,,,
1259,6.02715E+11,Regen: SE - PLI,SE,PLI,,1,,,,
1259,9.41165E+11,Regen: SW - FDI,SW,FDI,1,,,,,
1259,1.35904E+11,Regen: SW - PLI,SW,PLI,,2,,,,
1261,9.56345E+11,Regen: NE - FDI,NE,FDI,6,,,,,
1261,1.62886E+11,Regen: NW - FDI,NW,FDI,14,,1,,,
1261,9.60339E+11,Regen: SE - FDI,SE,FDI,74,2,1,,,
1261,1.92843E+11,Regen: SW - FDI,SW,FDI,5,,4,,,
1264,4.6486E+11,Regen: NE - AT,NE,AT,,1,1,,,
1264,9.47773E+11,Regen: NE - PLI,NE,PLI,8,588,182,,This quadrant has approximately half the amount of regen compared to the rest of the quadrants,
1264,2.8548E+11,Regen: NW - ,NW,,,,,,NA,
1264,7.33309E+11,Regen: SE - ,SE,,,,,,,
1264,3.69855E+11,Regen: SW - ,SW,,,,,,,
1272,7.39784E+11,Regen: NE - PLI,NE,PLI,0,1,37,8,,
1272,4.33845E+11,Regen: NW - PLI,NW,PLI,0,1,24,22,,
1272,2.70655E+11,Regen: SE - PLI,SE,PLI,0,0,8,18,,
1272,5.60078E+11,Regen: SW - PLI,SW,PLI,0,1,24,16,,
1273,7.98919E+11,Regen: NE - PLI,NE,PLI,2,34,44,1,,
1273,8.16151E+11,Regen: NW - PLI,NW,PLI,0,18,67,0,,
1273,9.1961E+11,Regen: SE - PLI,SE,PLI,4,58,48,0,,
1273,8.43935E+11,Regen: SW - PLI,SW,PLI,1,32,85,0,,
1276,4.4508E+11,Regen: NE - PLI,NE,PLI,5,28,2,0,,
1276,4.55339E+11,Regen: NW - PLI,NW,PLI,0,31,39,0,,
1276,2.70017E+11,Regen: SE - PLI,SE,PLI,1,6,0,0,,
1276,4.44827E+11,Regen: SW - PLI,SW,PLI,1,24,10,0,Size class 2 look fairly sick.,
1294,3.01237E+11,Regen: NE - AT,NE,AT,,2,9,,,
1294,5.1381E+11,Regen: NE - FDI,NE,FDI,8,11,1,,,
1294,3.73215E+11,Regen: NW - AT,NW,AT,,,4,,,
1294,7.03532E+11,Regen: NW - FDI,NW,FDI,11,34,,,,
1294,8.63887E+11,Regen: NW - SX,NW,SX,,2,,,,
1294,6.46231E+11,Regen: SE - AT,SE,AT,,5,6,,,
1294,8.34592E+11,Regen: SE - FDI,SE,FDI,1,27,1,,,
1294,8.16509E+11,Regen: SW - AT,SW,AT,1,7,11,,,
1294,5.84606E+11,Regen: SW - FDI,SW,FDI,17,36,,,,
1294,1.29254E+11,Regen: SW - SX,SW,SX,1,1,,,,
1295,1.71925E+11,Regen: NE - FDI,NE,FDI,588,21,,,,
1295,1.91785E+11,Regen: NW - FDI,NW,FDI,,30,,,,
1295,7.29507E+11,Regen: SE - FDI,SE,FDI,,31,,,,
1295,7.37707E+11,Regen: SW - FDI,SW,FDI,,15,,,,
1297,-7.93315E+11,Regen:  - ,,,,,,,,
1298,8.1758E+11,Regen: NE - FDI,NE,FDI,3,5,,,,
1298,1.80657E+11,Regen: NW - ,NW,,,,,,,
1298,5.53136E+11,Regen: SE - FDI,SE,FDI,1,1,,,,
1298,5.41675E+11,Regen: SW - ,SW,,,,,,,
1299,4.03157E+11,Regen: NE - FDI,NE,FDI,4,7,4,3,,
1299,1.72065E+11,Regen: NW - FDI,NW,FDI,37,18,,,,
1299,1.52601E+11,Regen: SE - FDI,SE,FDI,49,4,,,,
1299,3.27731E+11,Regen: SW - FDI,SW,FDI,124,14,1,,,
1319,5.14194E+11,Regen: NE - PLI,NE,PLI,0,1,2,0,"Mistletoe, age 13, trees dwarfed",
1319,7.52321E+11,Regen: NW - PLI,NW,PLI,1,5,1,0,Age 5,
1319,9.32466E+11,Regen: SE - PLI,SE,PLI,0,3,6,0,"Age 15, mistletoe,",
1319,9.76648E+11,Regen: SW - PLI,SW,PLI,1,1,0,1,"Mistletoe, more like shrubs than trees, age 6",
1320,8.53711E+11,Regen: NE - PLI,NE,PLI,2,8,35,4,Age 9,
1320,1.19936E+11,Regen: NW - PLI,NW,PLI,6,31,46,0,Age 8. Many class 1 are class 2 with dead tops,
1320,5.43248E+11,Regen: SE - PLI,SE,PLI,2,5,56,1,Age 11,
1320,4.06273E+11,Regen: SW - PLI,SW,PLI,2,2,60,2,Age 13,
1321,7.79772E+11,Regen: NE - FDI,NE,FDI,0,1,1,0,Age 3,
1321,4.58673E+11,Regen: NE - PLI,NE,PLI,1,8,45,1,"Age 12, form and vigour not bad compared to other plots.",
1321,8.8074E+11,Regen: NW - FDI,NW,FDI,2,0,0,0,,
1321,4.55077E+11,Regen: NW - PLI,NW,PLI,0,8,58,0,Age 12,
1321,4.85637E+11,Regen: SE - PLI,SE,PLI,0,4,38,0,Age 11,
1321,8.6849E+11,Regen: SW - PLI,SW,PLI,9,6,51,0,Age 12,
1322,5.7961E+11,Regen: NE - FDI,NE,FDI,11,2,0,0,Regen often under log or Soopolallie.,
1322,8.91347E+11,Regen: NE - PLI,NE,PLI,1,5,8,0,,
1322,8.43703E+11,Regen: NW - FDI,NW,FDI,10,6,0,0,,
1322,9.91322E+11,Regen: NW - PLI,NW,PLI,0,5,9,0,,
1322,6.16241E+11,Regen: SE - FDI,SE,FDI,17,6,1,0,,
1322,6.48311E+11,Regen: SE - PLI,SE,PLI,0,4,3,1,,
1322,2.82823E+11,Regen: SW - FDI,SW,FDI,32,2,0,0,,
1322,7.30526E+11,Regen: SW - PLI,SW,PLI,0,3,0,0,,
1333,3.39689E+11,Regen: NE - AT,NE,AT,,,,2,,
1333,7.57883E+11,Regen: NE - FDI,NE,FDI,2,7,1,,,
1333,5.804E+11,Regen: NE - SW,NE,SW,,3,,,,
1333,1.07108E+11,Regen: NW - FDI,NW,FDI,,4,2,,,
1333,2.07481E+11,Regen: SE - AT,SE,AT,,,5,1,,
1333,4.12838E+11,Regen: SE - FDI,SE,FDI,1,6,2,,,
1333,1.12812E+11,Regen: SW - FDI,SW,FDI,,5,,,,
1335,7.91981E+11,Regen: NE - AT,NE,AT,2,6,47,5,,
1335,8.4665E+11,Regen: NE - FDI,NE,FDI,4,8,,,,
1335,9.29749E+11,Regen: NE - PLI,NE,PLI,1,6,,,,
1335,1.40045E+11,Regen: NE - SX,NE,SX,15,5,,,,
1335,8.13136E+11,Regen: NW - AT,NW,AT,,9,54,,,
1335,9.13598E+11,Regen: NW - FDI,NW,FDI,4,7,,,,
1335,9.70564E+11,Regen: NW - PLI,NW,PLI,1,3,1,,,
1335,9.48159E+11,Regen: NW - SX,NW,SX,6,8,,,,
1335,2.51878E+11,Regen: SE - AT,SE,AT,,4,21,5,,
1335,2.76273E+11,Regen: SE - FDI,SE,FDI,1,7,,,,
1335,1.48283E+11,Regen: SE - PLI,SE,PLI,1,4,,,,
1335,1.96359E+11,Regen: SE - SX,SE,SX,1,5,,,,
1335,4.38505E+11,Regen: SW - AT,SW,AT,2,9,27,3,,
1335,5.00913E+11,Regen: SW - FDI,SW,FDI,2,8,,,,
1335,6.87284E+11,Regen: SW - PLI,SW,PLI,,3,,,,
