Card,ID,Display Name,Quandrant,Species,x0,x10,x30,x130,Notes,x
1584,5.8853E+11,Regen: SW - PLI,SW,PLI,,1,52,3,,
1587,6.88681E+11,Regen: NE - PLI,NE,PLI,,,1,1,,
1587,6.86592E+11,Regen: NW - AT,NW,AT,,,,2,,
1587,8.20119E+11,Regen: NW - PLI,NW,PLI,1,,,,,
1587,2.88127E+11,Regen: SE - PLI,SE,PLI,,,1,3,,
1587,9.46135E+11,Regen: SW - ,SW,,,,,,No trees,
1589,9.9034E+11,Regen: NE - ,NE,,,,,,No trees,
1589,8.51296E+11,Regen: NW - PLI,NW,PLI,,,,1,,
1589,7.03006E+11,Regen: SE - ,SE,,,,,,No trees,
1589,3.29667E+11,Regen: SW - PLI,SW,PLI,,,1,1,,
1590,2.04194E+11,Regen: NE - AT,NE,AT,,,4,27,,
1590,5.66604E+11,Regen: NE - PLI,NE,PLI,,2,2,,,
1590,9.80184E+11,Regen: NE - SW,NE,SW,31,15,,,,
1590,8.98728E+11,Regen: NW - AT,NW,AT,,,12,10,,
1590,1.64071E+11,Regen: NW - PLI,NW,PLI,1,1,,,,
1590,4.14274E+11,Regen: NW - SW,NW,SW,14,14,,,,
1590,7.40162E+11,Regen: SE - AT,SE,AT,,,19,52,,
1590,6.96503E+11,Regen: SE - PLI,SE,PLI,,1,,,,
1590,3.9918E+11,Regen: SE - SW,SE,SW,38,82,,,,
1590,6.04423E+11,Regen: SW - AT,SW,AT,,,12,65,,
1590,2.40739E+11,Regen: SW - PLI,SW,PLI,,1,,,,
1590,4.87964E+11,Regen: SW - SW,SW,SW,19,,6,,,
1591,5.0143E+11,Regen: NE - PLI,NE,PLI,1,1,1,,,
1591,3.18486E+11,Regen: NW - PLI,NW,PLI,,,4,1,,
1591,8.5232E+11,Regen: SE - PLI,SE,PLI,1,3,,,,
1591,1.9012E+11,Regen: SW - PLI,SW,PLI,,1,2,,,
1592,1.29182E+11,Regen: NE - PLI,NE,PLI,,,1,1,,
1592,2.32433E+11,Regen: NW - PLI,NW,PLI,,,,1,,
1592,1.02343E+11,Regen: SE - PLI,SE,PLI,,,,2,,
1592,8.65011E+11,Regen: SW - PLI,SW,PLI,,,,1,,
1594,5.31536E+11,Regen: NE - AT,NE,AT,,,,1,,
1594,6.99423E+11,Regen: NE - PLI,NE,PLI,,3,2,11,,
1594,9.70263E+11,Regen: NW - AT,NW,AT,,,1,1,,
1594,9.70259E+11,Regen: NW - PLI,NW,PLI,,,1,2,,
1594,3.43045E+11,Regen: SE - AT,SE,AT,,,1,4,,
1594,8.40124E+11,Regen: SE - PLI,SE,PLI,,,2,1,,
1594,1.04186E+11,Regen: SW - AT,SW,AT,,,1,2,,
1594,5.61088E+11,Regen: SW - PLI,SW,PLI,,,,2,,
1596,9.29715E+11,Regen: NE - PLI,NE,PLI,,1,,2,,
1596,4.56833E+11,Regen: NW - FDI,NW,FDI,,,,1,,
1596,6.25438E+11,Regen: SE - PLI,SE,PLI,,,1,4,,
1596,2.85886E+11,Regen: SW - PLI,SW,PLI,,1,,5,,
1598,3.42938E+11,Regen: NE - AT,NE,AT,,,,1,,
1598,6.44845E+11,Regen: NE - PLI,NE,PLI,,,,5,,
1598,2.36066E+11,Regen: NW - PLI,NW,PLI,,,1,4,DSG one Pli,
1598,2.4804E+11,Regen: SE - PLI,SE,PLI,,,1,1,,
1598,2.18996E+11,Regen: SW - PLI,SW,PLI,,,2,1,,
1601,1.68198E+11,Regen: NE - PLI,NE,PLI,,2,10,7,,
1601,7.4894E+11,Regen: NW - PLI,NW,PLI,,,5,1,,
1601,8.17263E+11,Regen: SE - PLI,SE,PLI,,,7,9,,
1601,3.38824E+11,Regen: SW - PLI,SW,PLI,,,11,7,,
1602,8.7425E+11,Regen: NE - AT,NE,AT,,,3,3,,
1602,8.69652E+11,Regen: NE - PLI,NE,PLI,14,104,5,,,
1602,8.34759E+11,Regen: NW - AT,NW,AT,,,4,5,,
1602,4.3768E+11,Regen: NW - PLI,NW,PLI,18,84,14,,,
1602,1.85216E+11,Regen: SE - AT,SE,AT,,,28,,,
1602,4.86982E+11,Regen: SE - PLI,SE,PLI,9,123,8,,,
1602,6.22091E+11,Regen: SW - AT,SW,AT,,,19,8,,
1602,8.93301E+11,Regen: SW - PLI,SW,PLI,20,200,11,,,
1604,5.41872E+11,Regen: NE - ,NE,,,,,,No trees,
1604,9.07561E+11,Regen: NW - PLI,NW,PLI,,,,1,,
1604,6.05437E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1604,1.22801E+11,Regen: SW - PLI,SW,PLI,,,,1,,
1605,7.23595E+11,Regen: NE - PLI,NE,PLI,,,,2,,
1605,2.96116E+11,Regen: NW - PLI,NW,PLI,,,1,1,,
1605,3.81968E+11,Regen: SE - PLI,SE,PLI,,,2,,,
1605,3.92501E+11,Regen: SW - PLI,SW,PLI,,,1,1,,
1606,2.57929E+11,Regen: NE - PLI,NE,PLI,,,164,,,
1606,5.80107E+11,Regen: NW - PLI,NW,PLI,,8,232,,,
1606,9.13617E+11,Regen: SE - PLI,SE,PLI,,,246,,,
1606,5.52732E+11,Regen: SW - PLI,SW,PLI,,,199,,,
1607,3.00136E+11,Regen: NE - AT,NE,AT,,8,,,,
1607,1.65453E+11,Regen: NE - PLI,NE,PLI,,1,6,7,,
1607,1.23575E+11,Regen: NW - AT,NW,AT,,,6,,,
1607,6.20432E+11,Regen: NW - PLI,NW,PLI,,,4,9,,
1607,4.91411E+11,Regen: SE - AT,SE,AT,,,13,2,,
1607,8.7274E+11,Regen: SE - PLI,SE,PLI,,1,1,4,,
1607,8.5127E+11,Regen: SW - AT,SW,AT,,,8,,,
1607,3.59325E+11,Regen: SW - PLI,SW,PLI,,,,11,,
1608,3.80846E+11,Regen: NE - PLI,NE,PLI,,,,4,,
1608,1.47974E+11,Regen: NW - PLI,NW,PLI,,,1,1,,
1608,8.61698E+11,Regen: SE - PLI,SE,PLI,,1,,2,,
1608,2.98014E+11,Regen: SW - PLI,SW,PLI,,,,3,,
1609,7.36366E+11,Regen: NE - AT,NE,AT,,,,1,,
1609,8.58196E+11,Regen: NE - PLI,NE,PLI,1,,,2,,
1609,6.92867E+11,Regen: NW - AT,NW,AT,,,2,1,,
1609,5.03665E+11,Regen: NW - PLI,NW,PLI,,,,1,,
1609,6.33717E+11,Regen: SE - AT,SE,AT,,,,1,,
1609,5.38516E+11,Regen: SE - PLI,SE,PLI,3,,,1,,
1609,9.94313E+11,Regen: SW - PLI,SW,PLI,,,,2,,
1612,1.38085E+11,Regen: NE - PLI,NE,PLI,,,21,,,
1612,2.1521E+11,Regen: NW - PLI,NW,PLI,,33,,,,
1612,1.89005E+11,Regen: SE - AT,SE,AT,,,5,,,
1612,3.03876E+11,Regen: SE - PLI,SE,PLI,,,14,,,
1612,1.8939E+11,Regen: SW - PLI,SW,PLI,,27,,,,
1615,2.12284E+11,Regen: NE - PLI,NE,PLI,,,1,,,
1615,7.40969E+11,Regen: NW - PLI,NW,PLI,1,1,5,1,,
1615,9.56299E+11,Regen: SE - ,SE,,,,,,No trees,
1615,6.85021E+11,Regen: SW - PLI,SW,PLI,,,,1,,
1617,1.95637E+11,Regen: NE - PLI,NE,PLI,,,46,6,,
1617,1.17646E+11,Regen: NE - SW,NE,SW,,,1,,,
1617,8.59554E+11,Regen: NW - PLI,NW,PLI,,,21,7,,
1617,6.08846E+11,Regen: SE - PLI,SE,PLI,,,28,1,,
1617,6.24447E+11,Regen: SE - SW,SE,SW,1,2,,,,
1617,8.33659E+11,Regen: SW - PLI,SW,PLI,,,15,4,,
1617,6.47068E+11,Regen: SW - SW,SW,SW,,,1,,,
1619,2.72225E+11,Regen: NE - PLI,NE,PLI,,,143,,,
1619,3.1262E+11,Regen: NW - PLI,NW,PLI,,8,158,,,
1619,3.02216E+11,Regen: SE - PLI,SE,PLI,,,,,,
1619,1.96708E+11,Regen: SE - PLI,SE,PLI,,10,156,,,
1619,4.52781E+11,Regen: SW - PLI,SW,PLI,,8,141,,,
1620,3.36078E+11,Regen: NE - PLI,NE,PLI,,3,79,,,
1620,1.13971E+11,Regen: NW - PLI,NW,PLI,,,104,4,,
1620,1.92029E+11,Regen: SE - PLI,SE,PLI,,,185,10,,
1620,1.60672E+11,Regen: SW - PLI,SW,PLI,1,,113,19,,
1623,-8.3155E+11,Regen:  - ,,,,,,,,
1624,9.37646E+11,Regen: NE - PLI,NE,PLI,,,1,17,,
1624,3.24596E+11,Regen: NW - PLI,NW,PLI,,,3,11,,
1624,6.91503E+11,Regen: SE - PLI,SE,PLI,,,1,19,,
1624,6.77686E+11,Regen: SW - PLI,SW,PLI,,,1,13,Electro druma 1,
1625,3.23141E+11,Regen: NE - PLI,NE,PLI,,3,4,,,
1625,3.1705E+11,Regen: NW - PLI,NW,PLI,,,,3,,
1625,5.57993E+11,Regen: SE - PLI,SE,PLI,,,4,,,
1625,2.37571E+11,Regen: SW - ,SW,,,,,,No trees,
1627,6.06431E+11,Regen: NE - AT,NE,AT,,,5,4,,
1627,5.36011E+11,Regen: NE - PLI,NE,PLI,,,1,1,,
1627,7.09552E+11,Regen: NE - SW,NE,SW,,,2,,,
1627,2.2609E+11,Regen: NW - AT,NW,AT,,,,1,,
1627,9.8021E+11,Regen: NW - PLI,NW,PLI,,,,3,,
1627,2.265E+11,Regen: NW - SW,NW,SW,,1,,,,
1627,7.8143E+11,Regen: SE - AT,SE,AT,,,,4,,
1627,2.94373E+11,Regen: SE - PLI,SE,PLI,,,,3,,
1627,9.76749E+11,Regen: SE - SW,SE,SW,1,,2,,,
1627,6.97669E+11,Regen: SW - AT,SW,AT,,,,5,,
1627,3.84881E+11,Regen: SW - PLI,SW,PLI,,1,,8,,
1627,3.49394E+11,Regen: SW - SW,SW,SW,1,4,3,,,
1628,1.60121E+11,Regen: NE - ,NE,,,,,,No tree,
1628,1.84539E+11,Regen: NW - PLI,NW,PLI,,,2,1,,
1628,7.32203E+11,Regen: SE - PLI,SE,PLI,,,,1,,
1628,6.15127E+11,Regen: SW - PLI,SW,PLI,,,4,,,
1630,5.60676E+11,Regen: NE - PLI,NE,PLI,,,26,6,,
1630,8.41993E+11,Regen: NW - PLI,NW,PLI,,,9,6,,
1630,6.63684E+11,Regen: SE - PLI,SE,PLI,,,19,10,,
1630,7.61928E+11,Regen: SW - PLI,SW,PLI,,,10,13,,
1631,9.24381E+11,Regen: NE - AT,NE,AT,,,1,12,,
1631,9.10962E+11,Regen: NE - PLI,NE,PLI,,1,2,,,
1631,1.53034E+11,Regen: NW - PLI,NW,PLI,,4,,,,
1631,5.08236E+11,Regen: NW - PLI,NW,PLI,,,9,3,,
1631,8.92095E+11,Regen: SE - AT,SE,AT,,,6,6,,
1631,9.60397E+11,Regen: SE - PLI,SE,PLI,,1,6,,,
1631,1.56759E+11,Regen: SW - AT,SW,AT,,,9,,,
1631,4.83443E+11,Regen: SW - PLI,SW,PLI,,,5,,,
1634,4.51882E+11,Regen: NE - AT,NE,AT,,,2,,,
1634,3.53976E+11,Regen: NE - PLI,NE,PLI,1,8,41,,,
1634,6.49562E+11,Regen: NW - AT,NW,AT,,,2,,,
1634,1.59022E+11,Regen: NW - PLI,NW,PLI,,31,69,,,
1634,5.92432E+11,Regen: SE - PLI,SE,PLI,,23,8,,,
1634,2.13159E+11,Regen: SW - PLI,SW,PLI,1,2,23,,,
1635,3.93137E+11,Regen: NE - PLI,NE,PLI,1,6,44,,,
1635,2.06163E+11,Regen: NW - PLI,NW,PLI,,1,22,,,
1635,4.37072E+11,Regen: SE - PLI,SE,PLI,,,15,,,
1635,2.14704E+11,Regen: SW - PLI,SW,PLI,,,4,,,
1637,2.48083E+11,Regen: NE - AT,NE,AT,,,5,1,,
1637,4.51636E+11,Regen: NE - PLI,NE,PLI,,,3,,,
1637,4.71931E+11,Regen: NW - AT,NW,AT,,,5,,,
1637,9.21578E+11,Regen: NW - PLI,NW,PLI,,,2,,,
1637,7.93645E+11,Regen: SE - AT,SE,AT,,,1,2,,
1637,5.12228E+11,Regen: SE - PLI,SE,PLI,,,3,,,
1637,9.58005E+11,Regen: SW - PLI,SW,PLI,,,3,,,
1640,3.65629E+11,Regen: NE - AT,NE,AT,,,,,,
1640,4.84758E+11,Regen: NW - AT,NW,AT,,,1,,,
1640,4.55068E+11,Regen: SE - ,SE,,,,,,No trees,
1640,9.35158E+11,Regen: SW - AT,SW,AT,,,1,,,
1643,2.97134E+11,Regen: NE - AT,NE,AT,,,1,,,
1643,5.00679E+11,Regen: NE - PLI,NE,PLI,,3,26,7,,
1643,5.02185E+11,Regen: NW - PLI,NW,PLI,,3,11,10,,
1643,4.60655E+11,Regen: SE - PLI,SE,PLI,,5,6,8,,
1643,5.90728E+11,Regen: SW - PLI,SW,PLI,,3,7,5,,
1644,8.52497E+11,Regen: NE - PLI,NE,PLI,,1,17,4,,
1644,7.00006E+11,Regen: NW - PLI,NW,PLI,,2,22,8,,
1644,5.47137E+11,Regen: SE - PLI,SE,PLI,,,31,5,,
1644,1.48568E+11,Regen: SW - PLI,SW,PLI,,,31,5,,
1645,5.80869E+11,Regen: NE - PLI,NE,PLI,,1,,,,
1645,8.67124E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1645,4.97262E+11,Regen: SE - PLI,SE,PLI,,,1,14,,
1645,4.75267E+11,Regen: SW - PLI,SW,PLI,,,1,3,,
1647,4.78853E+11,Regen: NE - ,NE,,2,76,70,,,
1647,7.21129E+11,Regen: NW - PLI,NW,PLI,15,242,69,,,
1647,6.53311E+11,Regen: SE - PLI,SE,PLI,,41,80,,,
1647,9.81353E+11,Regen: SW - PLI,SW,PLI,,15,105,,,
1648,5.99875E+11,Regen: NE - PLI,NE,PLI,,,2,,,
1648,1.54864E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1648,1.22789E+11,Regen: SE - PLI,SE,PLI,,,1,,,
1648,7.85656E+11,Regen: SW - ,SW,,,,,,No trees,
1649,9.51567E+11,Regen: NE - PLI,NE,PLI,,,1,,,
1649,4.20431E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1649,5.25105E+11,Regen: SE - PLI,SE,PLI,,,1,,,
1649,2.12704E+11,Regen: SW - PLI,SW,PLI,,1,1,,,
1651,1.91538E+11,Regen: NE - AT,NE,AT,,,3,22,,
1651,5.74644E+11,Regen: NW - AT,NW,AT,,,14,22,,
1651,2.86282E+11,Regen: NW - PLI,NW,PLI,2,2,2,,,
1651,7.55245E+11,Regen: SE - AT,SE,AT,,,2,19,,
1651,6.5166E+11,Regen: SW - AT,SW,AT,,,2,5,,
1653,4.38497E+11,Regen: NE - PLI,NE,PLI,,1,26,,,
1653,4.7734E+11,Regen: NW - PLI,NW,PLI,,2,14,,,
1653,9.24323E+11,Regen: SE - PLI,SE,PLI,,1,15,3,,
1653,5.67906E+11,Regen: SW - PLI,SW,PLI,,,21,2,,
1657,6.0862E+11,Regen: NE - PLI,NE,PLI,,,6,2,,
1657,1.39059E+11,Regen: NW - PLI,NW,PLI,,,7,2,,
1657,6.22709E+11,Regen: NW - SW,NW,SW,,,1,,,
1657,8.13968E+11,Regen: SE - PLI,SE,PLI,,,1,5,,
1657,8.47567E+11,Regen: SW - PLI,SW,PLI,,,2,1,,
1657,9.47424E+11,Regen: SW - SW,SW,SW,,1,,,,
1658,1.84188E+11,Regen: NE - PLI,NE,PLI,,13,,1,,
1658,5.2599E+11,Regen: NW - PLI,NW,PLI,,2,11,1,,
1658,1.78226E+11,Regen: SE - PLI,SE,PLI,,,8,3,,
1658,2.56492E+11,Regen: SW - PLI,SW,PLI,,1,24,5,,
1662,7.23474E+11,Regen: NE - AT,NE,AT,,,1,,,
1662,1.511E+11,Regen: NE - PLI,NE,PLI,,4,2,,,
1662,8.41074E+11,Regen: NW - PLI,NW,PLI,,,4,,,
1662,2.09116E+11,Regen: SE - PLI,SE,PLI,,1,1,,,
1662,4.79315E+11,Regen: SW - PLI,SW,PLI,,,2,,,
1663,9.61237E+11,Regen: NE - PLI,NE,PLI,13,,,,,
1663,7.80552E+11,Regen: NW - PLI,NW,PLI,,1,,5,,
1663,3.57339E+11,Regen: SE - PLI,SE,PLI,14,2,,1,DSG in this plot,
1663,6.25252E+11,Regen: SW - PLI,SW,PLI,4,,,,,
1665,2.5815E+11,Regen: NE - PLI,NE,PLI,1,,34,2,,
1665,3.84718E+11,Regen: NW - PLI,NW,PLI,1,1,17,,,
1665,5.36981E+11,Regen: SE - PLI,SE,PLI,1,,36,,,
1665,4.05616E+11,Regen: SW - PLI,SW,PLI,,1,34,1,,
1666,6.77275E+11,Regen: NE - AT,NE,AT,,,1,,,
1666,7.1448E+11,Regen: NE - PLI,NE,PLI,,,4,,,
1666,5.41695E+11,Regen: NW - AT,NW,AT,,,1,,,
1666,8.99186E+11,Regen: NW - PLI,NW,PLI,1,4,2,,,
1666,1.24301E+11,Regen: NW - SW,NW,SW,1,,,,,
1666,3.60839E+11,Regen: SE - PLI,SE,PLI,,1,10,,,
1666,3.84025E+11,Regen: SW - PLI,SW,PLI,,3,,,,
1672,3.68541E+11,Regen: NE - PLI,NE,PLI,,,2,,,
1672,9.83307E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1672,8.56249E+11,Regen: SE - PLI,SE,PLI,,,3,,,
1672,4.88463E+11,Regen: SW - ,SW,,,,,,No trees,
1674,-6.96657E+11,Regen:  - ,,,,,,,,
1674,5.20722E+11,Regen: NE - PLI,NE,PLI,,29,10,,,
1674,1.31699E+11,Regen: NW - PLI,NW,PLI,,3,3,,,
1674,5.361E+11,Regen: SE - PLI,SE,PLI,,11,4,,,
1674,2.36093E+11,Regen: SW - PLI,SW,PLI,1,6,3,,,
1675,1.73562E+11,Regen: NE - PLI,NE,PLI,,1,44,,,
1675,3.64486E+11,Regen: NW - PLI,NW,PLI,,27,72,,,
1675,6.26054E+11,Regen: SE - PLI,SE,PLI,,5,31,,,
1675,7.26373E+11,Regen: SW - PLI,SW,PLI,,25,66,,,
1678,9.18045E+11,Regen: NE - PLI,NE,PLI,,,38,,,
1678,9.69578E+11,Regen: NW - PLI,NW,PLI,,26,11,,,
1678,7.8409E+11,Regen: SE - PLI,SE,PLI,5,,13,,,
1678,5.30032E+11,Regen: SW - PLI,SW,PLI,,23,12,,,
1679,5.66997E+11,Regen: NE - SW,NE,SW,,,,1,,
1679,5.82368E+11,Regen: NW - SW,NW,SW,,,,1,,
1679,4.96808E+11,Regen: SE - SW,SE,SW,,,,1,,
1679,8.77162E+11,Regen: SW - SW,SW,SW,,,,1,,
1685,3.82584E+11,Regen: NE - PLI,NE,PLI,66,180,52,,,
1685,2.241E+11,Regen: NW - PLI,NW,PLI,,,,,,
1685,7.71422E+11,Regen: SE - PLI,SE,PLI,,,,,,
1685,3.88879E+11,Regen: SW - PLI,SW,PLI,,,,,,
1686,8.86444E+11,Regen: NE - PLI,NE,PLI,2,32,15,,,
1686,2.90925E+11,Regen: NW - PLI,NW,PLI,1,37,59,,,
1686,7.59312E+11,Regen: SE - PLI,SE,PLI,3,29,71,,,
1686,6.5962E+11,Regen: SW - PLI,SW,PLI,3,14,40,,,
1701,-9.16178E+11,Regen:  - ,,,,,,,,
1702,6.87678E+11,Regen: NE - PLI,NE,PLI,,97,36,,,
1702,4.05401E+11,Regen: NW - PLI,NW,PLI,5,43,47,,,
1702,6.33403E+11,Regen: SE - PLI,SE,PLI,2,25,13,,,
1702,4.90648E+11,Regen: SW - PLI,SW,PLI,5,45,41,,,
1705,5.2624E+11,Regen: NE - PLI,NE,PLI,1,28,157,,,
1705,6.17667E+11,Regen: NW - ,NW,,,,,,N/A,
1705,3.6981E+11,Regen: SE - ,SE,,,,,,N/A,
1705,7.29008E+11,Regen: SW - ,SW,,,,,,N/A,
1706,3.253E+11,Regen: NE - PLI,NE,PLI,,20,43,,,
1706,3.46299E+11,Regen: NW - PLI,NW,PLI,1,16,47,,,
1706,7.31866E+11,Regen: SE - PLI,SE,PLI,1,9,54,,,
1706,6.38259E+11,Regen: SW - PLI,SW,PLI,,6,34,,,
1707,4.41642E+11,Regen: NE - PLI,NE,PLI,,2,20,,,
1707,6.84474E+11,Regen: NW - PLI,NW,PLI,,3,19,,,
1707,5.48939E+11,Regen: SE - PLI,SE,PLI,,1,30,,,
1707,2.09994E+11,Regen: SW - PLI,SW,PLI,,,22,,,
1708,1.26939E+11,Regen: NE - PLI,NE,PLI,19,627,210,,,
1708,1.62229E+11,Regen: NW - ,NW,,,,,,N/A,
1708,9.30646E+11,Regen: SE - ,SE,,,,,,N/A,
1708,1.26079E+11,Regen: SW - ,SW,,,,,,N/A,
1723,5.25689E+11,Regen: NE - PLI,NE,PLI,2,8,7,,,
1723,1.03472E+11,Regen: NW - PLI,NW,PLI,1,7,29,,,
1723,6.982E+11,Regen: SE - PLI,SE,PLI,,3,13,,,
1723,9.42661E+11,Regen: SW - PLI,SW,PLI,,6,18,,,
1724,-3.39747E+11,Regen:  - ,,,,,,,,
1738,3.25428E+11,Regen: NE - PLI,NE,PLI,2,1,1,,,
1738,6.6094E+11,Regen: NW - PLI,NW,PLI,,2,,,,
1738,6.05719E+11,Regen: SE - PLI,SE,PLI,2,,,,,
1738,9.16178E+11,Regen: SW - PLI,SW,PLI,1,10,1,,,
1739,4.58555E+11,Regen: NE - PLI,NE,PLI,,3,1,,,
1739,5.66974E+11,Regen: NW - AT,NW,AT,,,6,1,,
1739,7.49057E+11,Regen: SE - AT,SE,AT,,,2,1,,
1739,6.88678E+11,Regen: SE - PLI,SE,PLI,,2,,,,
1739,3.7916E+11,Regen: SW - ,SW,,,2,,,,
1739,1.06931E+11,Regen: SW - AT,SW,AT,,,,1,,
1754,3.98485E+11,Regen: NE - PLI,NE,PLI,,356,297,,,
1754,1.29223E+11,Regen: NW - PLI,NW,PLI,,204,285,,,
1754,6.2693E+11,Regen: SE - PLI,SE,PLI,,177,292,,,
1754,6.51443E+11,Regen: SW - PLI,SW,PLI,,191,238,,,
1757,3.55639E+11,Regen: NE - PLI,NE,PLI,5,6,111,,,
1757,1.49306E+11,Regen: NW - PLI,NW,PLI,1,8,113,,,
1757,1.649E+11,Regen: SE - PLI,SE,PLI,2,6,67,,,
1757,9.68326E+11,Regen: SW - PLI,SW,PLI,2,10,214,,,
1759,-2.81858E+11,Regen:  - ,,,,,,,,
1759,1.40504E+11,Regen:  - ,,,,,,,No trees,
1759,6.69871E+11,Regen:  - ,,,,,,,No trees,
1759,7.00754E+11,Regen: NE - PLI,NE,PLI,,,4,,,
1759,7.9894E+11,Regen: NW - PLI,NW,PLI,,,1,,,
1760,8.84307E+11,Regen: NE - PLI,NE,PLI,1,,4,,,
1760,7.61284E+11,Regen: NE - SX,NE,SX,11,1,,,,
1760,7.58167E+11,Regen: NW - AT,NW,AT,,,7,1,,
1760,9.02366E+11,Regen: NW - PLI,NW,PLI,,2,1,,,
1760,1.243E+11,Regen: NW - SX,NW,SX,11,5,,,,
1760,3.61265E+11,Regen: SE - AT,SE,AT,,3,2,,,
1760,5.39159E+11,Regen: SE - PLI,SE,PLI,2,2,1,,,
1760,1.07814E+11,Regen: SE - SX,SE,SX,11,,,,,
1760,5.82334E+11,Regen: SW - AT,SW,AT,,,3,1,,
1760,7.30241E+11,Regen: SW - PLI,SW,PLI,2,0,2,,,
1760,4.08182E+11,Regen: SW - SX,SW,SX,20,,,,,
1761,3.98842E+11,Regen: NE - ,NE,,,,,,no trees,
1761,9.49704E+11,Regen: NW - PLI,NW,PLI,,1,1,,,
1761,2.87638E+11,Regen: SE - PLI,SE,PLI,,,1,,,
1761,7.15636E+11,Regen: SW - PLI,SW,PLI,,1,1,,,
1770,3.99645E+11,Regen: NE - PLI,NE,PLI,1,77,73,,,
1770,1.19818E+11,Regen: NW - PLI,NW,PLI,,15,56,,,
1770,8.25585E+11,Regen: SE - PLI,SE,PLI,2,128,64,,,
1770,4.51718E+11,Regen: SW - PLI,SW,PLI,6,181,79,,,
1771,6.99396E+11,Regen: NE - PLI,NE,PLI,2,39,8,,,
1771,4.36944E+11,Regen: NW - PLI,NW,PLI,,62,8,,,
1771,9.2587E+11,Regen: SE - PLI,SE,PLI,3,17,26,,,
1771,5.16396E+11,Regen: SW - PLI,SW,PLI,6,47,13,,,
1772,-8.51288E+11,Regen:  - ,,,,,,,,
1772,5.45293E+11,Regen: NE - PLI,NE,PLI,,8,31,,,
1772,5.57302E+11,Regen: NW - PLI,NW,PLI,,2,7,,,
1772,8.1344E+11,Regen: SE - PLI,SE,PLI,,2,49,,,
1772,7.12224E+11,Regen: SW - PLI,SW,PLI,,2,18,,,
1789,-6.04725E+11,Regen:  - ,,,,,,,,
1789,7.74586E+11,Regen: NE - PLI,NE,PLI,,,12,,,
1789,4.93537E+11,Regen: NW - PLI,NW,PLI,,,8,1,,
1789,4.49196E+11,Regen: SE - PLI,SE,PLI,,,10,,,
1789,3.14875E+11,Regen: SW - PLI,SW,PLI,,,13,2,,
1791,9.17351E+11,Regen: NE - PLI,NE,PLI,,15,6,,,
1791,1.23188E+11,Regen: NW - PLI,NW,PLI,4,50,,,,
1791,7.08961E+11,Regen: SE - PLI,SE,PLI,7,13,,,,
1791,2.19511E+11,Regen: SW - PLI,SW,PLI,10,32,,,,
1792,9.56769E+11,Regen: NE - AT,NE,AT,,,3,1,,
1792,3.13194E+11,Regen: NE - PLI,NE,PLI,,4,22,,,
1792,1.50793E+11,Regen: NW - AT,NW,AT,,,3,3,,
1792,1.9718E+11,Regen: NW - PLI,NW,PLI,,3,18,,,
1792,4.75612E+11,Regen: SE - AT,SE,AT,,,11,2,,
1792,6.04444E+11,Regen: SE - PLI,SE,PLI,2,12,14,,,
1792,9.67462E+11,Regen: SW - AT,SW,AT,,,17,5,,
1792,9.68732E+11,Regen: SW - PLI,SW,PLI,4,10,30,,,
1793,3.9131E+11,Regen: NE - AT,NE,AT,,,19,3,,
1793,4.58161E+11,Regen: NE - PLI,NE,PLI,,7,10,,,
1793,8.71298E+11,Regen: NW - AT,NW,AT,,,3,1,,
1793,1.80372E+11,Regen: NW - PLI,NW,PLI,,4,15,,,
1793,6.37345E+11,Regen: SE - AT,SE,AT,,,6,1,,
1793,7.4098E+11,Regen: SE - PLI,SE,PLI,7,30,32,,,
1793,7.95272E+11,Regen: SW - AT,SW,AT,,,6,4,,
1793,8.96395E+11,Regen: SW - PLI,SW,PLI,1,6,15,,,
1794,2.08441E+11,Regen: NE - ,NE,,,43,283,,,
1794,8.36508E+11,Regen: NW - ,NW,,,,,,N/A,
1794,5.17317E+11,Regen: SE - ,SE,,,,,,N/aA,
1794,5.00466E+11,Regen: SW - ,SW,,,,,,N/A,
1795,4.30637E+11,Regen: NE - AT,NE,AT,,,2,,,
1795,3.10935E+11,Regen: NE - PLI,NE,PLI,19,15,3,,,
1795,4.98842E+11,Regen: NW - AT,NW,AT,,,6,7,,
1795,3.12273E+11,Regen: NW - PLI,NW,PLI,8,22,1,,,
1795,2.82863E+11,Regen: SE - AT,SE,AT,,,9,7,,
1795,9.79334E+11,Regen: SE - PLI,SE,PLI,9,10,13,,,
1795,3.93843E+11,Regen: SW - AT,SW,AT,,,2,,,
1795,4.94124E+11,Regen: SW - PLI,SW,PLI,,29,,,,
1796,-5.53336E+11,Regen:  - ,,,,,,,,
1798,1.42525E+11,Regen: NE - PLI,NE,PLI,,5,20,,,
1798,3.85157E+11,Regen: NW - PLI,NW,PLI,,4,18,,,
1798,7.7384E+11,Regen: SE - PLI,SE,PLI,,2,25,,,
1798,1.88674E+11,Regen: SW - PLI,SW,PLI,,1,27,,,
1805,2.22216E+11,Regen: NE - PLI,NE,PLI,5,76,20,,,
1805,5.55794E+11,Regen: NW - PLI,NW,PLI,18,24,1,,,
