"","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","LeadingSpecies","Dominant","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent"
"514","2178","SBPS","xc",NA,"PLI",62,"SX",26,"AT",6,"FDI",6,62,6,26,6," PLI FDI SX AT",2024,"Mix","PLI",62,"SX",26,"FDI",6,"AT",6,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA
"515","2179","SBPS","xc",NA,"PLI",62,"SX",26,"AT",6,"FDI",6,62,6,26,6," PLI FDI SX AT",2024,"Mix","PLI",62,"SX",26,"FDI",6,"AT",6,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA
"516","2232","SBPS","xc",NA,"PLI",94,"AT",2,"SX",2,"FDI",2,94,2,2,2," PLI FDI SX AT",2024,"PLI","PLI",94,"FDI",2,"AT",2,"SX",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"517","838","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"518","926","IDF","dk",4,"PLI",88,"FDI",11,"",NA,"",NA,88,11,0,0," PLI FDI",2024,"PLI","PLI",88,"FDI",11,NA,NA,NA,NA,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"519","2360","SBPS","xc",NA,"PLI",78,"SX",18,"FDI",3,"AT",1,78,3,18,1," PLI FDI SX AT",2024,"Mix","PLI",78,"SX",18,"FDI",3,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"520","2361","MS","xv",NA,"PLI",87,"SX",13,"",NA,"",NA,87,0,13,0," PLI SX",2024,"PLI","PLI",87,"SX",13,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"521","2362","MS","xv",NA,"PLI",99,"FDI",1,"",NA,"",NA,99,1,0,0," PLI FDI",2024,"PLI","PLI",99,"FDI",1,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"522","2144","SBPS","dc",NA,"PLI",80,"SX",10,"AT",10,"",NA,80,0,10,10," PLI SX AT",2024,"PLI","PLI",80,"AT",10,"SX",10,NA,NA,"AT, PLI",7,0,0,93," PLI AT","AT","AT",93,"PLI",7,NA,NA,NA,NA
"523","2499","MS","xv",NA,"PLI",69,"SX",31,"",NA,"",NA,69,0,31,0," PLI SX",2024,"Mix","PLI",69,"SX",31,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"524","923","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"525","963","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"526","2010","SBPS","xc",NA,"PLI",68,"FDI",16,"SX",14,"AT",2,68,16,14,2," PLI FDI SX AT",2024,"Mix","PLI",68,"FDI",16,"SX",14,"AT",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"527","2081","SBPS","dc",NA,"SX",50,"PLI",49,"AT",1,"",NA,49,0,50,1," PLI SX AT",2024,"Mix","SX",50,"PLI",49,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"528","2186","SBPS","dc",NA,"PLI",59,"SX",41,"",NA,"",NA,59,0,41,0," PLI SX",2024,"Mix","PLI",59,"SX",41,NA,NA,NA,NA,"AT, PLI, SX",88,0,0,12," PLI AT","PLI","PLI",88,"AT",12,NA,NA,NA,NA
"529","1029","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"530","1059","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"531","1063","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",83,17,0,0," PLI FDI","PLI","PLI",83,"FDI",17,NA,NA,NA,NA
"532","2016","SBPS","dc",NA,"PLI",74,"AT",14,"SX",12,"",NA,74,0,12,14," PLI SX AT",2024,"Mix","PLI",74,"AT",14,"SX",12,NA,NA,"AT, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"533","2082","SBPS","dc",NA,"PLI",77,"SX",19,"AT",4,"",NA,77,0,19,4," PLI SX AT",2024,"Mix","PLI",77,"SX",19,"AT",4,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"534","2187","SBPS","dc",NA,"PLI",91,"AT",8,"SX",1,"",NA,91,0,1,8," PLI SX AT",2024,"PLI","PLI",91,"AT",8,"SX",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"535","1002","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"536","1032","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"537","2243","SBPS","dc",NA,"PLI",71,"SX",23,"AT",6,"",NA,71,0,23,6," PLI SX AT",2024,"Mix","PLI",71,"SX",23,"AT",6,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"538","2244","SBPS","dc",NA,"PLI",77,"SX",22,"AT",1,"",NA,77,0,22,1," PLI SX AT",2024,"Mix","PLI",77,"SX",22,"AT",1,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA
"539","2353","MS","xv",NA,"PLI",97,"SX",3,"",NA,"",NA,97,0,3,0," PLI SX",2024,"PLI","PLI",97,"SX",3,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"540","2429","MS","xv",NA,"PLI",87,"SX",13,"",NA,"",NA,87,0,13,0," PLI SX",2024,"PLI","PLI",87,"SX",13,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"541","2446","SBPS","dc",NA,"PLI",94,"SX",4,"AT",2,"",NA,94,0,4,2," PLI SX AT",2024,"PLI","PLI",94,"SX",4,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"542","1232","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"543","1269","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"544","1270","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"545","1378","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"546","2434","MS","xv",NA,"PLI",88,"SX",11,"AT",1,"",NA,88,0,11,1," PLI SX AT",2024,"PLI","PLI",88,"SX",11,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"547","2500","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"548","997","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"549","998","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"550","1639","SBPS","xc",NA,"PLI",95,"SX",3,"AT",2,"",NA,95,0,3,2," PLI SX AT",2024,"PLI","PLI",95,"SX",3,"AT",2,NA,NA,"AT, PLI, SX",22,0,4,74," PLI SX AT","AT","Mix",74,"PLI",22,"SX",4,NA,NA
"551","1716","SBPS","xc",NA,"SX",56,"PLI",25,"AT",19,"",NA,25,0,56,19," PLI SX AT",2024,"Mix","SX",56,"PLI",25,"AT",19,NA,NA,"PLI, SX",26,0,74,0," PLI SX","SX","Mix",74,"PLI",26,NA,NA,NA,NA
"552","2294","SBPS","xc",NA,"PLI",65,"SX",29,"AT",6,"",NA,65,0,29,6," PLI SX AT",2024,"Mix","PLI",65,"SX",29,"AT",6,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"553","2357","MS","xv",NA,"PLI",90,"SX",10,"",NA,"",NA,90,0,10,0," PLI SX",2024,"PLI","PLI",90,"SX",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"554","2358","MS","xv",NA,"PLI",85,"SX",15,"",NA,"",NA,85,0,15,0," PLI SX",2024,"PLI","PLI",85,"SX",15,NA,NA,NA,NA,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"555","2363","SBPS","xc",NA,"PLI",54,"FDI",36,"SX",10,"",NA,54,36,10,0," PLI FDI SX",2024,"Mix","PLI",54,"FDI",36,"SX",10,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"556","2231","SBPS","xc",NA,"PLI",94,"FDI",5,"SX",1,"",NA,94,5,1,0," PLI FDI SX",2024,"PLI","PLI",94,"FDI",5,"SX",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"557","2292","MS","xv",NA,"PLI",89,"SX",8,"FDI",2,"AT",1,89,2,8,1," PLI FDI SX AT",2024,"PLI","PLI",89,"SX",8,"FDI",2,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"558","2293","MS","xv",NA,"PLI",75,"SX",24,"FDI",1,"",NA,75,1,24,0," PLI FDI SX",2024,"Mix","PLI",75,"SX",24,"FDI",1,NA,NA,"AT, PLI",32,0,0,68," PLI AT","AT","Mix",68,"PLI",32,NA,NA,NA,NA
"559","1966","SBPS","dc",NA,"PLI",83,"SX",14,"AT",3,"",NA,83,0,14,3," PLI SX AT",2024,"PLI","PLI",83,"SX",14,"AT",3,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"560","2140","SBPS","dc",NA,"SX",58,"PLI",25,"AT",17,"",NA,25,0,58,17," PLI SX AT",2024,"Mix","SX",58,"PLI",25,"AT",17,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"561","2180","SBPS","dc",NA,"PLI",57,"SX",26,"AT",9,"FDI",8,57,8,26,9," PLI FDI SX AT",2024,"Mix","PLI",57,"SX",26,"AT",9,"FDI",8,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"562","2240","SBPS","dc",NA,"PLI",82,"SX",10,"AT",6,"FDI",2,82,2,10,6," PLI FDI SX AT",2024,"PLI","PLI",82,"SX",10,"AT",6,"FDI",2,"PLI, SX",97,0,3,0," PLI SX","PLI","PLI",97,"SX",3,NA,NA,NA,NA
"563","2300","SBPS","dc",NA,"SX",73,"PLI",22,"AT",5,"",NA,22,0,73,5," PLI SX AT",2024,"Mix","SX",73,"PLI",22,"AT",5,NA,NA,"PLI, SX",59,0,41,0," PLI SX","PLI","Mix",59,"SX",41,NA,NA,NA,NA
"564","2075","SBPS","dc",NA,"PLI",60,"SX",34,"AT",3,"FDI",3,60,3,34,3," PLI FDI SX AT",2024,"Mix","PLI",60,"SX",34,"FDI",3,"AT",3,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"565","2183","SBPS","dc",NA,"PLI",46,"SX",42,"AT",12,"",NA,46,0,42,12," PLI SX AT",2024,"Mix","PLI",46,"SX",42,"AT",12,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"566","2297","MS","xv",NA,"PLI",77,"FDI",23,"",NA,"",NA,77,23,0,0," PLI FDI",2024,"Mix","PLI",77,"FDI",23,NA,NA,NA,NA,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA
"567","2365","MS","xv",NA,"PLI",90,"SX",6,"FDI",4,"",NA,90,4,6,0," PLI FDI SX",2024,"PLI","PLI",90,"SX",6,"FDI",4,NA,NA,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA
"568","2367","SBPS","xc",NA,"PLI",52,"AT",26,"SX",21,"FDI",1,52,1,21,26," PLI FDI SX AT",2024,"Mix","PLI",52,"AT",26,"SX",21,"FDI",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"569","1857","SBPS","xc",NA,"PLI",55,"FDI",31,"AT",7,"SX",7,55,31,7,7," PLI FDI SX AT",2024,"Mix","PLI",55,"FDI",31,"AT",7,"SX",7,"AT, PLI, SX",47,0,36,17," PLI SX AT","PLI","Mix",47,"SX",36,"AT",17,NA,NA
"570","1963","SBPS","xc",NA,"FDI",45,"PLI",42,"SX",8,"AT",5,42,45,8,5," PLI FDI SX AT",2024,"Mix","FDI",45,"PLI",42,"SX",8,"AT",5,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"571","1965","SBPS","dc",NA,"PLI",44,"AT",19,"SX",19,"FDI",18,44,18,19,19," PLI FDI SX AT",2024,"Mix","PLI",44,"AT",19,"SX",19,"FDI",18,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"572","2132","SBPS","xc",NA,"PLI",70,"SX",22,"FDI",7,"AT",1,70,7,22,1," PLI FDI SX AT",2024,"Mix","PLI",70,"SX",22,"FDI",7,"AT",1,"AT, FDI, PLI",65,12,0,23," PLI FDI AT","PLI","Mix",65,"AT",23,"FDI",12,NA,NA
"573","2138","SBPS","dc",NA,"SX",50,"PLI",48,"AT",2,"",NA,48,0,50,2," PLI SX AT",2024,"Mix","SX",50,"PLI",48,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"574","2177","SBPS","xc",NA,"AT",58,"PLI",32,"SX",8,"FDI",2,32,2,8,58," PLI FDI SX AT",2024,"Mix","AT",58,"PLI",32,"SX",8,"FDI",2,"FDI, PLI",99,1,0,0," PLI FDI","PLI","PLI",99,"FDI",1,NA,NA,NA,NA
"575","1822","SBPS","xc",NA,"PLI",80,"SX",20,"",NA,"",NA,80,0,20,0," PLI SX",2024,"PLI","PLI",80,"SX",20,NA,NA,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA
"576","1859","SBPS","xc",NA,"PLI",87,"SX",13,"",NA,"",NA,87,0,13,0," PLI SX",2024,"PLI","PLI",87,"SX",13,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"577","2073","SBPS","dc",NA,"PLI",61,"SX",25,"FDI",13,"AT",1,61,13,25,1," PLI FDI SX AT",2024,"Mix","PLI",61,"SX",25,"FDI",13,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"578","2495","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI, SX",68,0,2,30," PLI SX AT","PLI","Mix",68,"AT",30,"SX",2,NA,NA
"579","2497","MS","xv",NA,"SX",70,"PLI",30,"",NA,"",NA,30,0,70,0," PLI SX",2024,"Mix","SX",70,"PLI",30,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"580","1924","SBPS","dc",NA,"PLI",55,"SX",42,"AT",3,"",NA,55,0,42,3," PLI SX AT",2024,"Mix","PLI",55,"SX",42,"AT",3,NA,NA,"AT, PLI",94,0,0,6," PLI AT","PLI","PLI",94,"AT",6,NA,NA,NA,NA
"581","1926","SBPS","dc",NA,"PLI",72,"SX",25,"AT",3,"",NA,72,0,25,3," PLI SX AT",2024,"Mix","PLI",72,"SX",25,"AT",3,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"582","1785","SBPS","xc",NA,"PLI",93,"AT",5,"SX",1,"FDI",1,93,1,1,5," PLI FDI SX AT",2024,"PLI","PLI",93,"AT",5,"FDI",1,"SX",1,"AT, PLI, SX",26,0,38,35," PLI SX AT","SX","Mix",38,"AT",35,"PLI",26,NA,NA
"583","1824","SBPS","xc",NA,"PLI",49,"SX",31,"AT",20,"",NA,49,0,31,20," PLI SX AT",2024,"Mix","PLI",49,"SX",31,"AT",20,NA,NA,"PLI, SX",96,0,4,0," PLI SX","PLI","PLI",96,"SX",4,NA,NA,NA,NA
"584","1860","SBPS","xc",NA,"PLI",90,"SX",10,"",NA,"",NA,90,0,10,0," PLI SX",2024,"PLI","PLI",90,"SX",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"585","1861","SBPS","dc",NA,"PLI",64,"AT",19,"SX",17,"",NA,64,0,17,19," PLI SX AT",2024,"Mix","PLI",64,"AT",19,"SX",17,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"586","1958","SBPS","xc",NA,"PLI",64,"SX",30,"AT",4,"FDI",2,64,2,30,4," PLI FDI SX AT",2024,"Mix","PLI",64,"SX",30,"AT",4,"FDI",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"587","1946","SBPS","xc",NA,"AT",46,"PLI",42,"SX",12,"",NA,42,0,12,46," PLI SX AT",2024,"Mix","AT",46,"PLI",42,"SX",12,NA,NA,"AT, PLI",95,0,0,5," PLI AT","PLI","PLI",95,"AT",5,NA,NA,NA,NA
"588","1991","SBPS","xc",NA,"AT",72,"SX",28,"",NA,"",NA,0,0,28,72," SX AT",2024,"Mix","AT",72,"SX",28,NA,NA,NA,NA,"AT, PLI, SX",14,0,50,37," PLI SX AT","SX","Mix",50,"AT",37,"PLI",14,NA,NA
"589","1992","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"SX",0,0,100,0," SX","SX","SX",100,NA,NA,NA,NA,NA,NA
"590","1667","SBPS","xc",NA,"PLI",95,"SX",5,"",NA,"",NA,95,0,5,0," PLI SX",2024,"PLI","PLI",95,"SX",5,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"591","1682","SBPS","xc",NA,"PLI",48,"AT",37,"SX",15,"",NA,48,0,15,37," PLI SX AT",2024,"Mix","PLI",48,"AT",37,"SX",15,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"592","1718","SBPS","xc",NA,"AT",55,"SX",24,"PLI",21,"",NA,21,0,24,55," PLI SX AT",2024,"Mix","AT",55,"SX",24,"PLI",21,NA,NA,"AT, PLI",97,0,0,3," PLI AT","PLI","PLI",97,"AT",3,NA,NA,NA,NA
"593","2126","SBPS","xc",NA,"SX",54,"PLI",35,"AT",11,"",NA,35,0,54,11," PLI SX AT",2024,"Mix","SX",54,"PLI",35,"AT",11,NA,NA,"AT, PLI, SX",85,0,14,1," PLI SX AT","PLI","PLI",85,"SX",14,"AT",1,NA,NA
"594","2227","MS","xv",NA,"PLI",92,"SX",8,"",NA,"",NA,92,0,8,0," PLI SX",2024,"PLI","PLI",92,"SX",8,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"595","1317","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"596","1355","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"597","1713","SBPS","xc",NA,"FDI",58,"PLI",22,"AT",17,"SX",3,22,58,3,17," PLI FDI SX AT",2024,"Mix","FDI",58,"PLI",22,"AT",17,"SX",3,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"598","1743","SBPS","xc",NA,"SX",42,"AT",33,"FDI",22,"PLI",3,3,22,42,33," PLI FDI SX AT",2024,"Mix","SX",42,"AT",33,"FDI",22,"PLI",3,"AT, PLI, SX",45,0,2,52," PLI SX AT","AT","Mix",52,"PLI",45,"SX",2,NA,NA
"599","1818","SBPS","xc",NA,"PLI",70,"FDI",17,"SX",8,"AT",5,70,17,8,5," PLI FDI SX AT",2024,"Mix","PLI",70,"FDI",17,"SX",8,"AT",5,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"600","1820","SBPS","xc",NA,"PLI",89,"FDI",6,"SX",3,"AT",2,89,6,3,2," PLI FDI SX AT",2024,"PLI","PLI",89,"FDI",6,"SX",3,"AT",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"601","2062","SBPS","xc",NA,"PLI",53,"SX",28,"FDI",14,"AT",5,53,14,28,5," PLI FDI SX AT",2024,"Mix","PLI",53,"SX",28,"FDI",14,"AT",5,"AT, PLI",67,0,0,33," PLI AT","PLI","Mix",67,"AT",33,NA,NA,NA,NA
"602","2125","SBPS","xc",NA,"SX",85,"FDI",10,"AT",5,"",NA,0,10,85,5," FDI SX AT",2024,"SX","SX",85,"FDI",10,"AT",5,NA,NA,"FDI, PLI",98,2,0,0," PLI FDI","PLI","PLI",98,"FDI",2,NA,NA,NA,NA
"603","2290","MS","xv",NA,"PLI",92,"SX",8,"",NA,"",NA,92,0,8,0," PLI SX",2024,"PLI","PLI",92,"SX",8,NA,NA,NA,NA,"AT, PLI",85,0,0,15," PLI AT","PLI","PLI",85,"AT",15,NA,NA,NA,NA
"604","1417","IDF","dk",4,"PLI",80,"FDI",20,"",NA,"",NA,80,20,0,0," PLI FDI",2024,"PLI","PLI",80,"FDI",20,NA,NA,NA,NA,"AT, FDI, PLI",90,7,0,3," PLI FDI AT","PLI","PLI",90,"FDI",7,"AT",3,NA,NA
"605","1418","IDF","dk",4,"PLI",70,"FDI",30,"",NA,"",NA,70,30,0,0," PLI FDI",2024,"Mix","PLI",70,"FDI",30,NA,NA,NA,NA,"FDI, PLI",50,50,0,0," PLI FDI","PLI","Mix",50,"FDI",50,NA,NA,NA,NA
"606","1420","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"AT, FDI",0,99,0,1," FDI AT","FDI","FDI",99,"AT",1,NA,NA,NA,NA
"607","1744","SBPS","xc",NA,"FDI",67,"PLI",24,"SX",9,"",NA,24,67,9,0," PLI FDI SX",2024,"Mix","FDI",67,"PLI",24,"SX",9,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"608","1778","SBPS","xc",NA,"PLI",75,"FDI",22,"SX",3,"",NA,75,22,3,0," PLI FDI SX",2024,"Mix","PLI",75,"FDI",22,"SX",3,NA,NA,"AT, PLI",91,0,0,9," PLI AT","PLI","PLI",91,"AT",9,NA,NA,NA,NA
"609","1903","SBPS","xc",NA,"PLI",96,"FDI",4,"",NA,"",NA,96,4,0,0," PLI FDI",2024,"PLI","PLI",96,"FDI",4,NA,NA,NA,NA,"AT, PLI, SX",11,0,1,88," PLI SX AT","AT","AT",88,"PLI",11,"SX",1,NA,NA
"610","1907","SBPS","xc",NA,"PLI",74,"SX",14,"FDI",9,"AT",3,74,9,14,3," PLI FDI SX AT",2024,"Mix","PLI",74,"SX",14,"FDI",9,"AT",3,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"611","1908","SBPS","xc",NA,"PLI",90,"SX",5,"FDI",3,"AT",2,90,3,5,2," PLI FDI SX AT",2024,"PLI","PLI",90,"SX",5,"FDI",3,"AT",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"612","1954","SBPS","xc",NA,"PLI",95,"AT",5,"",NA,"",NA,95,0,0,5," PLI AT",2024,"PLI","PLI",95,"AT",5,NA,NA,NA,NA,"PLI, SX",99,0,1,0," PLI SX","PLI","PLI",99,"SX",1,NA,NA,NA,NA
"613","1412","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",7,93,0,0," PLI FDI","FDI","FDI",93,"PLI",7,NA,NA,NA,NA
