"","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","LeadingSpecies","Dominant","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent"
"713","2117","SBPS","xc",NA,"PLI",80,"AT",13,"SX",6,"FDI",1,80,1,6,13," PLI FDI SX AT",2024,"PLI","PLI",80,"AT",13,"SX",6,"FDI",1,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA
"714","1071","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",70,0,0,30," PLI AT","PLI","Mix",70,"AT",30,NA,NA,NA,NA
"715","1251","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",54,11,0,34," PLI FDI AT","PLI","Mix",54,"AT",34,"FDI",11,NA,NA
"716","2420","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"717","2421","MS","xv",NA,"PLI",82,"SX",17,"FDI",1,"",NA,82,1,17,0," PLI FDI SX",2024,"PLI","PLI",82,"SX",17,"FDI",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"718","2491","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"NR",0,0,0,0,"NR",NA,"NR",NA,NA,NA,NA,NA,NA,NA
"719","2418","SBPS","xc",NA,"SX",63,"PLI",28,"AT",9,"",NA,28,0,63,9," PLI SX AT",2024,"Mix","SX",63,"PLI",28,"AT",9,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"720","2419","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",93,0,0,7," PLI AT","PLI","PLI",93,"AT",7,NA,NA,NA,NA
"721","2501","MS","xv",NA,"PLI",98,"SX",2,"",NA,"",NA,98,0,2,0," PLI SX",2024,"PLI","PLI",98,"SX",2,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
"722","2445","SBPS","dc",NA,"PLI",75,"SX",24,"AT",1,"",NA,75,0,24,1," PLI SX AT",2024,"Mix","PLI",75,"SX",24,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA
