"","SampleSite_ID","Latitude","Longitude","MapPageID","Aspect","Elevation","Slope","TWI","Zone","Subzone","Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","Fire_Year_1","Fire_Number_1","Fire_Date_1","Fire_Severity_1","Severity_Patch_Size_1","Species_1","Age_1","Height_1","Crown_Closure_1","Disturbance_Type_1","Disturbance_Date_1","Harvest_Date_1","Fire_Year_2","Fire_Number_2","Fire_Date_2","Fire_Severity_2","Severity_Patch_Size_2","Species_2","Age_2","Height_2","Crown_Closure_2","Disturbance_Type_2","Disturbance_Date_2","Harvest_Date_2","Distance_to_Perimeter","Card","Beers_aspect","Azimuth"
"804",2180,52.44786767,-123.4578209,19,5.194428921,1141,2.761340141,8.194623947,"SBPS","dc",NA,1015714.797,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"PLI",107,11.1,25,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,142.8259161,2180,0.929006235346799,"N"
"805",2183,52.44656494,-123.3989021,19,281.3099365,1170,1.274754882,8.274439812,"SBPS","dc",NA,1035208.993,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"PLI",126,11.4,18,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,369.4206235,2183,0.596170068831697,"W"
"806",2185,52.44590238,-123.369444,20,161.5650482,1161,0.790569425,12.3631134,"SBPS","dc",NA,1039001.039,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",1.708457292,"PLI",111,13.4,23,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2185,0.296672996008032,"S"
"807",2186,52.44556831,-123.3547153,20,293.7494812,1173,6.828249931,7.289272308,"SBPS","dc",NA,1017911.351,"GLACIOFLUVIAL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"PLI",89,12.4,45,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,101.1874824,2186,0.48369960316875,"W"
"808",2187,52.44489457,-123.3252586,20,45,1178,0.707106769,8.86376667,"SBPS","dc",NA,1034593.809,"GLACIOFLUVIAL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"PLI",81,13.7,27,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,83.33726224,2187,1.89399666360056,"E"
"809",2191,52.44141401,-123.1779893,21,288.4349365,1181,2.371708155,7.653582573,"SBPS","dc",NA,1033356.008,"TILL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",1060.356453,"PLI",56,10.7,58,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,94.37592856,2191,1.41333653327195,"W"
"810",2192,52.4410557,-123.1632636,21,270,1196,2,9.433484077,"SBPS","dc",NA,1039854.961,"TILL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",16.53683,"PLI",56,10.2,62,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,157.5839014,2192,1.74513326455741,"W"
"811",2195,52.4392362,-123.0896393,22,183.0127869,1333,4.756574631,8.056278229,"SBPS","mk",NA,1086202.113,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",21.51860996,"PLI",102,13.5,37,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,49.53820478,2195,1.96957210276617,"S"
"812",2198,52.43812214,-123.0454677,22,45,1189,0.353553385,17.20850945,"SBPS","mk",NA,1036937.681,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",48.00490902,"PLI",72,11.6,38,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2198,1.89399666360056,"E"
"813",2200,52.47361694,-124.4006129,12,294.4439697,1299,3.02076149,7.411684513,"SBPS","xc",NA,1044963.296,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",8.513441361,"PLI",100,12.5,55,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,536.6110508,2200,1.15137891194117,"W"
"814",2202,52.47320805,-124.3711237,12,267.1376038,1290,20.02498436,7.599654198,"SBPS","xc",NA,1038322.996,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",142.7367933,"PLI",115,15.2,61,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,41.66121564,2202,0.0999295808289511,"W"
"815",2205,52.47236787,-124.3121472,13,123.99646,1119,12.96630287,6.647986412,"SBPS","xc",NA,1063011.695,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",68.25800987,"PLI",102,10.2,40,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,26.32037594,2205,0.395177233734015,"E"
"816",2208,52.47127564,-124.2384298,13,206.5650482,1133,2.23606801,9.791915894,"SBPS","xc",NA,1042015.915,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Unburned",1954.740867,"PLI",93,10.9,56,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2208,1.23540563666021,"S"
"817",2210,52.47059789,-124.1942011,14,180,1185,11,6.119297981,"SBPS","xc",NA,1096891.864,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",4.74182407,"PLI",16,3.2,12,"","","2000-03-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,23.38533258,2210,0.0699051219954746,"S"
"818",2211,52.47036824,-124.1794586,14,329.2067566,1223,28.81188965,5.849552631,"SBPS","xc",NA,860713.5397,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",91,10.1,45,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,259.3964649,2211,0.650318778223461,"N"
"819",2212,52.47013673,-124.1647162,14,217.8749847,1283,22.80350876,6.083425999,"SBPS","xc",NA,1133832.721,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",7016.807514,"PLI",110,11,33,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,398.035119,2212,0.148521573650152,"S"
"820",2213,52.46990335,-124.1499739,14,49.76364136,1146,4.25734663,7.068547249,"SBPS","xc",NA,1013528.038,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",1051.172881,"PLI",25,5,30,"","","1992-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,309.593138,2213,1.49328464282143,"E"
"821",2218,52.4677189,-124.0173011,15,153.4349518,1129,6.708203793,6.613862038,"SBPS","xc",NA,1063890.477,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",290.462705,"PLI",111,12.7,36,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,253.7783213,2218,0.50780057759471,"S"
"822",2219,52.46695716,-123.9730799,15,1.273030043,1154,11.2527771,8.494473457,"SBPS","xc",NA,958740.7363,"ORGANIC ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",210.3647727,"PLI",92,11.2,46,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,13.45176129,2219,1.75184755506985,"N"
"823",2221,52.46591536,-123.9141207,16,220.6012878,1208,4.609772205,9.697065353,"SBPS","xc",NA,1056919.671,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",6.858033958,"PLI",78,10.5,42,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,177.1116583,2221,1.99066992779728,"S"
"824",2222,52.46565025,-123.8993814,16,343.6104736,1290,8.860022545,7.028791428,"MS","xv",NA,995116.1679,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",87.60757506,"PLI",87,11.2,60,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,35.11142712,2222,0.188324180502348,"N"
"825",2223,52.46538327,-123.8846422,16,135,1310,16.97056198,6.378860474,"MS","xv",NA,1110288.518,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",6328.748918,"PLI",16,3.6,3,"","","2000-07-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2223,0.19884736426617,"S"
"826",2224,52.46511443,-123.8699033,16,278.8806458,1448,32.38827133,7.118838787,"MS","xv",NA,999550.2205,"ROCK ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",75.64108312,"PLI",106,13.5,22,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,63.06655319,2224,0.70772726729668,"W"
"827",2225,52.46484371,-123.8551645,16,50.64054871,1463,28.77716064,5.850758553,"MS","xv",NA,928977.8849,"ROCK ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",235.7214937,"PLI",103,15,46,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,142.3505051,2225,1.9841949632352,"E"
"828",2227,52.46429669,-123.8256875,16,255.9637604,1341,20.61552811,6.184296131,"MS","xv",NA,1068461.316,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2199.632987,"PLI",95,14,49,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,200.8698616,2227,0.411554936070537,"W"
"829",2230,52.46346216,-123.7814733,17,108.8118896,1372,24.03383064,5.337730885,"MS","xv",NA,1083320.142,"TILL ","TYEE","SL",75,"MW",20,"TYEE","SL",25,"MW",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",410.5489885,"PLI",89,11.7,46,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,535.4340224,2230,1.12581610052538,"E"
"830",2231,52.46318025,-123.7667357,17,218.2901611,1281,6.051859379,13.48761749,"SBPS","xc",NA,1074246.443,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",69,8.1,44,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,112.5714556,2231,0.432372034666434,"S"
"831",2232,52.46144961,-123.6783139,17,231.5819397,1200,9.253377914,8.371645927,"SBPS","xc",NA,1069282.058,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",74,8.7,52,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,626.3292769,2232,1.12148535437582,"W"
"832",2234,52.46085781,-123.6488415,18,169.6951599,1176,5.590169907,12.00019073,"SBPS","xc",NA,1066875.758,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",88,10.3,51,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,582.6239086,2234,1.87568832951743,"S"
"833",2235,52.46055911,-123.6341057,18,23.49856567,1130,12.53993607,8.696325302,"SBPS","xc",NA,949862.2474,"TILL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",73,9.6,44,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,376.8538447,2235,0.421839234237658,"N"
"834",2240,52.45618142,-123.4278256,19,60.94539642,1152,2.573907614,7.571768284,"SBPS","dc",NA,1026498.144,"ORGANIC ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",207.6370121,"PLI",93,10.9,23,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,8.228997924,2240,0.236475237790772,"E"
"835",2241,52.4555262,-123.3983605,19,308.6598206,1163,3.201562166,8.046701431,"SBPS","dc",NA,1023147.104,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",87.15792331,"PLI",96,11.9,17,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,245.8944382,2241,1.97351867350017,"W"
"836",2243,52.45486351,-123.3688963,20,98.13010406,1170,1.767766953,7.947476387,"SBPS","dc",NA,1038146.014,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"PLI",98,12.7,33,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,125.7623043,2243,0.0175524799116966,"E"
"837",2244,52.45452937,-123.3541646,20,153.4349518,1160,2.23606801,7.712474346,"SBPS","dc",NA,1046927.627,"ORGANIC ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",1.53608539,"PLI",94,12.7,32,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,8.360164049,2244,0.50780057759471,"S"
"838",2246,52.45351576,-123.3099707,20,86.18592834,1174,3.758324146,7.886367321,"SBPS","dc",NA,1034790.837,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"PLI",97,14.3,29,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,274.9964659,2246,0.310380777143657,"E"
"839",2250,52.45037423,-123.1774018,21,180,1181,2,8.92265892,"SBPS","dc",NA,1049177.938,"TILL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",8.30651342,"PLI",50,9.7,56,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2250,0.0699051219954746,"S"
"840",2251,52.45001585,-123.1626731,21,338.1985779,1191,2.692582369,8.912986755,"SBPS","dc",NA,1023718.545,"TILL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",31.46478406,"",NA,NA,NA,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,45.9288896,2251,0.924346515036534,"N"
"841",2253,52.44856369,-123.1037609,22,279.4623108,1273,6.082762718,9.889788628,"SBPS","mk",NA,1041305.986,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",502.4945873,"",NA,NA,NA,"","","2013-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2253,0.23036615422315,"W"
"842",2254,52.44782642,-123.0743063,22,111.0375137,1269,13.9283886,10.5276556,"SBPS","mk",NA,1070152.844,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",160.1072452,"PLI",81,12.1,40,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,56.02660378,2254,0.136525039345773,"E"
"843",2255,52.4470817,-123.0448527,22,180,1197,2,12.11450577,"SBPS","mk",NA,1051374.555,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",13461.75702,"PLI",81,11.4,36,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,167.238267,2255,0.0699051219954746,"S"
"844",2256,52.44670654,-123.0301263,22,126.8698959,1185,2.5,9.392662048,"SBPS","mk",NA,1046923.6,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",13461.75702,"PLI",73,13.9,33,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,199.5698753,2256,1.79420615936523,"E"
"845",2265,52.48196553,-124.3560369,13,41.7480545,1353,31.16287804,6.464260101,"MS","xv",NA,883422.6396,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",1.688084578,"PLI",157,14.6,54,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,672.3939966,2265,0.06209534604634,"N"
"846",2266,52.48175638,-124.3412896,13,65.43283081,1204,19.24188232,5.56010437,"SBPS","xc",NA,975864.4734,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",2638.533013,"PLI",132,12.7,29,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,264.4374371,2266,0.540805766219258,"E"
"847",2268,52.48111771,-124.2970486,13,135,1140,4.596194267,7.685112,"SBPS","xc",NA,1049706.503,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",208.3034647,"PLI",100,13.1,23,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,77.2522398,2268,0.19884736426617,"S"
"848",2269,52.48024001,-124.2380627,13,141.3401947,1174,3.201562166,8.046701431,"SBPS","xc",NA,1050893.357,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Low",23.91122552,"PLI",101,9.5,36,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,57.21346528,2269,0.166049545855402,"S"
"849",2271,52.47978996,-124.2085707,14,208.6104584,1228,6.264982224,6.682217598,"SBPS","xc",NA,1074235.766,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Unburned",1954.740867,"PLI",111,11.2,31,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2271,1.75689347148355,"S"
"850",2272,52.47956213,-124.1938249,14,176.4236603,1269,8.015609741,7.822096825,"SBPS","xc",NA,1094028.381,"ROCK ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",157.8883812,"PLI",16,3.2,12,"","","2000-03-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,117.7581261,2272,1.99828223557851,"S"
"851",2278,52.47668256,-124.0168881,15,274.3987122,1194,3.259601116,7.335588455,"SBPS","xc",NA,1037270.659,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",1.381348325,"PLI",72,9.5,35,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,309.4833818,2278,0.135709316393744,"W"
"852",2279,52.47643046,-124.0021444,15,189.1623535,1163,7.850159168,6.456659794,"SBPS","xc",NA,1077978.236,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2017,"C10784","2017-07-07","Medium",290.462705,"PLI",91,11.8,35,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,373.0652242,2279,1.9935430239264,"S"
"853",2283,52.47540339,-123.9431716,16,83.6598053,1218,9.05538559,8.25974369,"SBPS","xc",NA,1030689.544,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",0.894711429,"PLI",66,9,24,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2283,1.14498073047153,"E"
"854",2285,52.47487866,-123.9136862,16,265.2363586,1236,6.020797253,12.93857956,"SBPS","xc",NA,1043094.843,"FLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Unburned",1792.429051,"PLI",79,9.5,51,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,2285,1.70421302700629,"W"
"855",2289,52.47380679,-123.8547177,16,74.05460358,1392,7.280109882,6.532047272,"MS","xv",NA,1049365.444,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",65.63219463,"PLI",100,13.1,39,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,143.561184,2289,0.679822109886322,"E"
"856",2290,52.47325966,-123.8252345,16,2.174744129,1374,19.76423454,6.919613838,"MS","xv",NA,923351.6894,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Low",151.3531901,"PLI",93,11.4,53,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,399.2042963,2290,0.949167591603181,"N"
"857",2291,52.47298329,-123.8104933,16,237.3807526,1296,14.84082222,7.429249763,"MS","xv",NA,1087556.967,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",38.2815479,"",NA,NA,NA,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,125.4006363,2291,0.645306509557134,"W"
"858",2292,52.47214299,-123.7662705,17,221.3670502,1396,22.31871414,6.510380268,"MS","xv",NA,1144271.985,"TILL ","TYEE","SL",75,"MW",20,"TYEE","SL",25,"MW",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","High",4.203974383,"PLI",75,12.7,59,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,344.4057211,2292,1.61967249396288,"S"
"859",2293,52.47185916,-123.75153,17,214.8753357,1292,10.05609226,6.902162075,"MS","xv",NA,1093568.082,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",91,12.3,50,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,716.7842972,2293,1.76873094104142,"S"
"860",2294,52.47157346,-123.7367897,17,45,1195,9.899495125,9.220441818,"SBPS","xc",NA,990305.2139,"ORGANIC ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",89,10.3,50,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,84.77943499,2294,1.89399666360056,"E"
"861",2297,52.47011698,-123.663091,18,308.5712585,1355,25.26113701,5.98107338,"MS","xv",NA,936493.2247,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",66,11.9,48,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,952.3030574,2297,1.98992290076994,"W"
"862",2299,52.46922069,-123.6188742,18,341.5650635,1122,2.371708155,7.653582573,"SBPS","xc",NA,1015313.466,"GLACIOFLUVIAL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",39253.33125,"PLI",71,7.8,45,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,444.869683,2299,0.851385458334739,"N"
"863",2300,52.46546764,-123.4420259,19,80.53768158,1135,3.041381359,12.54067993,"SBPS","dc",NA,1027990.977,"ORGANIC ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",10198.63668,"Spruce",111,18,26,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,27.89005468,2300,0.874308762624414,"E"
"864",2301,52.46415692,-123.3830835,20,261.2538452,1153,6.576473236,6.633695126,"SBPS","dc",NA,1037849.747,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"PLI",123,16.3,21,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,98.54302143,2301,0.00132266924879387,"W"
"865",2305,52.46281635,-123.3241447,20,40.23635864,1175,4.25734663,7.761694431,"SBPS","dc",NA,1016538.544,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",2124.159284,"Spruce",130,16.3,23,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,707.2286626,2305,0.598314155588931,"N"
"866",2306,52.46213488,-123.2946767,20,246.8014069,1160,1.9039433,7.87326622,"SBPS","dc",NA,1039635.95,"GLACIOFLUVIAL ","RAIL","-",80,"VP",0,"CHIEF","-",20,"VP",0,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",35.70210272,"PLI",23,7.8,32,"","","1993-08-31",NA,"","","",NA,"",NA,NA,NA,"","",NA,87.6117324,2306,1.35854601502578,"W"
"867",2307,52.46179135,-123.279943,20,21.80140877,1156,2.692582369,8.912986755,"SBPS","dc",NA,1019210.638,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,2017,"C10784","2017-07-07","Medium",5.857302375,"PLI",92,13.7,41,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,28.40980519,2307,0.263444850660712,"N"
