"","Card","SpeciesAll","total_count","total_tph","total_x0","total_x10","total_x30","total_x130","FDI_count","FDI_tph","FDI_x0","FDI_x10","FDI_x30","FDI_x130","PLI_count","PLI_tph","PLI_x0","PLI_x10","PLI_x30","PLI_x130","AT_count","AT_x0","AT_x10","AT_x30","AT_x130","SX_count","SX_x0","SX_x10","SX_x30","SX_x130","SampleSite_ID","UNIQUE_ID","Plot_ID","Contract","Zone","Easting","Northing","Coordinate_source","Latitude","Longitude","Aspect","Elevation","Slope","TWI","BEC_Zone","BEC_Subzone","BEC_Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","FIRE_NUMBER_1","FIRE_YEAR_1","BURN_SEVERITY_RATING_1","FIRE_DATE_1","PATCH_SIZE_1","CROWN_CLOSURE_1","SPECIES_CD_1_1","SPECIES_PCT_1_1","PROJ_AGE_1_1","PROJ_HEIGHT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","PROJ_AGE_2_1","PROJ_HEIGHT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","SPECIES_CD_5_1","SPECIES_PCT_5_1","SPECIES_CD_6_1","SPECIES_PCT_6_1","DISTURBANCE_TYPE_1","DISTURBANCE_DATE_1","HARVEST_DATE_1","FIRE_NUMBER_2","FIRE_YEAR_2","BURN_SEVERITY_RATING_2","FIRE_DATE_2","PATCH_SIZE_2","CROWN_CLOSURE_2","SPECIES_CD_1_2","SPECIES_PCT_1_2","PROJ_AGE_1_2","PROJ_HEIGHT_1_2","SPECIES_CD_2_2","SPECIES_PCT_2_2","PROJ_AGE_2_2","PROJ_HEIGHT_2_2","SPECIES_CD_3_2","SPECIES_PCT_3_2","SPECIES_CD_4_2","SPECIES_PCT_4_2","SPECIES_CD_5_2","SPECIES_PCT_5_2","SPECIES_CD_6_2","SPECIES_PCT_6_2","DISTURBANCE_TYPE_2","DISTURBANCE_DATE_2","HARVEST_DATE_2","DISTANCE_TO_PERIMETER","Beers_aspect","Azimuth","MEAN","BARC.x"
"21",232,"AT, FDI, PLI",36,7200,2,21,12,1,22,4400,2,20,0,0,12,2400,0,1,10,1,2,0,0,2,0,0,0,0,0,0,232,18,232,"",10,485891,5739332,"Field UTM",51.80465906,-123.2046298,152.3540192,1157,5.926634789,6.737736702,"IDF","dk",4,1060460.654,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",119.230835,28,"PLI",65,74,12.5,"FDI",31,109,15.80000019,"AT",3,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,216.8463267,0.489995983366008,"S",0.571579198,"3"
"22",234,"AT, PLI",4,800,0,0,4,0,0,0,0,0,0,0,1,200,0,0,1,0,3,0,0,3,0,0,0,0,0,0,234,19,234,"",10,488898,5739205,"Field UTM",51.80358497,-123.1610139,49.39870453,1107,4.609772205,7.682162285,"IDF","dk",4,1004971.117,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1408.253098,12,"PLI",51,65,11.80000019,"AT",44,63,11.39999962,"SX",3,"FDI",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,326.7269721,1.95261486616745,"E",0.602072746,"3"
"23",235,"AT, FDI",29,5800,1,4,11,13,1,200,0,1,0,0,0,0,0,0,0,0,28,1,3,11,13,0,0,0,0,0,235,20,235,"",10,494904,5738948,"Field UTM",51.80136122,-123.0739044,36.86989594,1189,5,8.006367683,"IDF","dk",4,1009577.548,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"High","2017-07-07",20.40826416,26,"PLI",68,73,12.39999962,"FDI",23,63,11.5,"AT",6,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,266.3230203,1.99591601560594,"N",0.849444836,"4"
"24",270,"PLI",2,400,0,1,0,1,0,0,0,0,0,0,2,400,0,1,0,1,0,0,0,0,0,0,0,0,0,0,270,21,270,"",10,469929,5741010,"Field UTM",51.81911524,-123.4362748,45,1183,3.535533905,7.947476387,"SBPS","xc",NA,1018940.199,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",363.3787991,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2008-06-26","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.97313839293303,"E",0.145407535,"2"
"25",276,"FDI, PLI",73,14600,36,31,6,0,55,11000,36,19,0,0,18,3600,0,12,6,0,0,0,0,0,0,0,0,0,0,0,276,22,276,"",10,486940,5740286,"Field UTM",51.81326215,-123.1894516,353.1572266,1150,6.294839382,7.370610714,"IDF","dk",4,990910.0914,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",343.7352448,27,"PLI",53,62,11,"FDI",27,66,12.80000019,"SX",13,"AT",7,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,588.2813978,1.78225279718075,"N",0.404707283,"3"
"26",279,"AT",3,600,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,279,23,279,"",10,489941,5740162,"Field UTM",51.81220931,-123.145915,53.13010406,1074,2.5,8.699515343,"IDF","dk",4,1009693.032,"GLACIOFLUVIAL ","HAWKS","SIL",100,"R",25,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1408.253098,10,"PLI",64,84,13,"AT",27,63,11.80000019,"FDI",6,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,84.52085835,1.93079969489189,"E",0.55651702,"3"
"27",281,"AT, PLI",18,3600,0,3,6,9,0,0,0,0,0,0,6,1200,0,3,3,0,12,0,0,3,9,0,0,0,0,0,281,24,281,"",10,494939,5739956,"Field UTM",51.81042472,-123.0734115,180,1204,8,8.047189713,"IDF","dk",4,1081332.312,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",1408.253098,15,"PLI",71,69,12,"FDI",20,112,16.60000038,"AT",8,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,508.8412188,0.14909647546588,"S",0.672985047,"4"
"28",282,"AT, PLI",148,29600,1,30,103,14,0,0,0,0,0,0,2,400,0,1,1,0,146,1,29,102,14,0,0,0,0,0,282,25,282,"",10,495940,5739901,"Field UTM",51.80993837,-123.058891,202.3801422,1205,9.192388535,6.298817635,"IDF","dk",4,1083426.618,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",224.7312182,12,"PLI",78,73,12.10000038,"FDI",19,120,12,"AT",2,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,199.0562947,0.0131718818280042,"S",0.360708594,"3"
"29",284,"FDI, PLI",11,2200,2,5,3,1,3,600,2,0,0,1,8,1600,0,5,3,0,0,0,0,0,0,0,0,0,0,0,284,26,284,"",10,499906,5739667,"Field UTM",51.80784915,-123.0013634,163.4429321,1274,9.650129318,7.348834515,"IDF","dk",4,1097585.496,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",224.7312182,38,"FDI",55,144,18.10000038,"SX",26,87,14,"PLI",16,"AT",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,432.9246668,0.334079138776633,"S",0.208258907,"2"
"30",315,"AT, PLI",25,5000,2,8,15,0,0,0,0,0,0,0,21,4200,2,8,11,0,4,0,0,4,0,0,0,0,0,0,315,27,315,"",10,467969,5742095,"Field UTM",51.82876149,-123.4648102,104.5344543,1175,6.973162651,7.268271446,"SBPS","xc",NA,1040706.547,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",32.81084769,35,"PLI",92,101,11.5,"AT",7,118,13.60000038,"SX",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,31.22475744,1.29496548329697,"E",0.504475236,"3"
"31",318,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,28,318,"",10,474975,5741799,"Field UTM",51.82645795,-123.3631254,270,1169,4.5,7.013115883,"SBPS","xc",NA,1031773.351,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",341.8477529,42,"PLI",98,85,12.5,"SX",2,65,8.800000191,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,106.2644562,0.474678011182269,"W",0.26905717,"2"
"32",319,"AT, PLI",43,8600,0,2,38,3,0,0,0,0,0,0,2,400,0,2,0,0,41,0,0,38,3,0,0,0,0,0,319,29,319,"",10,478973,5741620,"Field UTM",51.82501334,-123.3051025,276.3401794,1172,2.263846397,9.897352219,"SBPS","xc",NA,1031369.538,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",3099.075366,32,"PLI",96,102,10.10000038,"AT",4,128,15.19999981,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,47.41003774,0.571857399875646,"W",0.518767491,"3"
"33",320,"FDI, PLI",62,12400,4,8,50,0,9,1800,4,5,0,0,53,10600,0,3,50,0,0,0,0,0,0,0,0,0,0,0,320,30,320,"",10,481976,5741504,"Field UTM",51.82407532,-123.2615234,42.70938873,1211,8.845903397,7.435851097,"IDF","dk",4,995337.4669,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",260.3738387,31,"FDI",82,142,16,"PLI",17,87,10.89999962,"AT",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,109.4780444,1.98156229751113,"N",0.724991858,"4"
"34",324,"PLI",15,3000,2,5,7,1,0,0,0,0,0,0,15,3000,2,5,7,1,0,0,0,0,0,0,0,0,0,0,324,31,324,"",10,487981,5741247,"Field UTM",51.82192605,-123.1743841,63.43494797,1104,5.590169907,7.489330769,"IDF","dk",4,1007555.809,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",343.7352448,28,"PLI",60,65,11,"FDI",22,180,18.29999924,"AT",15,"SX",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,264.6581119,1.8503979032915,"E",0.429974303,"3"
"35",327,"FDI, PLI",11,2200,5,2,2,2,6,1200,1,2,2,1,5,1000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,327,32,327,"",10,492984,5741041,"Field UTM",51.82015908,-123.1017914,204.4439545,1261,18.12456894,6.313072205,"IDF","dk",4,1127819.567,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2455.191299,43,"FDI",47.09999847,89,17.5,"PLI",46.90000153,69,13.89999962,"SX",5,"AT",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,198.3549889,0.00798617064772933,"S",0.247495423,"2"
"36",329,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,33,329,"",10,494981,5740948,"Field UTM",51.8193444,-123.0728167,114.2277451,1241,10.96585655,9.300460815,"IDF","dk",4,1061850.233,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",299.2979979,14,"PLI",76,71,11.10000038,"FDI",16,68,9.399999619,"SX",8,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.12987167223267,"E",0.143091582,"2"
"37",330,"AT, FDI, PLI",7,1400,4,0,3,0,3,600,3,0,0,0,1,200,1,0,0,0,3,0,0,3,0,0,0,0,0,0,330,34,330,"",10,498989,5740783,"Field UTM",51.81788248,-123.0146673,47.29061127,1264,17.69180679,6.337238789,"IDF","dk",4,959923.6702,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",9.457227923,29,"FDI",45,85,12.69999981,"PLI",37,78,11.30000019,"AT",12,"SX",6,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,54.45087239,1.96315933119785,"E",0.253690238,"2"
"38",331,"AT, FDI",54,10800,13,34,6,1,53,10600,13,34,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,331,35,331,"",10,499998,5740737,"Field UTM",51.81746979,-123.000029,357.510437,1166,11.51086426,6.07390213,"IDF","dk",4,956866.0753,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",468.239711,30,"FDI",70,189,17.20000076,"PLI",30,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1972-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,672.2296945,1.82728177849113,"N",0.389299341,"3"
"39",358,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,36,358,"",10,457009.3529,5743550.01,"Intended lat/long",51.84110705,-123.6240204,35.53767776,1157,2.15058136,7.751455307,"SBPS","xc",NA,1020468.947,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,1,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2004-09-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1514.519353,1.99774588261998,"N",0.127404556,"2"
"40",360,"AT, FDI, PLI, SX",154,30800,8,1,111,34,1,200,1,0,0,0,4,800,3,1,0,0,145,0,0,111,34,4,4,0,0,0,360,37,360,"",10,468009,5743090,"Field UTM",51.83770974,-123.4643218,207.6459808,1176,5.926634789,6.737736702,"SBPS","xc",NA,1063223.081,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",29.00244287,38,"PLI",84,96,11.60000038,"AT",12,106,14.69999981,"SX",4,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,30.78729052,0.00248974052984041,"S",0.370576541,"3"
"41",361,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,38,361,"",10,469023,5743039,"Field UTM",51.83730838,-123.4496004,300.9637451,1162,1.457737923,8.833455086,"SBPS","xc",NA,1026897.8,"ORGANIC ","OPEN WATER","-",100,"-",NA,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",106.5053634,50,"PLI",100,109,15.5,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,0.987326163007377,"W",NA,NA
"42",366,"FDI, PLI",29,5800,11,13,5,0,9,1800,5,4,0,0,20,4000,6,9,5,0,0,0,0,0,0,0,0,0,0,0,366,39,366,"",10,482023,5742502,"Field UTM",51.83304998,-123.2608933,63.43494797,1138,4.472136021,10.84796906,"IDF","dk",4,1015285.875,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",3099.075366,22,"FDI",71,133,18.10000038,"PLI",24,152,15.30000019,"AT",5,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,9.210844449,1.8503979032915,"E",0.197553625,"2"
"43",367,"AT",12,2400,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,2,0,0,0,0,0,367,40,367,"",10,488027,5742250,"Field UTM",51.83094519,-123.1737513,9.16234684,1063,7.850159168,8.06609726,"IDF","dk",4,964652.2069,"GLACIOFLUVIAL ","HAWKS","SIL",100,"R",25,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",3469.632675,15,"PLI",90,67,12,"SX",6,71,12.60000038,"AT",2,"FDI",2,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,214.2788287,1.92369524925142,"N",0.543819457,"3"
"44",369,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,41,369,"",10,490027,5742157,"Field UTM",51.83014831,-123.1447249,315,1106,1.414213538,8.170619965,"IDF","dk",4,1017494.215,"GLACIOFLUVIAL ","HAWKS","SIL",100,"R",25,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",11.86141557,9,"PLI",79,74,12.10000038,"SX",10,58,9.699999809,"FDI",8,"AT",3,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,49.78280833,1.23022091173419,"N",0.486902763,"3"
"45",370,"FDI",78,15600,39,16,13,10,78,15600,39,16,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,42,370,"",10,492043,5742089,"Field UTM",51.82956926,-123.1154679,206.5650482,1212,1.118034005,8.405621529,"IDF","dk",4,1042646.405,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2455.191299,35,"PLI",50,66,13.19999981,"FDI",45,87,18.10000038,"SX",5,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,502.139131,0.00399761996605175,"S",0.19909019,"2"
"46",371,"FDI, PLI",385,77000,187,194,4,0,371,74200,183,186,2,0,14,2800,4,8,2,0,0,0,0,0,0,0,0,0,0,0,371,43,371,"",10,493026,5742020,"Field UTM",51.82896201,-123.1012017,323.3256531,1279,14.65008545,5.832747459,"IDF","dk",4,966086.5705,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",2455.191299,33,"FDI",64,99,19.5,"PLI",36,72,13.89999962,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,115.058947,1.36870431468028,"N",0.251446277,"2"
"47",375,"FDI",175,35000,123,51,1,0,175,35000,123,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,44,375,"",10,497027,5741869,"Field UTM",51.82763996,-123.0431408,135,1335,9.545941353,6.261077404,"IDF","dk",4,1091085.713,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",224.7312182,32,"FDI",61,104,18.20000076,"PLI",35,65,13.10000038,"SX",4,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,28.86785411,0.769779088265812,"S",0.138507374,"2"
"48",407,"PLI",15,3000,3,2,6,4,0,0,0,0,0,0,15,3000,3,2,6,4,0,0,0,0,0,0,0,0,0,0,407,45,407,"",10,457057,5744547,"Field UTM",51.85007432,-123.6234527,315,1160,2.474873781,8.304151535,"SBPS","xc",NA,1020755.806,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1162.03551,1.23022091173419,"N",0.129707056,"2"
"49",408,"PLI",96,19200,21,60,15,0,0,0,0,0,0,0,96,19200,21,60,15,0,0,0,0,0,0,0,0,0,0,0,408,46,408,"",10,458052,5744506,"Field UTM",51.84978136,-123.609003,246.8014069,1172,1.9039433,7.87326622,"SBPS","xc",NA,1037584.089,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50418",2009,"Unknown","2009-07-30",67735.53928,40,"PLI",100,101,13.80000019,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,205.6088406,0.181965559312615,"W",0.080881404,"1"
"50",413,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,47,413,"",10,474057,5743825,"Field UTM",51.84463187,-123.3765977,65.55604553,1160,3.02076149,10.66978073,"SBPS","xc",NA,1023129.14,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Low","2017-07-07",13.16523024,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2013-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,396.6065779,1.83034190924303,"E",0.374842763,"3"
"51",417,"FDI, PLI",7,1400,1,1,5,0,1,200,1,0,0,0,6,1200,0,1,5,0,0,0,0,0,0,0,0,0,0,0,417,48,417,"",10,483063,5743453,"Field UTM",51.84163305,-123.2458469,266.6335449,1105,4.25734663,7.761694431,"IDF","dk",4,1024339.999,"TILL ","SHEMWELL","SL",100,"W",28,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",0.829686244,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2013-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,94.71645132,0.42561782493662,"W",0.37831039,"3"
"52",419,"FDI",7,1400,1,6,0,0,7,1400,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,49,419,"",10,491066,5743112,"Field UTM",51.83875248,-123.129672,216.119339,1190,11.45098209,11.22661209,"IDF","dk",4,1083441.982,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",34.17844637,32,"PLI",58,76,14.19999981,"FDI",39,87,17.39999962,"SX",3,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,150.0277244,0.00298676865671188,"S",0.875632763,"4"
"53",420,"PLI, SX",121,24200,22,76,23,0,0,0,0,0,0,0,120,24000,22,76,22,0,0,0,0,0,0,1,0,0,1,0,420,50,420,"",10,493063,5743027,"Field UTM",51.83801661,-123.100685,60.25511932,1266,4.031128883,7.816294193,"IDF","dk",4,1031586.772,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Unburned","2017-07-07",299.2979979,35,"PLI",50,67,12.30000019,"FDI",32,86,17.5,"SX",14,"AT",4,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.87827358035597,"E",0.19763216,"2"
"54",421,"FDI, PLI",54,10800,2,20,32,0,3,600,0,3,0,0,51,10200,2,17,32,0,0,0,0,0,0,0,0,0,0,0,421,51,421,"",10,496067,5742903,"Field UTM",51.83693094,-123.057083,32.57405853,1279,21.36001015,5.455673218,"IDF","dk",4,919731.055,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,"C50647",2017,"Medium","2017-07-07",468.239711,40,"FDI",60,87,15.89999962,"PLI",34,59,10.60000038,"AT",5,"SX",1,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,252.0510515,1.99988094301553,"N",0.598140657,"3"
