"","Card","SpeciesAll","total_count","total_tph","total_x0","total_x10","total_x30","total_x130","FDI_count","FDI_tph","FDI_x0","FDI_x10","FDI_x30","FDI_x130","PLI_count","PLI_tph","PLI_x0","PLI_x10","PLI_x30","PLI_x130","AT_count","AT_x0","AT_x10","AT_x30","AT_x130","SX_count","SX_x0","SX_x10","SX_x30","SX_x130","SampleSite_ID","UNIQUE_ID","Plot_ID","Contract","Zone","Easting","Northing","Coordinate_source","Latitude","Longitude","Aspect","Elevation","Slope","TWI","BEC_Zone","BEC_Subzone","BEC_Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","FIRE_NUMBER_1","FIRE_YEAR_1","BURN_SEVERITY_RATING_1","FIRE_DATE_1","PATCH_SIZE_1","CROWN_CLOSURE_1","SPECIES_CD_1_1","SPECIES_PCT_1_1","PROJ_AGE_1_1","PROJ_HEIGHT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","PROJ_AGE_2_1","PROJ_HEIGHT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","SPECIES_CD_5_1","SPECIES_PCT_5_1","SPECIES_CD_6_1","SPECIES_PCT_6_1","DISTURBANCE_TYPE_1","DISTURBANCE_DATE_1","HARVEST_DATE_1","FIRE_NUMBER_2","FIRE_YEAR_2","BURN_SEVERITY_RATING_2","FIRE_DATE_2","PATCH_SIZE_2","CROWN_CLOSURE_2","SPECIES_CD_1_2","SPECIES_PCT_1_2","PROJ_AGE_1_2","PROJ_HEIGHT_1_2","SPECIES_CD_2_2","SPECIES_PCT_2_2","PROJ_AGE_2_2","PROJ_HEIGHT_2_2","SPECIES_CD_3_2","SPECIES_PCT_3_2","SPECIES_CD_4_2","SPECIES_PCT_4_2","SPECIES_CD_5_2","SPECIES_PCT_5_2","SPECIES_CD_6_2","SPECIES_PCT_6_2","DISTURBANCE_TYPE_2","DISTURBANCE_DATE_2","HARVEST_DATE_2","DISTANCE_TO_PERIMETER","Beers_aspect","Azimuth","MEAN","BARC.x"
"218",1476,"AT, PLI",805,161000,0,29,776,0,0,0,0,0,0,0,792,158400,0,24,768,0,13,0,5,8,0,0,0,0,0,0,1476,212,1476,"",10,425671.8046,5784812.604,"Field lat/long",52.2087374,-124.0877865,45,1049,7.424621105,7.20553875,"IDF","dk",4,982778.2129,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",872.3744226,70,"PLI",100,68,3.900000095,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,533.6718995,1.97313839293303,"E",0.47110372,"3"
"219",1478,"AT, FDI, PLI",129,25800,0,0,75,54,4,800,0,0,0,4,21,4200,0,0,10,11,104,0,0,65,39,0,0,0,0,0,1478,213,1478,"",10,473707,5782792,"Field UTM",52.19495716,-123.3846717,180,1061,1.5,8.111728668,"SBPS","xc",NA,1027459.574,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C50186",2010,"Unknown","2010-07-27",16233.7919,60,"PLI",100,105,16.79999924,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","2005-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,294.1373396,0.14909647546588,"S",0.273567338,"2"
"220",1479,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,214,1479,"",10,424712.9534,5785851.452,"Field lat/long",52.2179454,-124.1020475,178.0250702,1069,14.50861835,7.228744984,"SBPS","xc",NA,1093714.947,"GLACIOLACUSTRINE ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",872.3744226,10,"PLI",90,195,15.80000019,"FDI",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,164.0664763,0.167705663252741,"S",0.396008879,"3"
"221",1481,"PLI",26,5200,0,0,26,0,0,0,0,0,0,0,26,5200,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1481,215,1481,"",10,426714.6897,5785766.8,"Field lat/long",52.21745439,-124.0727335,154.6538239,1060,5.25594902,6.857832909,"IDF","dk",4,1044540.368,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",872.3744226,10,"PLI",100,114,15.80000019,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,409.1221862,0.45588945994913,"S",0.309716597,"3"
"222",1482,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,216,1482,"",10,471747.9129,5783873.245,"Intended lat/long",52.20458109,-123.4134229,83.6598053,1057,2.263846397,8.393275261,"IDF","dk",4,1016450.731,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C50186",2010,"Unknown","2010-07-27",16233.7919,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2005-05-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,362.0344734,1.61607559552115,"E",0.063880257,"1"
"223",1484,"AT",14,2800,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,8,0,0,0,0,0,1484,402,1484,"",10,476512.2766,5801644.524,"Intended lat/long",52.36457492,-123.3449443,137.7263184,1198,7.43303442,10.62213326,"SBPS","xc",NA,1063787.573,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,20,"PLI",80,103,10.19999981,"AT",11,111,14.80000019,"FDI",5,"SX",4,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,581.5438096,0.723752069338356,"S",NA,NA
"224",1485,"AT, PLI",66,13200,2,25,38,1,0,0,0,0,0,0,65,13000,2,25,37,1,1,0,0,1,0,0,0,0,0,0,1485,217,1485,"CCR",10,431720.2039,5785553.973,"Field lat/long",52.21618438,-123.9994335,134.1930695,1006,25.1047802,7.596720219,"IDF","dk",4,1080932.379,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C50146",2015,"Medium","2014-08-02",4414.075131,20,"FDI",100,165,18.29999924,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,113.7690166,0.783506752799623,"E",0.536528627,"3"
"225",1487,"PLI",7,1400,0,0,0,7,0,0,0,0,0,0,7,1400,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1487,218,1487,"",10,471743,5783877,"Field UTM",52.2046146,-123.4134951,83.6598053,1057,2.263846397,8.393275261,"IDF","dk",4,1016450.731,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C50186",2010,"Unknown","2010-07-27",16233.7919,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2005-05-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,365.4492812,1.61607559552115,"E",0.062216558,"1"
"226",1498,"AT, PLI",13,2600,1,1,10,1,0,0,0,0,0,0,7,1400,1,1,5,0,6,0,0,5,1,0,0,0,0,0,1498,219,1498,"",10,428757.6618,5786679.014,"Field lat/long",52.22592239,-124.0430265,191.3099365,1047,2.549509764,11.60664368,"IDF","dk",4,1025310.759,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",4414.075131,20,"FDI",80,155,19.60000038,"PLI",20,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,341.7937135,0.0625963043445423,"S",0.481394758,"3"
"227",1500,"PLI",78,15600,0,6,72,0,0,0,0,0,0,0,78,15600,0,6,72,0,0,0,0,0,0,0,0,0,0,0,1500,403,1500,"",10,485519.6177,5801264.807,"Intended lat/long",52.36147318,-123.212646,4.398705482,1173,6.519202232,9.532813072,"SBPS","dc",NA,991068.7402,"GLACIOFLUVIAL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Unburned","2017-07-07",3432.304877,50,"PLI",90,100,15,"AT",10,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.8886875342117,"N",NA,NA
"228",1501,"PLI",20,4000,0,0,20,0,0,0,0,0,0,0,20,4000,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1501,404,1501,"",10,489522.8625,5801095.95,"Intended lat/long",52.36004625,-123.1538529,178.0250702,1277,7.254309177,6.535597801,"SBPS","dc",NA,1088257.403,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,15,"PLI",80,23,7.800000191,"AT",20,23,9.399999619,"",NA,"",NA,NA,NA,NA,NA,"","","1992-10-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,245.3042422,0.167705663252741,"S",NA,NA
"229",1502,"AT",82,16400,0,0,12,70,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,12,70,0,0,0,0,0,1502,405,1502,"",10,414500.6068,5805249.322,"Intended lat/long",52.39080973,-124.2564251,225,1175,1.414213538,8.170619965,"SBPS","xc",NA,1038577.383,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,35,"PLI",97,77,9.399999619,"SX",3,133,14.39999962,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,826.7082561,0.0268616070669708,"W",NA,NA
"230",1503,"AT, PLI",98,19600,0,0,75,23,0,0,0,0,0,0,4,800,0,0,3,1,94,0,0,72,22,0,0,0,0,0,1503,406,1503,"",10,415501.5424,5805207.359,"Intended lat/long",52.39058795,-124.2417094,222.7093964,1233,8.845903397,7.030385971,"SBPS","xc",NA,1076093.622,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,37,"PLI",97,102,11.10000038,"AT",2,104,14.39999962,"SX",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,917.0125321,0.018437728076507,"S",NA,NA
"231",1504,"FDI, PLI",9,1800,0,2,6,1,1,200,0,1,0,0,8,1600,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1504,407,1504,"",10,417503.3899,5805123.422,"Intended lat/long",52.3901388,-124.2122787,135,1113,1.060660124,11.16635227,"SBPS","xc",NA,1028501.308,"GLACIOFLUVIAL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10784",2017,"Medium","2017-07-07",6750.045527,27,"PLI",96,108,11.80000019,"SX",3,86,10,"AT",1,"",NA,NA,NA,NA,NA,"IBM","2003-08-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,192.6082139,0.769779088265812,"S",NA,NA
"232",1505,"PLI",315,63000,0,12,303,0,0,0,0,0,0,0,315,63000,0,12,303,0,0,0,0,0,0,0,0,0,0,0,1505,220,1505,"",10,436764.9112,5786341.323,"Field lat/long",52.22386437,-123.9257505,261.5288696,1002,11.87960434,7.988280773,"IDF","dk",4,1012273.821,"TILL ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,"C50146",2015,"Low","2014-08-02",0.848436683,70,"PLI",100,95,10.19999981,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","2005-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,758.5547268,0.355061663478854,"W",0.301395014,"3"
"233",1507,"AT, FDI, PLI",52,10400,0,0,29,23,3,600,0,0,0,3,16,3200,0,0,8,8,33,0,0,21,12,0,0,0,0,0,1507,221,1507,"",10,469788,5784958,"Field UTM",52.21422948,-123.442199,260.0958252,1041,15.98827648,6.438484669,"IDF","dk",4,1019712.796,"GLACIOFLUVIAL ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,"C50186",2010,"Unknown","2010-07-27",16233.7919,25,"FDI",100,260,22.29999924,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,649.52825,0.336150837873282,"W",0.346620232,"3"
"234",1508,"PLI",14,2800,0,3,1,10,0,0,0,0,0,0,14,2800,0,3,1,10,0,0,0,0,0,0,0,0,0,0,1508,222,1508,"",10,474797,5784749,"Field UTM",52.21260239,-123.3688708,11.30993271,1088,2.549509764,8.967586517,"SBPS","xc",NA,1006555.31,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"TYEE","SL",40,"MW",20,"","-",NA,"",NA,"C50186",2010,"Unknown","2010-07-27",16233.7919,10,"PLI",90,20,2.900000095,"AT",10,20,4,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,104.5306012,1.93740367261978,"N",0.467103183,"3"
"235",1510,"PLI",430,86000,0,15,415,0,0,0,0,0,0,0,430,86000,0,15,415,0,0,0,0,0,0,0,0,0,0,0,1510,223,1510,"",10,425796.4417,5787801.724,"Field lat/long",52.23562339,-124.0866185,258.6900635,1120,3.824264526,7.175827026,"SBPS","xc",NA,1029939.263,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",4414.075131,70,"PLI",100,75,7.5,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","2007-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,145.3293757,0.318003447252862,"W",0.370707542,"3"
"236",1511,"PLI",360,72000,0,0,360,0,0,0,0,0,0,0,360,72000,0,0,360,0,0,0,0,0,0,0,0,0,0,0,1511,224,1511,"",10,428456.5304,5898991.768,"Field lat/long",53.23538436,-124.0719132,358.0250549,1059,7.254309177,8.145035744,"SBPS","dc",NA,972849.6281,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C10970",2017,"Unburned","2017-07-10",391.2652544,7,"PLI",100,135,21.5,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","2003-07-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,-1,1.83229418872045,"N",0.215699486,"2"
"237",1514,"AT, PLI",34,6800,0,1,27,6,0,0,0,0,0,0,1,200,0,0,1,0,33,0,1,26,6,0,0,0,0,0,1514,408,1514,"",10,476554.5877,5802641.133,"Intended lat/long",52.37353648,-123.3443926,167.0053864,1246,3.335416079,7.312595844,"SBPS","xc",NA,1062055.599,"TILL ","TYEE","SL",60,"MW",20,"SALT LAKE","SIL",40,"W",19,"","-",NA,"",NA,"C10784",2017,"Medium","2017-07-07",7370.614425,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2013-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,181.0004579,0.289010701396956,"S",NA,NA
"238",1518,"PLI",21,4200,0,14,7,0,0,0,0,0,0,0,21,4200,0,14,7,0,0,0,0,0,0,0,0,0,0,0,1518,225,1518,"",10,435810.6433,5787382.816,"Field lat/long",52.23311638,-123.9399165,352.2348328,1018,11.10180187,6.110085964,"IDF","dk",4,941329.5533,"TILL ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,"C50146",2015,"Low","2014-08-02",208.2789827,20,"PLI",100,133,14.69999981,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1979-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,31.97948517,1.77212293167262,"N",0.212938055,"2"
"239",1522,"PLI",85,17000,14,33,38,0,0,0,0,0,0,0,85,17000,14,33,38,0,0,0,0,0,0,0,0,0,0,0,1522,226,1522,"",10,439808.6191,5787214.887,"Field lat/long",52.23205837,-123.8813525,47.86240387,1029,7.079901218,6.559933662,"SBPS","xc",NA,984264.7431,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,"C50146",2015,"Low","2014-08-02",383.6436736,70,"PLI",100,105,12,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","2005-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,657.806952,1.96042756888345,"E",0.166988872,"2"
"240",1526,"PLI",18,3600,0,3,2,13,0,0,0,0,0,0,18,3600,0,3,2,13,0,0,0,0,0,0,0,0,0,0,1526,227,1526,"",10,474828,5785744,"Field UTM",52.2215493,-123.3684911,276.3401794,1096,2.263846397,7.700128078,"SBPS","xc",NA,1021699.368,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,"C50186",2010,"Unknown","2010-07-27",16233.7919,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","2005-05-17","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,133.3621191,0.571857399875646,"W",-0.183182761,"1"
"241",1527,"PLI",404,80800,0,101,303,0,0,0,0,0,0,0,404,80800,0,101,303,0,0,0,0,0,0,0,0,0,0,0,1527,228,1527,"",10,425838.9111,5788798.643,"Field lat/long",52.24459039,-124.0862155,0,1125,2,8.92265892,"SBPS","xc",NA,1014919.351,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",4414.075131,20,"PLI",100,145,16.29999924,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,1044.911101,1.85090352453412,"N",0.391799092,"3"
"242",1529,"PLI",664,132800,0,12,652,0,0,0,0,0,0,0,664,132800,0,12,652,0,0,0,0,0,0,0,0,0,0,0,1529,229,1529,"",10,427840.0171,5788714.984,"Field lat/long",52.24410439,-124.0568935,26.56505203,1119,2.23606801,7.712474346,"SBPS","xc",NA,1013616.889,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",4414.075131,20,"PLI",100,155,16.10000038,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,453.9284947,1.99600238600509,"N",0.277873198,"3"
"243",1531,"AT, FDI, PLI",35,7000,1,0,9,25,1,200,1,0,0,0,3,600,0,0,3,0,31,0,0,6,25,0,0,0,0,0,1531,409,1531,"",10,478556.239,5802556.776,"Intended lat/long",52.37286009,-123.3149852,110.3764343,1249,9.334076881,6.283521652,"SBPS","dc",NA,1058124.682,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,"C10784",2017,"Low","2017-07-07",0.915342999,10,"PLI",100,25,4.599999905,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","1989-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,348.379857,1.19617697866467,"E",NA,NA
"244",1535,"AT, PLI",19,3800,0,0,0,19,0,0,0,0,0,0,18,3600,0,0,0,18,1,0,0,0,1,0,0,0,0,0,1535,230,1535,"",10,467868,5787040,"Field UTM",52.23283868,-123.4704979,233.3658905,1061,12.15010262,6.019855976,"IDF","dk",4,1052720.829,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,"C50186",2010,"Unknown","2010-07-27",16233.7919,35,"FDI",100,310,24.20000076,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,92.88693884,0.0707124283306554,"W",0.379049167,"3"
"245",1538,"PLI",2,400,0,2,0,0,0,0,0,0,0,0,2,400,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1538,231,1538,"",10,470873,5786906,"Field UTM",52.23180115,-123.4264865,149.0362396,1070,8.746427536,6.348547935,"IDF","dk",4,1059432.076,"GLACIOFLUVIAL ","SALT LAKE","SIL",85,"W",19,"ALIX","SL",15,"R",37,"","-",NA,"",NA,"C50186",2010,"Unknown","2010-07-27",16233.7919,30,"PLI",90,210,22.20000076,"SX",10,150,25.10000038,"",NA,"",NA,NA,NA,NA,NA,"IBM","2005-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,94.77614475,0.540632240691361,"S",0.138186256,"2"
"246",1539,"PLI",399,79800,0,83,301,15,0,0,0,0,0,0,399,79800,0,83,301,15,0,0,0,0,0,0,0,0,0,0,1539,232,1539,"",10,473870,5786778,"Field UTM",52.23080077,-123.3825948,203.1985931,1096,1.9039433,9.952708244,"SBPS","xc",NA,1032947.399,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,"C50186",2010,"Unknown","2010-07-27",16233.7919,80,"PLI",90,60,14.89999962,"SX",5,60,17.5,"AT",5,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,576.116309,0.0109617783709089,"S",0.082942003,"1"
"247",1540,"PLI",46,9200,1,14,26,5,0,0,0,0,0,0,46,9200,1,14,26,5,0,0,0,0,0,0,0,0,0,0,1540,233,1540,"",10,475877,5786695,"Field UTM",52.23014615,-123.353203,135,1109,1.767766953,7.947476387,"SBPS","xc",NA,1032401.693,"GLACIOFLUVIAL ","SALT LAKE","SIL",60,"W",19,"ALIX","SL",25,"R",37,"HAWKS","SIL",15,"R",25,"C50186",2010,"Unknown","2010-07-27",16233.7919,25,"PLI",100,210,20.20000076,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM","2004-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,456.5323148,0.769779088265812,"S",0.118172698,"2"
"248",1542,"PLI",184,36800,0,21,163,0,0,0,0,0,0,0,184,36800,0,21,163,0,0,0,0,0,0,0,0,0,0,0,1542,234,1542,"",10,426885.7412,5789758.03,"Field lat/long",52.25335439,-124.0710935,237.5288086,1120,6.519202232,8.028736115,"SBPS","xc",NA,1044496.948,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",4414.075131,50,"PLI",100,105,14.10000038,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"IBM  ","1985-01-01","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,170.8469739,0.0999768276090728,"W",0.419755727,"3"
"249",1544,"PLI",3,600,0,0,2,1,0,0,0,0,0,0,3,600,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1544,235,1544,"",10,428885.5608,5789668.796,"Field lat/long",52.25281439,-124.0417835,160.7693329,1178,11.38529778,8.857459068,"IDF","dk",4,1090396.72,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Medium","2014-08-02",4414.075131,10,"FDI",60,55,9.699999809,"AT",20,NA,NA,"PLI",20,"",NA,NA,NA,NA,NA,"","","1967-01-01","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,469.262643,0.369603102482942,"S",0.648930609,"3"
"250",1552,"FDI",161,32200,161,0,0,0,161,32200,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,236,1552,"",10,430927.4045,5790580.992,"Field lat/long",52.26127438,-124.0120635,20.77225494,1092,7.754031181,6.468980312,"IDF","dk",4,976273.8152,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,"C50146",2015,"Low","2014-08-02",89.04909031,30,"FDI",100,192,22.5,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","","","",NA,"","",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA,236.7769414,1.98190035903801,"N",0.27169146,"2"
