"","Card","SpeciesAll","total_count","total_tph","total_x0","total_x10","total_x30","total_x130","FDI_count","FDI_tph","FDI_x0","FDI_x10","FDI_x30","FDI_x130","PLI_count","PLI_tph","PLI_x0","PLI_x10","PLI_x30","PLI_x130","NonCon_count","NonCon_x0","NonCon_x10","NonCon_x30","NonCon_x130","SX_count","SX_x0","SX_x10","SX_x30","SX_x130"
"377",2200,"NonCon, PLI",2849,569800,186,2223,440,0,0,0,0,0,0,0,2842,568400,186,2216,440,0,7,0,7,0,0,0,0,0,0,0
"378",2202,"NonCon, PLI",587,117400,74,425,88,0,0,0,0,0,0,0,492,98400,63,367,62,0,95,11,58,26,0,0,0,0,0,0
"379",2205,"NonCon, PLI, SX",30,6000,2,1,18,9,0,0,0,0,0,0,2,400,1,1,0,0,27,0,0,18,9,1,1,0,0,0
"380",2208,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",2210,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",2211,"PLI",325,65000,29,146,150,0,0,0,0,0,0,0,325,65000,29,146,150,0,0,0,0,0,0,0,0,0,0,0
"383",2212,"PLI",69,13800,0,26,43,0,0,0,0,0,0,0,69,13800,0,26,43,0,0,0,0,0,0,0,0,0,0,0
"384",2213,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385",2251,"PLI",58,11600,0,32,26,0,0,0,0,0,0,0,58,11600,0,32,26,0,0,0,0,0,0,0,0,0,0,0
"386",2253,"SX",3,600,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2
"387",2269,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",2271,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",2272,"PLI",14,2800,1,10,3,0,0,0,0,0,0,0,14,2800,1,10,3,0,0,0,0,0,0,0,0,0,0,0
"390",2311,"PLI",20,4000,7,9,4,0,0,0,0,0,0,0,20,4000,7,9,4,0,0,0,0,0,0,0,0,0,0,0
"391",2312,"PLI, SX",90,18000,16,62,12,0,0,0,0,0,0,0,79,15800,11,56,12,0,0,0,0,0,0,11,5,6,0,0
"392",2317,"PLI",134,26800,0,67,67,0,0,0,0,0,0,0,134,26800,0,67,67,0,0,0,0,0,0,0,0,0,0,0
"393",2318,"PLI",105,21000,11,50,44,0,0,0,0,0,0,0,105,21000,11,50,44,0,0,0,0,0,0,0,0,0,0,0
"394",2334,"PLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",2336,"PLI",87,17400,87,0,0,0,0,0,0,0,0,0,87,17400,87,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",2378,"PLI",117,23400,3,9,105,0,0,0,0,0,0,0,117,23400,3,9,105,0,0,0,0,0,0,0,0,0,0,0
"397",2379,"PLI",522,104400,0,112,410,0,0,0,0,0,0,0,522,104400,0,112,410,0,0,0,0,0,0,0,0,0,0,0
"398",2380,"PLI",109,21800,0,59,50,0,0,0,0,0,0,0,109,21800,0,59,50,0,0,0,0,0,0,0,0,0,0,0
"399",2412,"NonCon, PLI",124,24800,0,11,113,0,0,0,0,0,0,0,123,24600,0,11,112,0,1,0,0,1,0,0,0,0,0,0
"400",2414,"NonCon",7,1400,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,2,0,0,0,0,0
"401",2460,"PLI",193,38600,0,11,182,0,0,0,0,0,0,0,193,38600,0,11,182,0,0,0,0,0,0,0,0,0,0,0
"402",2523,"PLI",35,7000,0,5,30,0,0,0,0,0,0,0,35,7000,0,5,30,0,0,0,0,0,0,0,0,0,0,0
"403",2626,"PLI",369,73800,254,115,0,0,0,0,0,0,0,0,369,73800,254,115,0,0,0,0,0,0,0,0,0,0,0,0
"404",2644,"NonCon, PLI",79,15800,0,26,53,0,0,0,0,0,0,0,76,15200,0,23,53,0,3,0,3,0,0,0,0,0,0,0
"405",2646,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",2647,"PLI",342,68400,12,220,110,0,0,0,0,0,0,0,342,68400,12,220,110,0,0,0,0,0,0,0,0,0,0,0
"407",2662,"NonCon, PLI",44,8800,0,9,29,6,0,0,0,0,0,0,6,1200,0,2,4,0,38,0,7,25,6,0,0,0,0,0
"408",2664,"PLI",87,17400,0,1,86,0,0,0,0,0,0,0,87,17400,0,1,86,0,0,0,0,0,0,0,0,0,0,0
"409",11111,"NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
