"","ID1","ID2","Year","MAT","MWMT","MAP","NFFD","PAS","AHM","SHM","Tave_sp","Tave_sm","Tmax_sp","Tmax_sm","Tmin_sp","Tmin_sm","NFFD_sp","PAS_sp","PAS_wt","PPT_sm"
"650",812,2017,1,3.9,15.7,453,152,170,30.7,79.4,4.3,14,11,22.1,-2.5,6,33,38,97,119
"651",815,2017,1,4.9,16.9,401,168,130,37.2,89.7,5.5,15.3,12.4,23.6,-1.3,7,39,26,81,117
"652",857,2017,1,3.4,15,467,143,185,28.7,74.4,3.6,13.3,10.4,21.3,-3.1,5.4,29,43,101,120
"653",859,2017,1,3.5,15.1,467,145,184,28.9,75.2,3.7,13.5,10.5,21.5,-3,5.4,30,43,103,121
"654",860,2017,1,3.5,15.1,470,146,185,28.8,74.9,3.8,13.5,10.5,21.5,-2.9,5.5,30,43,104,121
"655",900,2017,1,3.6,15.3,462,147,179,29.5,76.2,3.9,13.7,10.8,21.8,-2.9,5.6,31,42,99,120
"656",903,2017,1,3.6,15.2,466,147,179,29.1,74.5,3.9,13.6,10.6,21.6,-2.9,5.5,31,41,100,123
"657",939,2017,1,3.8,15.5,459,150,176,30,77.2,4.1,13.9,10.9,22,-2.7,5.8,32,40,99,121
"658",949,2017,1,3.7,15.4,491,149,189,28,73.6,4,13.8,10.8,21.9,-2.8,5.6,31,42,109,129
"659",981,2017,1,3.6,15.3,461,148,176,29.6,75.3,3.9,13.7,10.6,21.8,-2.8,5.7,31,41,98,122
"660",988,2017,1,3.8,15.6,476,150,180,29.1,75.9,4.2,14,11,22.2,-2.7,5.7,32,40,104,127
"661",1022,2017,1,3.9,15.7,477,150,181,29,75.8,4.2,14,11,22.2,-2.7,5.8,32,40,105,127
"662",1024,2017,1,3.6,15.3,512,147,202,26.6,71.3,3.9,13.7,10.7,21.8,-2.9,5.5,31,44,117,133
"663",1045,2017,1,3.7,15.6,446,150,166,30.8,78,4,14,10.8,22,-2.7,5.9,32,38,94,121
"664",1049,2017,1,3.8,15.6,483,149,185,28.5,74.9,4,13.9,10.9,22.1,-2.8,5.7,31,41,107,128
"665",1050,2017,1,3.7,15.4,498,147,194,27.4,72.8,3.9,13.7,10.7,21.9,-2.9,5.6,31,43,112,131
"666",1053,2017,1,3.5,15.2,519,146,205,26,69.3,3.7,13.5,10.5,21.6,-3,5.5,30,44,118,135
"667",1075,2017,1,4.6,16.7,414,164,143,35.4,89.3,5.2,15.1,12,23.3,-1.7,6.9,37,30,86,117
"668",1080,2017,1,3.8,15.6,489,149,188,28.1,74.6,4,13.9,10.9,22.1,-2.8,5.7,31,42,109,129
"669",1109,2017,1,4.6,16.8,397,164,138,36.8,92.6,5.2,15.2,12.1,23.3,-1.7,7,37,29,84,114
"670",1110,2017,1,4.9,17,379,168,128,39.2,97.3,5.5,15.5,12.5,23.7,-1.4,7.2,39,26,81,111
"671",1111,2017,1,3,14.1,522,138,223,24.9,67.7,3.1,12.5,9.6,20.3,-3.5,4.7,27,51,120,124
"672",1113,2017,1,3.7,15.5,498,148,192,27.6,72.9,4,13.9,10.8,22.1,-2.9,5.7,31,43,112,132
"673",1114,2017,1,3.5,15.3,512,146,203,26.4,70.6,3.7,13.6,10.5,21.8,-3.1,5.5,30,45,117,134
"674",1115,2017,1,3.4,15.1,524,145,207,25.6,67.8,3.6,13.5,10.4,21.5,-3.1,5.5,30,45,119,137
"675",1139,2017,1,3.5,15.3,455,146,176,29.6,75.5,3.7,13.6,10.5,21.7,-3,5.6,30,41,97,121
"676",1142,2017,1,4.9,17.2,382,169,130,39,97.7,5.6,15.6,12.6,23.8,-1.4,7.3,39,27,81,111
"677",1144,2017,1,3.9,15.8,476,151,179,29.2,76.3,4.2,14.2,11.1,22.4,-2.7,5.9,32,40,104,128
"678",1145,2017,1,3.8,15.7,488,150,186,28.3,74.6,4.1,14,11,22.2,-2.8,5.8,32,41,109,130
"679",1148,2017,1,3.6,15.5,508,147,198,26.8,71.3,3.9,13.8,10.7,22,-3,5.6,31,43,116,134
"680",1153,2017,1,1.9,14,487,125,223,24.6,71.2,1.4,12.4,8.3,20.5,-5.6,4.3,22,58,111,119
"681",1180,2017,1,3.8,15.7,486,150,185,28.4,74.3,4.1,14,10.9,22.2,-2.8,5.9,32,41,108,129
"682",1182,2017,1,3.6,15.5,508,148,197,26.9,71.2,3.9,13.8,10.7,22,-3,5.7,31,43,115,133
"683",1185,2017,1,3.4,15.1,528,144,209,25.3,66.7,3.5,13.5,10.2,21.5,-3.2,5.4,30,46,120,138
"684",1186,2017,1,3.4,15.1,529,145,208,25.3,66.9,3.6,13.5,10.3,21.5,-3.1,5.5,30,46,120,139
"685",1192,2017,1,2.1,14.2,489,127,226,24.8,74,1.5,12.7,8.6,20.9,-5.5,4.5,22,58,114,117
"686",1214,2017,1,3.6,15.5,448,149,169,30.4,76.6,3.9,13.9,10.6,22,-2.9,5.8,31,39,95,121
"687",1219,2017,1,4.8,17.1,381,168,130,38.9,97.4,5.5,15.6,12.5,23.8,-1.5,7.3,39,27,80,112
"688",1220,2017,1,3.3,15,502,146,197,26.5,68.8,3.5,13.4,10.1,21.3,-3.1,5.4,30,42,112,133
"689",1221,2017,1,3.4,15.1,512,146,201,26.2,68.8,3.6,13.5,10.4,21.6,-3.1,5.5,30,44,115,134
"690",1222,2017,1,3.3,15,521,144,205,25.6,66.9,3.5,13.4,10.2,21.4,-3.2,5.4,30,44,118,137
"691",1225,2017,1,3.1,14.7,537,141,216,24.4,64.1,3.2,13.1,9.8,21,-3.5,5.1,29,47,124,141
"692",1253,2017,1,3.8,15.7,428,152,156,32.2,80,4.1,14.1,10.9,22.2,-2.7,6.1,32,35,88,119
"693",1257,2017,1,3.2,14.9,503,146,197,26.3,67.7,3.4,13.3,9.9,21.1,-3.2,5.4,30,43,111,133
"694",1258,2017,1,2.7,14.3,517,144,210,24.6,63.5,2.8,12.7,8.9,20.2,-3.4,5.3,29,44,116,136
"695",1259,2017,1,3.2,14.9,528,143,208,25,64.9,3.4,13.3,10.1,21.3,-3.3,5.3,29,45,118,138
"696",1261,2017,1,2.5,14,544,140,224,23,59.4,2.5,12.4,8.7,19.8,-3.7,5.1,28,47,124,142
"697",1264,2017,1,3,14.6,542,140,219,24,62.6,3,13,9.7,20.9,-3.6,5,28,47,125,142
"698",1294,2017,1,3.1,14.7,510,145,199,25.7,65.3,3.3,13.2,9.8,21,-3.3,5.4,30,43,111,136
"699",1295,2017,1,2.9,14.4,524,143,210,24.5,62.8,2.9,12.9,9.2,20.5,-3.4,5.2,29,44,117,138
"700",1298,2017,1,2.5,14.1,554,140,228,22.6,58.4,2.5,12.5,8.8,19.9,-3.7,5.1,27,49,125,145
"701",1299,2017,1,2.5,13.9,552,138,230,22.6,58.2,2.4,12.3,8.8,19.8,-3.9,4.9,27,49,125,144
"702",1333,2017,1,5.2,17.6,370,173,122,41.1,102.4,6,16.1,13.1,24.4,-1.2,7.7,40,24,77,111
"703",1335,2017,1,3.2,14.8,519,144,201,25.4,64.5,3.3,13.3,10,21.2,-3.3,5.3,29,42,116,138
"704",1340,2017,1,2.8,14.3,548,138,222,23.4,60.4,2.8,12.8,9.4,20.6,-3.7,4.9,28,48,126,144
"705",1341,2017,1,2.9,14.4,549,139,222,23.5,61,2.9,12.8,9.5,20.7,-3.7,5,28,48,126,144
"706",1364,2017,1,5,17.3,378,168,128,39.6,99.4,5.6,15.7,12.7,24.1,-1.5,7.4,39,26,79,111
"707",1367,2017,1,2.6,14.1,547,136,223,23.1,59.1,2.6,12.5,9.1,20.3,-3.9,4.8,27,47,125,144
"708",1398,2017,1,2.8,14.3,533,139,211,24,60.3,2.8,12.8,9.3,20.6,-3.8,5,28,45,119,143
"709",1400,2017,1,2.6,14,552,136,225,22.8,58.1,2.5,12.5,9,20.2,-4,4.7,27,47,127,147
"710",1413,2017,1,2.8,14.4,524,140,205,24.5,61.2,2.9,12.9,9.4,20.7,-3.7,5.1,28,43,117,142
"711",1425,2017,1,2.7,14.2,533,138,213,23.8,59.8,2.7,12.7,9.2,20.4,-3.8,5,27,45,121,145
"712",1484,2017,1,2.2,14.1,493,132,202,24.8,63.9,2.2,12.6,8.9,20.3,-4.5,4.9,25,44,113,138
"713",1500,2017,1,2.4,14.4,506,134,210,24.4,64.5,2.3,12.9,9,20.5,-4.5,5.3,25,46,120,139
"714",1501,2017,1,2,13.9,521,128,220,23,59.8,1.8,12.3,8.4,19.8,-4.9,4.9,23,49,123,144
"715",1502,2017,1,2.3,14.3,468,128,211,26.4,77.6,1.7,12.7,8.6,21,-5.1,4.4,23,55,103,110
"716",1503,2017,1,2.1,14,466,125,212,26,75.6,1.5,12.4,8.3,20.6,-5.3,4.2,22,56,101,110
"717",1504,2017,1,2.6,14.7,460,132,202,27.3,79.4,2.1,13.1,9.1,21.5,-4.9,4.7,24,53,101,110
"718",1511,2017,1,2.5,15.3,526,146,251,23.8,81.9,1.7,13.7,8.4,20.8,-5,6.6,27,57,145,110
"719",1531,2017,1,2,13.8,497,129,207,24.2,61.8,1.9,12.3,8.6,19.9,-4.8,4.7,24,45,114,140
"720",1589,2017,1,2.8,14.9,456,137,175,28.1,70.4,2.9,13.4,9.8,21.6,-4.1,5.2,27,39,96,128
"721",1590,2017,1,2.8,14.9,457,136,176,27.9,70.3,2.8,13.3,9.7,21.4,-4.2,5.2,27,39,97,128
"722",1602,2017,1,2.7,14.9,458,136,177,27.8,70,2.7,13.3,9.7,21.4,-4.2,5.2,26,39,97,129
"723",1612,2017,1,2.8,14.8,455,135,175,28,70.2,2.7,13.3,9.8,21.6,-4.3,5,26,39,95,127
"724",1615,2017,1,2.7,14.9,458,136,177,27.7,69.8,2.7,13.3,9.7,21.4,-4.2,5.2,26,39,97,129
"725",1625,2017,1,2.9,15,455,136,175,28.3,71.4,2.9,13.5,10,21.9,-4.2,5.1,27,39,96,127
"726",1627,2017,1,2.7,14.9,461,136,179,27.5,69.7,2.7,13.3,9.6,21.3,-4.2,5.3,26,40,98,130
"727",1631,2017,1,2.4,14.4,494,134,200,25,64,2.3,12.9,9,20.5,-4.4,5.3,25,44,112,139
"728",1634,2017,1,2.2,14.1,504,131,207,24.1,61.5,2.1,12.6,8.7,20.1,-4.6,5.1,24,45,116,141
"729",1635,2017,1,2.1,14.1,508,131,209,23.9,61.2,2,12.5,8.7,20,-4.6,5.1,24,46,117,142
"730",1637,2017,1,2.8,15,460,137,178,27.8,70.6,2.8,13.4,9.8,21.6,-4.2,5.3,27,40,97,129
"731",1640,2017,1,2.6,14.8,463,136,182,27.3,69.3,2.6,13.2,9.5,21.2,-4.3,5.2,26,42,99,131
"732",1647,2017,1,2.2,14.2,497,132,202,24.6,62.8,2.1,12.7,8.8,20.2,-4.6,5.1,25,44,113,140
"733",1648,2017,1,2,13.8,501,128,208,23.9,60.8,1.8,12.3,8.4,19.7,-4.8,4.8,23,45,115,140
"734",1649,2017,1,2.2,14.1,507,131,208,24,61.4,2.1,12.6,8.7,20.1,-4.6,5.1,25,46,116,142
"735",1651,2017,1,2,13.8,515,128,216,23.2,59.7,1.8,12.2,8.4,19.7,-4.8,4.8,24,47,120,143
"736",1662,2017,1,2.4,14.4,481,134,192,25.8,65.4,2.4,12.9,9.1,20.7,-4.4,5.1,26,42,107,136
"737",1663,2017,1,2.4,14.3,486,134,195,25.4,64.5,2.3,12.8,9,20.5,-4.4,5.2,26,43,108,138
"738",1665,2017,1,2.1,14,499,130,206,24.2,62.2,1.9,12.5,8.6,20,-4.7,4.9,24,45,114,140
"739",1666,2017,1,2,13.8,500,128,207,23.9,61.1,1.8,12.3,8.4,19.8,-4.8,4.8,23,45,115,140
"740",1672,2017,1,2.8,15,456,136,176,28.2,71.4,2.8,13.5,9.9,21.7,-4.2,5.2,27,39,96,128
"741",1674,2017,1,2.6,14.8,463,136,181,27.3,69.6,2.7,13.2,9.6,21.3,-4.3,5.2,26,42,99,130
"742",1675,2017,1,2.6,14.8,463,135,182,27.2,69.4,2.6,13.2,9.5,21.2,-4.3,5.2,26,42,99,130
"743",1678,2017,1,2.3,14.2,486,132,197,25.3,64.3,2.2,12.7,8.9,20.4,-4.5,5,25,44,108,137
"744",1679,2017,1,2.2,14.2,499,132,204,24.5,63.2,2.1,12.7,8.8,20.3,-4.6,5.1,25,44,115,140
"745",1685,2017,1,1.8,13.6,515,126,219,22.9,58.8,1.5,12,8.1,19.4,-5,4.6,23,47,121,143
"746",1686,2017,1,1.8,13.5,519,125,220,22.7,58,1.5,12,8.1,19.4,-5,4.6,23,47,122,144
"747",1702,2017,1,2.2,14.2,499,131,205,24.4,63.1,2,12.6,8.7,20.2,-4.6,5.1,24,44,115,140
"748",1705,2017,1,2.1,14,512,130,215,23.6,61.2,1.9,12.4,8.5,19.9,-4.7,5,24,47,121,141
"749",1706,2017,1,2,13.8,515,128,216,23.2,59.7,1.7,12.3,8.3,19.7,-4.8,4.8,23,47,121,143
"750",1707,2017,1,1.9,13.8,519,128,218,23,59.1,1.7,12.2,8.3,19.7,-4.9,4.8,23,47,122,144
"751",1708,2017,1,2,13.9,522,129,218,23.1,59.5,1.9,12.4,8.5,19.9,-4.8,4.9,24,47,123,144
"752",1723,2017,1,2.3,14.2,497,132,204,24.7,63.7,2.2,12.7,8.9,20.3,-4.5,5,25,44,114,139
"753",1738,2017,1,2.3,14.3,465,128,209,26.5,77.1,1.8,12.7,8.7,21,-5.1,4.4,23,55,101,110
"754",1754,2017,1,2.3,14.3,493,134,201,25,64.5,2.3,12.8,9,20.5,-4.4,5,26,44,113,138
"755",1757,2017,1,2,13.8,497,129,207,24.2,62.2,1.9,12.3,8.5,19.9,-4.8,4.7,24,45,115,139
"756",1759,2017,1,2,13.8,498,128,208,24.1,62.1,1.8,12.3,8.5,19.8,-4.8,4.8,24,46,115,139
"757",1760,2017,1,2.4,14.4,506,134,210,24.4,64.5,2.3,12.9,9,20.5,-4.5,5.3,25,46,120,139
"758",1761,2017,1,2,13.9,521,128,220,23,59.9,1.8,12.3,8.4,19.8,-4.9,4.9,23,49,123,144
"759",1770,2017,1,2.3,14.3,468,128,211,26.4,77.6,1.7,12.7,8.6,21,-5.1,4.4,23,55,103,110
"760",1771,2017,1,2.1,14,466,125,212,26,75.6,1.5,12.4,8.3,20.6,-5.3,4.2,22,56,101,110
"761",1772,2017,1,2.6,14.7,460,132,202,27.3,79.4,2.1,13.1,9.1,21.5,-4.9,4.7,24,53,101,110
"762",1789,2017,1,2,13.8,494,129,205,24.4,62.5,1.9,12.4,8.6,20,-4.8,4.8,24,45,113,138
"763",1791,2017,1,2,13.8,497,129,207,24.2,61.8,1.9,12.3,8.6,19.9,-4.8,4.7,24,45,114,140
"764",1792,2017,1,2.3,14.3,507,133,212,24.2,63.8,2.1,12.7,8.8,20.3,-4.6,5.2,25,46,121,140
"765",1793,2017,1,2.1,14.1,510,130,214,23.7,62.1,1.9,12.5,8.6,20,-4.7,5,24,46,121,142
"766",1794,2017,1,2,13.9,514,128,216,23.3,60.5,1.8,12.3,8.4,19.8,-4.9,4.9,23,47,122,142
"767",1795,2017,1,2,13.8,516,128,217,23.3,60.5,1.8,12.3,8.4,19.8,-4.9,4.9,23,47,122,143
"768",1798,2017,1,2.2,14.2,524,131,219,23.2,60.9,2,12.6,8.7,20.1,-4.7,5.2,24,48,125,145
"769",1805,2017,1,2.4,14.5,474,130,215,26.2,78.5,1.9,12.9,8.8,21.3,-5,4.5,24,57,106,111
"770",1816,2017,1,2.2,14.2,457,127,199,26.7,74.6,1.7,12.6,8.5,20.8,-5.2,4.3,23,50,98,113
"771",1825,2017,1,2.2,14.2,486,132,200,25.2,65.3,2.2,12.7,8.9,20.4,-4.6,4.9,25,44,111,137
"772",1833,2017,1,1.9,13.7,516,127,218,23.1,59.7,1.7,12.1,8.3,19.5,-4.9,4.7,23,47,122,142
"773",1835,2017,1,2.1,14.1,527,130,224,22.9,60.5,1.9,12.5,8.6,20,-4.7,5.1,24,48,127,145
"774",1844,2017,1,2.7,14.9,457,134,201,27.7,81.5,2.2,13.3,9.3,21.7,-4.8,4.8,25,52,102,108
"775",1845,2017,1,2.6,14.8,458,133,201,27.6,80.7,2.2,13.2,9.2,21.7,-4.8,4.8,25,53,102,109
"776",1889,2017,1,2.6,14.7,465,132,209,27,80.7,2.1,13.1,9.1,21.5,-4.9,4.7,24,54,104,109
"777",1916,2017,1,2.1,14,487,130,203,24.9,64.8,2,12.5,8.7,20.2,-4.8,4.8,24,45,112,136
"778",1931,2017,1,2.3,14.3,519,134,217,23.6,62.6,2.2,12.8,8.8,20.3,-4.5,5.2,26,48,124,143
"779",1979,2017,1,2.1,14,507,126,249,23.9,77.2,1.4,12.4,8.1,20.6,-5.4,4.3,22,67,122,110
"780",2041,2017,1,2.6,14.8,462,132,208,27.3,82.1,2.1,13.2,9.1,21.6,-4.9,4.8,24,55,104,107
"781",2111,2017,1,2.4,14.5,466,130,208,26.6,77.3,1.9,12.9,8.9,21.2,-5.1,4.6,24,54,104,112
"782",2113,2017,1,2.6,14.8,450,133,194,28,79,2.2,13.3,9.3,21.7,-4.8,4.8,25,50,98,112
"783",2158,2017,1,2.4,14.6,483,130,224,25.7,79.2,1.9,12.9,8.8,21.2,-5.1,4.7,24,60,111,111
"784",2163,2017,1,2.1,14,507,126,249,23.9,77.2,1.4,12.4,8.1,20.6,-5.4,4.3,22,67,122,110
"785",2195,2017,1,1.6,13.4,539,124,239,21.5,57.6,1.3,11.9,7.8,19.2,-5.2,4.6,22,51,134,146
"786",2200,2017,1,1.9,13.8,519,124,266,22.9,77.2,1,12.2,7.7,20.1,-5.6,4.2,21,71,131,109
"787",2205,2017,1,2.5,14.7,475,131,223,26.3,83.4,2,13.1,8.9,21.4,-5,4.8,24,59,113,106
"788",2210,2017,1,2.3,14.4,487,129,229,25.2,78.1,1.7,12.8,8.6,21,-5.2,4.5,23,60,113,111
"789",2312,2017,1,2.2,14.3,506,133,216,24.1,65.5,2,12.7,8.7,20.4,-4.7,5.1,26,48,123,138
"790",2317,2017,1,1.8,13.6,544,127,238,21.7,58.1,1.6,12.1,8.2,19.6,-5,4.6,23,51,136,148
"791",2318,2017,1,1.9,13.7,545,128,237,21.8,58.5,1.7,12.3,8.3,19.8,-4.9,4.8,24,50,136,149
"792",2336,2017,1,2,14,492,126,233,24.4,74.5,1.3,12.4,8.2,20.5,-5.5,4.4,22,61,114,113
"793",2378,2017,1,2.2,14.3,501,132,213,24.3,66.2,2,12.7,8.8,20.5,-4.8,5,25,46,122,136
"794",2379,2017,1,2.2,14.2,502,132,214,24.2,65.8,2,12.7,8.7,20.4,-4.8,4.9,25,46,122,136
"795",2380,2017,1,2.2,14.2,502,132,214,24.2,66,2,12.7,8.8,20.4,-4.8,5,25,46,122,137
"796",2412,2017,1,2.3,14.5,476,130,217,25.9,77.8,1.8,12.9,8.8,21.2,-5.2,4.7,23,57,109,112
"797",2414,2017,1,2.6,14.9,454,133,197,27.8,79.9,2.2,13.3,9.4,21.8,-4.9,4.9,25,51,100,112
"798",2523,2017,1,1.8,13.7,546,128,241,21.7,58.7,1.6,12.2,8.2,19.7,-5,4.7,24,53,136,147
"799",2626,2017,1,1.9,14,487,125,223,24.6,71.2,1.4,12.4,8.3,20.5,-5.6,4.3,22,58,111,119
"800",2644,2017,1,2.1,14.2,489,127,226,24.8,74,1.5,12.7,8.6,20.9,-5.5,4.5,22,58,114,117
"801",141,2017,2,2.8,13.1,532,147,151,24,45.3,3.8,12.3,10.8,19.1,-3.1,5.5,28,23,85,176
"802",161,2017,2,2.6,12.7,529,142,155,23.8,44.1,3.7,11.9,10.7,18.9,-3.4,4.9,26,23,87,175
"803",162,2017,2,2.6,12.7,531,142,156,23.7,44,3.7,11.9,10.7,19,-3.4,4.9,26,23,88,175
"804",163,2017,2,2.8,13.1,517,145,141,24.8,45.3,4,12.3,11.2,19.4,-3.1,5.2,28,20,80,176
"805",165,2017,2,2.8,13.3,534,149,150,24.1,45.7,4,12.5,11,19.4,-3,5.6,29,22,85,177
"806",194,2017,2,2.7,12.9,527,143,150,24.1,44.7,3.9,12.2,11,19.3,-3.2,5.1,27,21,86,175
"807",197,2017,2,2.8,13.3,536,149,151,23.9,45.4,3.9,12.5,10.9,19.4,-3,5.6,29,23,85,178
"808",227,2017,2,2.5,12.7,514,142,147,24.4,44.2,3.6,11.9,10.7,18.9,-3.6,4.9,26,22,82,171
"809",229,2017,2,2.7,12.9,522,143,147,24.4,44.9,3.9,12.2,11.1,19.3,-3.3,5.1,27,21,84,174
"810",231,2017,2,2.8,13,518,145,142,24.7,45.2,4,12.3,11.1,19.4,-3.1,5.2,28,20,80,175
"811",232,2017,2,2.8,13,514,145,141,24.9,45.3,3.9,12.3,11.1,19.4,-3.2,5.2,28,20,79,176
"812",234,2017,2,3,13.4,507,148,133,25.6,46.6,4.2,12.7,11.4,19.8,-2.9,5.5,29,19,76,175
"813",235,2017,2,2.7,13.1,532,146,152,23.8,45,3.9,12.3,10.9,19.3,-3.2,5.3,28,23,84,178
"814",276,2017,2,2.8,13.1,509,145,138,25.1,45.8,4,12.4,11.1,19.5,-3.2,5.3,28,20,77,174
"815",279,2017,2,3.2,13.6,508,150,130,25.9,47.5,4.4,12.9,11.6,20.1,-2.8,5.7,30,18,75,174
"816",281,2017,2,2.6,13,541,146,156,23.3,44.3,3.8,12.2,10.8,19.2,-3.3,5.2,28,23,85,179
"817",282,2017,2,2.6,13.1,541,146,155,23.3,44.4,3.8,12.2,10.8,19.2,-3.2,5.3,28,23,85,180
"818",284,2017,2,2.4,12.8,541,145,162,22.9,43.6,3.5,11.9,10.3,18.7,-3.4,5.2,27,25,86,178
"819",319,2017,2,2.7,12.8,513,143,145,24.7,45.1,3.8,12.1,10.9,19.2,-3.3,5.1,27,21,82,173
"820",320,2017,2,2.5,12.7,521,143,152,24,44.3,3.6,11.9,10.6,18.9,-3.5,5,27,23,84,173
"821",324,2017,2,3,13.4,507,149,132,25.7,46.8,4.2,12.7,11.4,19.8,-2.9,5.6,29,19,76,175
"822",327,2017,2,2.4,12.8,538,144,159,23,43.3,3.5,12,10.5,18.8,-3.4,5.1,27,24,84,181
"823",330,2017,2,2.5,12.9,542,146,160,23,43.7,3.6,12,10.5,18.8,-3.3,5.2,28,25,86,180
"824",331,2017,2,2.9,13.4,536,149,147,24,45.5,4.1,12.6,11.2,19.6,-3,5.6,29,22,83,180
"825",360,2017,2,2.6,12.8,511,142,144,24.6,44.6,3.6,12,10.8,19,-3.6,5,26,21,80,171
"826",366,2017,2,2.8,13.1,515,146,142,24.9,45.6,4,12.4,11.1,19.5,-3.1,5.3,28,21,81,173
"827",367,2017,2,3.2,13.7,507,151,129,26,47.7,4.5,12.9,11.7,20.2,-2.8,5.7,30,17,75,174
"828",369,2017,2,3,13.5,511,150,133,25.5,46.9,4.3,12.8,11.4,19.9,-2.9,5.7,30,19,76,176
"829",370,2017,2,2.6,13,529,145,149,23.8,44.2,3.8,12.2,10.9,19.2,-3.3,5.2,28,22,80,181
"830",371,2017,2,2.3,12.8,541,145,161,22.8,42.9,3.5,11.9,10.4,18.7,-3.4,5.1,27,25,84,182
"831",375,2017,2,2.2,12.6,546,144,169,22.3,42.5,3.2,11.7,9.9,18.3,-3.5,5,27,27,87,181
"832",419,2017,2,2.7,13.2,522,147,143,24.4,45,3.9,12.4,11,19.4,-3.2,5.4,28,21,78,180
"833",420,2017,2,2.4,12.9,541,146,160,22.9,43.3,3.6,12,10.5,18.8,-3.3,5.2,27,25,84,182
"834",421,2017,2,2.4,12.9,539,146,158,23,43.4,3.5,12,10.4,18.8,-3.3,5.2,28,25,84,182
"835",423,2017,2,3.2,13.9,516,152,131,25.6,47.5,4.5,13.1,11.7,20.3,-2.7,5.8,31,18,76,178
"836",424,2017,2,3.3,14.1,513,154,126,26,48.2,4.7,13.2,11.9,20.5,-2.5,6,31,17,75,178
"837",425,2017,2,3.4,14.1,510,154,124,26.2,48.3,4.7,13.3,11.9,20.5,-2.5,6.1,31,17,73,178
"838",460,2017,2,2.6,12.9,508,143,142,24.9,45.2,3.7,12.1,10.9,19.2,-3.4,5.1,27,21,79,172
"839",464,2017,2,3,13.5,497,148,130,26.2,47.9,4.2,12.7,11.4,19.9,-2.9,5.5,29,18,74,171
"840",466,2017,2,2.5,13,533,147,152,23.5,43.9,3.7,12.2,10.6,19,-3.2,5.3,28,23,80,181
"841",467,2017,2,3,13.7,519,150,135,25.1,46.5,4.3,12.8,11.4,20,-2.8,5.6,30,19,76,180
"842",502,2017,2,2.7,13,501,145,137,25.4,46.2,3.9,12.3,11,19.3,-3.3,5.2,28,20,77,171
"843",503,2017,2,2.8,13.2,500,146,135,25.6,46.8,4,12.4,11.2,19.5,-3.2,5.3,28,20,77,171
"844",505,2017,2,3,13.5,497,149,129,26.2,47.9,4.3,12.8,11.5,20,-2.9,5.6,29,18,74,172
"845",506,2017,2,2.8,13.4,520,149,140,24.6,45.5,4,12.5,11.1,19.5,-3,5.5,29,21,76,180
"846",535,2017,2,2.7,13,499,144,134,25.5,45.7,3.9,12.3,11.2,19.5,-3.3,5.2,27,19,76,171
"847",536,2017,2,2.6,12.9,502,143,138,25.1,45.3,3.8,12.2,11,19.3,-3.5,5.1,27,20,77,171
"848",538,2017,2,2.9,13.3,493,146,130,26.1,47.3,4.1,12.6,11.4,19.7,-3.2,5.4,28,19,74,170
"849",541,2017,2,3.3,13.8,491,152,122,27.1,49.2,4.6,13.1,11.9,20.4,-2.7,5.8,31,16,72,171
"850",574,2017,2,2.9,13.4,493,147,128,26.2,47.3,4.2,12.7,11.5,19.9,-3.1,5.5,28,18,73,171
"851",577,2017,2,3.1,13.7,489,150,123,26.8,48.6,4.4,12.9,11.7,20.2,-2.8,5.6,30,17,72,170
"852",581,2017,2,3,13.6,506,150,130,25.7,47.1,4.3,12.8,11.6,20,-2.9,5.7,30,18,73,177
"853",618,2017,2,3.2,13.9,486,151,121,27.2,49.5,4.5,13.1,11.8,20.3,-2.8,5.8,30,16,70,170
"854",620,2017,2,3.1,13.8,499,152,123,26.4,48,4.5,13,11.7,20.1,-2.8,5.8,30,17,71,175
"855",653,2017,2,2.6,13,488,143,131,25.9,46.2,3.9,12.3,11.1,19.4,-3.4,5.2,27,19,73,168
"856",657,2017,2,2.8,13.2,496,146,132,25.7,46.4,4,12.5,11.2,19.6,-3.2,5.3,28,20,73,172
"857",659,2017,2,2.8,13.3,497,146,131,25.8,46.6,4.1,12.5,11.3,19.7,-3.2,5.3,28,19,74,173
"858",661,2017,2,3.3,14,482,153,115,27.6,49.9,4.7,13.2,12,20.5,-2.7,6,31,16,67,172
"859",662,2017,2,3.3,14,487,153,117,27.2,49.3,4.6,13.2,11.9,20.4,-2.7,5.9,31,16,68,174
"860",666,2017,2,3.9,14.8,467,159,99,29.7,53,5.4,14,12.7,21.4,-2,6.5,34,12,62,170
"861",669,2017,2,4.3,15.3,451,165,88,31.6,55.5,5.9,14.5,13.3,22,-1.5,7,36,9,58,168
"862",707,2017,2,2.7,13.2,499,146,133,25.5,46.1,4,12.4,11.3,19.6,-3.3,5.3,28,20,75,173
"863",708,2017,2,2.9,13.4,495,147,129,26,46.8,4.2,12.6,11.5,19.8,-3.1,5.4,28,18,73,173
"864",711,2017,2,3.8,14.7,468,160,103,29.6,53.3,5.3,14,12.7,21.4,-2,6.7,34,12,64,168
"865",717,2017,2,4.4,15.5,447,167,86,32.2,56.5,6,14.7,13.5,22.2,-1.4,7.2,37,9,57,167
"866",718,2017,2,4.6,15.7,437,170,80,33.4,58,6.3,14.9,13.8,22.5,-1.2,7.4,38,7,55,165
"867",719,2017,2,4.7,15.8,443,172,79,33.2,57.6,6.5,15.1,14,22.6,-1,7.6,39,7,54,168
